"","WSN","NYY","Champion"
"1152","4","2","WSN"
"1153","1","4","NYY"
"1154","3","4","NYY"
"1155","0","4","NYY"
"1156","3","4","NYY"
"1157","1","4","NYY"
"1158","4","2","WSN"
"1159","1","4","NYY"
"1160","4","3","WSN"
"1161","3","4","NYY"
"1162","3","4","NYY"
"1163","4","2","WSN"
"1164","0","4","NYY"
"1165","1","4","NYY"
"1166","1","4","NYY"
"1167","4","2","WSN"
"1168","0","4","NYY"
"1169","4","0","WSN"
"1170","1","4","NYY"
"1171","0","4","NYY"
"1172","2","4","NYY"
"1173","1","4","NYY"
"1174","4","1","WSN"
"1175","4","0","WSN"
"1176","4","1","WSN"
"1177","4","3","WSN"
"1178","4","1","WSN"
"1179","2","4","NYY"
"1180","1","4","NYY"
"1181","2","4","NYY"
"1182","4","2","WSN"
"1183","3","4","NYY"
"1184","1","4","NYY"
"1185","3","4","NYY"
"1186","3","4","NYY"
"1187","4","3","WSN"
"1188","1","4","NYY"
"1189","4","3","WSN"
"1190","3","4","NYY"
"1191","4","2","WSN"
"1192","2","4","NYY"
"1193","1","4","NYY"
"1194","4","1","WSN"
"1195","4","1","WSN"
"1196","3","4","NYY"
"1197","4","0","WSN"
"1198","3","4","NYY"
"1199","4","1","WSN"
"1200","4","2","WSN"
"1201","4","3","WSN"
"1202","4","0","WSN"
"1203","4","2","WSN"
"1204","2","4","NYY"
"1205","4","1","WSN"
"1206","4","3","WSN"
"1207","4","1","WSN"
"1208","4","2","WSN"
"1209","1","4","NYY"
"1210","4","3","WSN"
"1211","4","0","WSN"
"1212","4","2","WSN"
"1213","4","2","WSN"
"1214","2","4","NYY"
"1215","4","1","WSN"
"1216","3","4","NYY"
"1217","3","4","NYY"
"1218","4","1","WSN"
"1219","4","2","WSN"
"1220","0","4","NYY"
"1221","4","2","WSN"
"1222","4","1","WSN"
"1223","4","3","WSN"
"1224","4","0","WSN"
"1225","2","4","NYY"
"1226","1","4","NYY"
"1227","4","2","WSN"
"1228","4","3","WSN"
"1229","4","1","WSN"
"1230","4","2","WSN"
"1231","3","4","NYY"
"1232","4","2","WSN"
"1233","2","4","NYY"
"1234","2","4","NYY"
"1235","1","4","NYY"
"1236","4","2","WSN"
"1237","4","2","WSN"
"1238","4","3","WSN"
"1239","1","4","NYY"
"1240","1","4","NYY"
"1241","4","2","WSN"
"1242","3","4","NYY"
"1243","0","4","NYY"
"1244","4","0","WSN"
"1245","4","3","WSN"
"1246","4","3","WSN"
"1247","3","4","NYY"
"1248","4","3","WSN"
"1249","4","1","WSN"
"1250","4","3","WSN"
"1251","4","0","WSN"
"1252","2","4","NYY"
"1253","4","3","WSN"
"1254","4","2","WSN"
"1255","2","4","NYY"
"1256","4","2","WSN"
"1257","4","2","WSN"
"1258","4","1","WSN"
"1259","3","4","NYY"
"1260","4","1","WSN"
"1261","4","3","WSN"
"1262","4","2","WSN"
"1263","4","2","WSN"
"1264","4","2","WSN"
"1265","4","3","WSN"
"1266","4","1","WSN"
"1267","4","0","WSN"
"1268","1","4","NYY"
"1269","1","4","NYY"
"1270","4","1","WSN"
"1271","4","2","WSN"
"1272","1","4","NYY"
"1273","4","0","WSN"
"1274","4","3","WSN"
"1275","3","4","NYY"
"1276","4","3","WSN"
"1277","4","2","WSN"
"1278","3","4","NYY"
"1279","4","1","WSN"
"1280","4","1","WSN"
"1281","4","3","WSN"
"1282","1","4","NYY"
"1283","4","0","WSN"
"1284","3","4","NYY"
"1285","1","4","NYY"
"1286","2","4","NYY"
"1287","4","2","WSN"
"1288","4","2","WSN"
"1289","4","2","WSN"
"1290","4","2","WSN"
"1291","4","3","WSN"
"1292","4","2","WSN"
"1293","1","4","NYY"
"1294","2","4","NYY"
"1295","4","0","WSN"
"1296","4","0","WSN"
"1297","1","4","NYY"
"1298","4","3","WSN"
"1299","4","0","WSN"
"1300","2","4","NYY"
"1301","1","4","NYY"
"1302","4","0","WSN"
"1303","2","4","NYY"
"1304","1","4","NYY"
"1305","4","2","WSN"
"1306","3","4","NYY"
"1307","4","2","WSN"
"1308","4","1","WSN"
"1309","4","0","WSN"
"1310","4","1","WSN"
"1311","4","2","WSN"
"1312","4","2","WSN"
"1313","4","2","WSN"
"1314","4","3","WSN"
"1315","4","3","WSN"
"1316","3","4","NYY"
"1317","4","3","WSN"
"1318","4","0","WSN"
"1319","4","2","WSN"
"1320","4","2","WSN"
"1321","4","2","WSN"
"1322","4","3","WSN"
"1323","4","2","WSN"
"1324","4","3","WSN"
"1325","4","3","WSN"
"1326","1","4","NYY"
"1327","4","0","WSN"
"1328","3","4","NYY"
"1329","4","3","WSN"
"1330","4","3","WSN"
"1331","0","4","NYY"
"1332","4","1","WSN"
"1333","3","4","NYY"
"1334","2","4","NYY"
"1335","4","1","WSN"
"1336","4","2","WSN"
"1337","2","4","NYY"
"1338","3","4","NYY"
"1339","4","1","WSN"
"1340","3","4","NYY"
"1341","2","4","NYY"
"1342","4","1","WSN"
"1343","4","1","WSN"
"1344","4","1","WSN"
"1345","3","4","NYY"
"1346","1","4","NYY"
"1347","4","3","WSN"
"1348","2","4","NYY"
"1349","4","2","WSN"
"1350","4","0","WSN"
"1351","4","1","WSN"
"1352","4","3","WSN"
"1353","4","3","WSN"
"1354","4","1","WSN"
"1355","1","4","NYY"
"1356","2","4","NYY"
"1357","1","4","NYY"
"1358","1","4","NYY"
"1359","4","2","WSN"
"1360","2","4","NYY"
"1361","1","4","NYY"
"1362","4","0","WSN"
"1363","4","2","WSN"
"1364","4","1","WSN"
"1365","4","1","WSN"
"1366","4","1","WSN"
"1367","4","2","WSN"
"1368","4","3","WSN"
"1369","1","4","NYY"
"1370","4","0","WSN"
"1371","4","1","WSN"
"1372","2","4","NYY"
"1373","4","1","WSN"
"1374","3","4","NYY"
"1375","4","2","WSN"
"1376","3","4","NYY"
"1377","4","2","WSN"
"1378","4","1","WSN"
"1379","1","4","NYY"
"1380","3","4","NYY"
"1381","4","2","WSN"
"1382","4","1","WSN"
"1383","4","2","WSN"
"1384","4","2","WSN"
"1385","2","4","NYY"
"1386","4","2","WSN"
"1387","4","3","WSN"
"1388","4","2","WSN"
"1389","0","4","NYY"
"1390","4","1","WSN"
"1391","3","4","NYY"
"1392","3","4","NYY"
"1393","4","3","WSN"
"1394","4","2","WSN"
"1395","4","1","WSN"
"1396","4","0","WSN"
"1397","0","4","NYY"
"1398","3","4","NYY"
"1399","4","3","WSN"
"1400","4","1","WSN"
"1401","4","3","WSN"
"1402","3","4","NYY"
"1403","1","4","NYY"
"1404","3","4","NYY"
"1405","4","0","WSN"
"1406","4","0","WSN"
"1407","2","4","NYY"
"1408","2","4","NYY"
"1409","2","4","NYY"
"1410","4","2","WSN"
"1411","3","4","NYY"
"1412","1","4","NYY"
"1413","4","3","WSN"
"1414","3","4","NYY"
"1415","4","1","WSN"
"1416","4","2","WSN"
"1417","4","2","WSN"
"1418","4","3","WSN"
"1419","3","4","NYY"
"1420","4","3","WSN"
"1421","4","1","WSN"
"1422","4","2","WSN"
"1423","4","2","WSN"
"1424","4","2","WSN"
"1425","0","4","NYY"
"1426","0","4","NYY"
"1427","2","4","NYY"
"1428","4","3","WSN"
"1429","0","4","NYY"
"1430","4","0","WSN"
"1431","4","1","WSN"
"1432","1","4","NYY"
"1433","3","4","NYY"
"1434","3","4","NYY"
"1435","3","4","NYY"
"1436","2","4","NYY"
"1437","3","4","NYY"
"1438","4","1","WSN"
"1439","4","2","WSN"
"1440","1","4","NYY"
"1441","4","0","WSN"
"1442","1","4","NYY"
"1443","4","0","WSN"
"1444","0","4","NYY"
"1445","2","4","NYY"
"1446","4","3","WSN"
"1447","4","2","WSN"
"1448","4","2","WSN"
"1449","0","4","NYY"
"1450","2","4","NYY"
"1451","4","2","WSN"
"1452","4","2","WSN"
"1453","4","3","WSN"
"1454","4","2","WSN"
"1455","1","4","NYY"
"1456","4","2","WSN"
"1457","2","4","NYY"
"1458","4","1","WSN"
"1459","3","4","NYY"
"1460","1","4","NYY"
"1461","4","2","WSN"
"1462","1","4","NYY"
"1463","4","2","WSN"
"1464","4","3","WSN"
"1465","4","0","WSN"
"1466","4","3","WSN"
"1467","2","4","NYY"
"1468","4","2","WSN"
"1469","2","4","NYY"
"1470","4","2","WSN"
"1471","3","4","NYY"
"1472","4","3","WSN"
"1473","1","4","NYY"
"1474","1","4","NYY"
"1475","2","4","NYY"
"1476","4","2","WSN"
"1477","2","4","NYY"
"1478","2","4","NYY"
"1479","2","4","NYY"
"1480","4","3","WSN"
"1481","4","1","WSN"
"1482","4","3","WSN"
"1483","3","4","NYY"
"1484","1","4","NYY"
"1485","4","2","WSN"
"1486","3","4","NYY"
"1487","1","4","NYY"
"1488","4","0","WSN"
"1489","4","0","WSN"
"1490","4","3","WSN"
"1491","1","4","NYY"
"1492","4","3","WSN"
"1493","4","3","WSN"
"1494","0","4","NYY"
"1495","3","4","NYY"
"1496","1","4","NYY"
"1497","3","4","NYY"
"1498","4","2","WSN"
"1499","4","2","WSN"
"1500","0","4","NYY"
"1501","4","3","WSN"
"1502","4","2","WSN"
"1503","4","3","WSN"
"1504","4","0","WSN"
"1505","1","4","NYY"
"1506","4","0","WSN"
"1507","1","4","NYY"
"1508","3","4","NYY"
"1509","4","3","WSN"
"1510","1","4","NYY"
"1511","4","2","WSN"
"1512","4","2","WSN"
"1513","2","4","NYY"
"1514","4","2","WSN"
"1515","4","3","WSN"
"1516","4","3","WSN"
"1517","4","2","WSN"
"1518","4","3","WSN"
"1519","4","3","WSN"
"1520","4","3","WSN"
"1521","4","2","WSN"
"1522","0","4","NYY"
"1523","4","0","WSN"
"1524","4","3","WSN"
"1525","1","4","NYY"
"1526","3","4","NYY"
"1527","1","4","NYY"
"1528","2","4","NYY"
"1529","4","1","WSN"
"1530","2","4","NYY"
"1531","4","2","WSN"
"1532","4","1","WSN"
"1533","4","0","WSN"
"1534","4","1","WSN"
"1535","2","4","NYY"
"1536","4","2","WSN"
"1537","4","2","WSN"
"1538","4","3","WSN"
"1539","4","0","WSN"
"1540","3","4","NYY"
"1541","4","2","WSN"
"1542","4","2","WSN"
"1543","3","4","NYY"
"1544","3","4","NYY"
"1545","1","4","NYY"
"1546","3","4","NYY"
"1547","2","4","NYY"
"1548","3","4","NYY"
"1549","4","0","WSN"
"1550","4","3","WSN"
"1551","0","4","NYY"
"1552","4","1","WSN"
"1553","4","2","WSN"
"1554","4","3","WSN"
"1555","4","3","WSN"
"1556","4","3","WSN"
"1557","3","4","NYY"
"1558","2","4","NYY"
"1559","4","1","WSN"
"1560","1","4","NYY"
"1561","1","4","NYY"
"1562","4","2","WSN"
"1563","4","1","WSN"
"1564","2","4","NYY"
"1565","4","2","WSN"
"1566","3","4","NYY"
"1567","3","4","NYY"
"1568","4","2","WSN"
"1569","4","3","WSN"
"1570","4","3","WSN"
"1571","4","0","WSN"
"1572","1","4","NYY"
"1573","1","4","NYY"
"1574","4","1","WSN"
"1575","1","4","NYY"
"1576","3","4","NYY"
"1577","0","4","NYY"
"1578","0","4","NYY"
"1579","1","4","NYY"
"1580","4","3","WSN"
"1581","3","4","NYY"
"1582","1","4","NYY"
"1583","1","4","NYY"
"1584","4","3","WSN"
"1585","4","2","WSN"
"1586","4","2","WSN"
"1587","0","4","NYY"
"1588","3","4","NYY"
"1589","3","4","NYY"
"1590","4","2","WSN"
"1591","1","4","NYY"
"1592","1","4","NYY"
"1593","2","4","NYY"
"1594","4","3","WSN"
"1595","2","4","NYY"
"1596","1","4","NYY"
"1597","1","4","NYY"
"1598","1","4","NYY"
"1599","1","4","NYY"
"1600","1","4","NYY"
"1601","4","1","WSN"
"1602","4","2","WSN"
"1603","1","4","NYY"
"1604","1","4","NYY"
"1605","4","2","WSN"
"1606","2","4","NYY"
"1607","4","2","WSN"
"1608","4","2","WSN"
"1609","4","2","WSN"
"1610","3","4","NYY"
"1611","4","1","WSN"
"1612","3","4","NYY"
"1613","2","4","NYY"
"1614","2","4","NYY"
"1615","4","3","WSN"
"1616","4","0","WSN"
"1617","0","4","NYY"
"1618","4","2","WSN"
"1619","1","4","NYY"
"1620","4","3","WSN"
"1621","4","3","WSN"
"1622","4","2","WSN"
"1623","4","3","WSN"
"1624","1","4","NYY"
"1625","4","3","WSN"
"1626","4","0","WSN"
"1627","1","4","NYY"
"1628","4","3","WSN"
"1629","4","1","WSN"
"1630","4","3","WSN"
"1631","4","2","WSN"
"1632","1","4","NYY"
"1633","4","3","WSN"
"1634","4","3","WSN"
"1635","4","1","WSN"
"1636","1","4","NYY"
"1637","4","2","WSN"
"1638","3","4","NYY"
"1639","4","3","WSN"
"1640","0","4","NYY"
"1641","2","4","NYY"
"1642","1","4","NYY"
"1643","4","0","WSN"
"1644","3","4","NYY"
"1645","4","3","WSN"
"1646","2","4","NYY"
"1647","1","4","NYY"
"1648","4","1","WSN"
"1649","2","4","NYY"
"1650","1","4","NYY"
"1651","4","3","WSN"
"1652","4","0","WSN"
"1653","1","4","NYY"
"1654","4","1","WSN"
"1655","2","4","NYY"
"1656","4","1","WSN"
"1657","4","1","WSN"
"1658","4","3","WSN"
"1659","1","4","NYY"
"1660","4","2","WSN"
"1661","4","1","WSN"
"1662","0","4","NYY"
"1663","4","3","WSN"
"1664","3","4","NYY"
"1665","2","4","NYY"
"1666","4","2","WSN"
"1667","4","2","WSN"
"1668","3","4","NYY"
"1669","4","2","WSN"
"1670","2","4","NYY"
"1671","3","4","NYY"
"1672","4","1","WSN"
"1673","2","4","NYY"
"1674","4","0","WSN"
"1675","4","1","WSN"
"1676","4","0","WSN"
"1677","4","2","WSN"
"1678","4","2","WSN"
"1679","4","0","WSN"
"1680","4","3","WSN"
"1681","3","4","NYY"
"1682","1","4","NYY"
"1683","1","4","NYY"
"1684","1","4","NYY"
"1685","3","4","NYY"
"1686","4","1","WSN"
"1687","4","0","WSN"
"1688","2","4","NYY"
"1689","4","3","WSN"
"1690","4","1","WSN"
"1691","4","3","WSN"
"1692","1","4","NYY"
"1693","4","3","WSN"
"1694","4","3","WSN"
"1695","4","2","WSN"
"1696","0","4","NYY"
"1697","4","2","WSN"
"1698","4","2","WSN"
"1699","4","0","WSN"
"1700","3","4","NYY"
"1701","1","4","NYY"
"1702","4","1","WSN"
"1703","0","4","NYY"
"1704","1","4","NYY"
"1705","1","4","NYY"
"1706","3","4","NYY"
"1707","4","2","WSN"
"1708","3","4","NYY"
"1709","4","1","WSN"
"1710","1","4","NYY"
"1711","1","4","NYY"
"1712","4","1","WSN"
"1713","4","1","WSN"
"1714","1","4","NYY"
"1715","4","2","WSN"
"1716","4","3","WSN"
"1717","4","1","WSN"
"1718","3","4","NYY"
"1719","4","1","WSN"
"1720","4","2","WSN"
"1721","4","2","WSN"
"1722","2","4","NYY"
"1723","3","4","NYY"
"1724","4","2","WSN"
"1725","3","4","NYY"
"1726","4","2","WSN"
"1727","4","1","WSN"
"1728","1","4","NYY"
"1729","2","4","NYY"
"1730","3","4","NYY"
"1731","3","4","NYY"
"1732","4","3","WSN"
"1733","3","4","NYY"
"1734","3","4","NYY"
"1735","2","4","NYY"
"1736","4","2","WSN"
"1737","1","4","NYY"
"1738","4","2","WSN"
"1739","4","2","WSN"
"1740","4","3","WSN"
"1741","4","2","WSN"
"1742","2","4","NYY"
"1743","1","4","NYY"
"1744","4","2","WSN"
"1745","1","4","NYY"
"1746","4","3","WSN"
"1747","0","4","NYY"
"1748","4","3","WSN"
"1749","4","3","WSN"
"1750","4","1","WSN"
"1751","1","4","NYY"
"1752","4","3","WSN"
"1753","4","2","WSN"
"1754","4","2","WSN"
"1755","3","4","NYY"
"1756","4","2","WSN"
"1757","4","2","WSN"
"1758","4","3","WSN"
"1759","4","2","WSN"
"1760","2","4","NYY"
"1761","2","4","NYY"
"1762","4","2","WSN"
"1763","3","4","NYY"
"1764","3","4","NYY"
"1765","2","4","NYY"
"1766","4","2","WSN"
"1767","4","3","WSN"
"1768","4","0","WSN"
"1769","3","4","NYY"
"1770","1","4","NYY"
"1771","4","2","WSN"
"1772","1","4","NYY"
"1773","4","1","WSN"
"1774","1","4","NYY"
"1775","1","4","NYY"
"1776","4","3","WSN"
"1777","3","4","NYY"
"1778","4","0","WSN"
"1779","4","3","WSN"
"1780","3","4","NYY"
"1781","2","4","NYY"
"1782","4","3","WSN"
"1783","4","2","WSN"
"1784","3","4","NYY"
"1785","4","3","WSN"
"1786","4","0","WSN"
"1787","4","2","WSN"
"1788","0","4","NYY"
"1789","4","1","WSN"
"1790","2","4","NYY"
"1791","0","4","NYY"
"1792","2","4","NYY"
"1793","4","2","WSN"
"1794","4","2","WSN"
"1795","2","4","NYY"
"1796","2","4","NYY"
"1797","4","2","WSN"
"1798","1","4","NYY"
"1799","3","4","NYY"
"1800","3","4","NYY"
"1801","3","4","NYY"
"1802","4","3","WSN"
"1803","4","0","WSN"
"1804","4","3","WSN"
"1805","4","1","WSN"
"1806","4","2","WSN"
"1807","3","4","NYY"
"1808","4","3","WSN"
"1809","4","1","WSN"
"1810","2","4","NYY"
"1811","3","4","NYY"
"1812","3","4","NYY"
"1813","2","4","NYY"
"1814","4","2","WSN"
"1815","4","2","WSN"
"1816","4","1","WSN"
"1817","1","4","NYY"
"1818","4","2","WSN"
"1819","4","3","WSN"
"1820","4","2","WSN"
"1821","1","4","NYY"
"1822","4","1","WSN"
"1823","1","4","NYY"
"1824","4","2","WSN"
"1825","4","1","WSN"
"1826","3","4","NYY"
"1827","4","2","WSN"
"1828","4","2","WSN"
"1829","2","4","NYY"
"1830","4","2","WSN"
"1831","4","0","WSN"
"1832","4","0","WSN"
"1833","1","4","NYY"
"1834","1","4","NYY"
"1835","4","3","WSN"
"1836","4","3","WSN"
"1837","3","4","NYY"
"1838","4","2","WSN"
"1839","4","3","WSN"
"1840","1","4","NYY"
"1841","1","4","NYY"
"1842","4","0","WSN"
"1843","4","3","WSN"
"1844","2","4","NYY"
"1845","4","1","WSN"
"1846","4","2","WSN"
"1847","2","4","NYY"
"1848","3","4","NYY"
"1849","4","3","WSN"
"1850","0","4","NYY"
"1851","4","2","WSN"
"1852","0","4","NYY"
"1853","3","4","NYY"
"1854","4","2","WSN"
"1855","2","4","NYY"
"1856","1","4","NYY"
"1857","4","2","WSN"
"1858","4","2","WSN"
"1859","4","2","WSN"
"1860","3","4","NYY"
"1861","4","3","WSN"
"1862","3","4","NYY"
"1863","4","2","WSN"
"1864","4","2","WSN"
"1865","4","2","WSN"
"1866","1","4","NYY"
"1867","2","4","NYY"
"1868","4","1","WSN"
"1869","4","0","WSN"
"1870","4","1","WSN"
"1871","2","4","NYY"
"1872","4","0","WSN"
"1873","4","3","WSN"
"1874","4","2","WSN"
"1875","4","1","WSN"
"1876","4","0","WSN"
"1877","4","2","WSN"
"1878","4","2","WSN"
"1879","4","2","WSN"
"1880","4","2","WSN"
"1881","4","1","WSN"
"1882","2","4","NYY"
"1883","4","2","WSN"
"1884","4","3","WSN"
"1885","3","4","NYY"
"1886","4","3","WSN"
"1887","2","4","NYY"
"1888","4","2","WSN"
"1889","3","4","NYY"
"1890","2","4","NYY"
"1891","2","4","NYY"
"1892","1","4","NYY"
"1893","4","1","WSN"
"1894","1","4","NYY"
"1895","4","3","WSN"
"1896","4","1","WSN"
"1897","4","1","WSN"
"1898","2","4","NYY"
"1899","4","3","WSN"
"1900","4","3","WSN"
"1901","2","4","NYY"
"1902","4","2","WSN"
"1903","4","2","WSN"
"1904","1","4","NYY"
"1905","2","4","NYY"
"1906","4","2","WSN"
"1907","4","0","WSN"
"1908","2","4","NYY"
"1909","4","2","WSN"
"1910","4","2","WSN"
"1911","2","4","NYY"
"1912","4","1","WSN"
"1913","4","2","WSN"
"1914","4","3","WSN"
"1915","4","2","WSN"
"1916","4","1","WSN"
"1917","1","4","NYY"
"1918","4","3","WSN"
"1919","4","1","WSN"
"1920","4","2","WSN"
"1921","4","3","WSN"
"1922","4","3","WSN"
"1923","4","1","WSN"
"1924","4","0","WSN"
"1925","4","3","WSN"
"1926","4","1","WSN"
"1927","4","3","WSN"
"1928","1","4","NYY"
"1929","4","2","WSN"
"1930","0","4","NYY"
"1931","1","4","NYY"
"1932","4","3","WSN"
"1933","4","3","WSN"
"1934","4","1","WSN"
"1935","2","4","NYY"
"1936","4","3","WSN"
"1937","0","4","NYY"
"1938","4","1","WSN"
"1939","1","4","NYY"
"1940","4","2","WSN"
"1941","4","3","WSN"
"1942","1","4","NYY"
"1943","2","4","NYY"
"1944","1","4","NYY"
"1945","2","4","NYY"
"1946","0","4","NYY"
"1947","2","4","NYY"
"1948","4","0","WSN"
"1949","2","4","NYY"
"1950","4","1","WSN"
"1951","4","2","WSN"
"1952","4","3","WSN"
"1953","4","2","WSN"
"1954","3","4","NYY"
"1955","2","4","NYY"
"1956","4","1","WSN"
"1957","4","3","WSN"
"1958","4","2","WSN"
"1959","4","0","WSN"
"1960","4","2","WSN"
"1961","4","1","WSN"
"1962","4","2","WSN"
"1963","4","3","WSN"
"1964","2","4","NYY"
"1965","4","1","WSN"
"1966","4","3","WSN"
"1967","4","0","WSN"
"1968","4","3","WSN"
"1969","4","2","WSN"
"1970","4","2","WSN"
"1971","4","3","WSN"
"1972","4","3","WSN"
"1973","1","4","NYY"
"1974","4","2","WSN"
"1975","0","4","NYY"
"1976","4","2","WSN"
"1977","2","4","NYY"
"1978","4","2","WSN"
"1979","4","2","WSN"
"1980","3","4","NYY"
"1981","1","4","NYY"
"1982","2","4","NYY"
"1983","4","3","WSN"
"1984","4","3","WSN"
"1985","4","2","WSN"
"1986","4","3","WSN"
"1987","4","3","WSN"
"1988","3","4","NYY"
"1989","4","2","WSN"
"1990","4","3","WSN"
"1991","2","4","NYY"
"1992","1","4","NYY"
"1993","3","4","NYY"
"1994","4","0","WSN"
"1995","4","3","WSN"
"1996","2","4","NYY"
"1997","4","0","WSN"
"1998","2","4","NYY"
"1999","4","1","WSN"
"2000","3","4","NYY"
"2001","1","4","NYY"
"2002","1","4","NYY"
"2003","4","1","WSN"
"2004","4","1","WSN"
"2005","3","4","NYY"
"2006","4","3","WSN"
"2007","4","2","WSN"
"2008","4","1","WSN"
"2009","4","0","WSN"
"2010","4","0","WSN"
"2011","4","2","WSN"
"2012","2","4","NYY"
"2013","4","1","WSN"
"2014","4","3","WSN"
"2015","3","4","NYY"
"2016","1","4","NYY"
"2017","4","2","WSN"
"2018","1","4","NYY"
"2019","4","3","WSN"
"2020","0","4","NYY"
"2021","4","2","WSN"
"2022","3","4","NYY"
"2023","1","4","NYY"
"2024","4","3","WSN"
"2025","2","4","NYY"
"2026","3","4","NYY"
"2027","4","3","WSN"
"2028","4","0","WSN"
"2029","4","2","WSN"
"2030","4","2","WSN"
"2031","4","3","WSN"
"2032","4","3","WSN"
"2033","4","2","WSN"
"2034","2","4","NYY"
"2035","4","3","WSN"
"2036","2","4","NYY"
"2037","4","2","WSN"
"2038","4","2","WSN"
"2039","4","3","WSN"
"2040","1","4","NYY"
"2041","4","2","WSN"
"2042","2","4","NYY"
"2043","1","4","NYY"
"2044","4","2","WSN"
"2045","4","3","WSN"
"2046","4","3","WSN"
"2047","3","4","NYY"
"2048","1","4","NYY"
"2049","4","3","WSN"
"2050","3","4","NYY"
"2051","3","4","NYY"
"2052","4","0","WSN"
"2053","4","2","WSN"
"2054","4","0","WSN"
"2055","4","2","WSN"
"2056","2","4","NYY"
"2057","4","1","WSN"
"2058","0","4","NYY"
"2059","3","4","NYY"
"2060","1","4","NYY"
"2061","1","4","NYY"
"2062","3","4","NYY"
"2063","4","2","WSN"
"2064","2","4","NYY"
"2065","3","4","NYY"
"2066","0","4","NYY"
"2067","3","4","NYY"
"2068","2","4","NYY"
"2069","2","4","NYY"
"2070","2","4","NYY"
"2071","4","1","WSN"
"2072","1","4","NYY"
"2073","4","2","WSN"
"2074","4","2","WSN"
"2075","4","1","WSN"
"2076","3","4","NYY"
"2077","3","4","NYY"
"2078","2","4","NYY"
"2079","1","4","NYY"
"2080","1","4","NYY"
"2081","3","4","NYY"
"2082","4","2","WSN"
"2083","4","3","WSN"
"2084","1","4","NYY"
"2085","1","4","NYY"
"2086","3","4","NYY"
"2087","4","3","WSN"
"2088","3","4","NYY"
"2089","2","4","NYY"
"2090","2","4","NYY"
"2091","2","4","NYY"
"2092","4","3","WSN"
"2093","4","2","WSN"
"2094","2","4","NYY"
"2095","3","4","NYY"
"2096","4","3","WSN"
"2097","4","3","WSN"
"2098","4","3","WSN"
"2099","4","1","WSN"
"2100","4","3","WSN"
"2101","4","2","WSN"
"2102","2","4","NYY"
"2103","4","2","WSN"
"2104","0","4","NYY"
"2105","4","2","WSN"
"2106","1","4","NYY"
"2107","1","4","NYY"
"2108","3","4","NYY"
"2109","3","4","NYY"
"2110","4","3","WSN"
"2111","3","4","NYY"
"2112","4","1","WSN"
"2113","4","0","WSN"
"2114","4","3","WSN"
"2115","4","1","WSN"
"2116","4","0","WSN"
"2117","1","4","NYY"
"2118","4","1","WSN"
"2119","4","0","WSN"
"2120","3","4","NYY"
"2121","2","4","NYY"
"2122","3","4","NYY"
"2123","2","4","NYY"
"2124","0","4","NYY"
"2125","4","2","WSN"
"2126","4","2","WSN"
"2127","2","4","NYY"
"2128","4","3","WSN"
"2129","3","4","NYY"
"2130","4","1","WSN"
"2131","2","4","NYY"
"2132","3","4","NYY"
"2133","0","4","NYY"
"2134","2","4","NYY"
"2135","4","3","WSN"
"2136","0","4","NYY"
"2137","1","4","NYY"
"2138","3","4","NYY"
"2139","3","4","NYY"
"2140","4","3","WSN"
"2141","1","4","NYY"
"2142","4","0","WSN"
"2143","4","1","WSN"
"2144","4","0","WSN"
"2145","3","4","NYY"
"2146","4","2","WSN"
"2147","1","4","NYY"
"2148","4","1","WSN"
"2149","2","4","NYY"
"2150","4","1","WSN"
"2151","3","4","NYY"
"2152","3","4","NYY"
"2153","1","4","NYY"
"2154","4","3","WSN"
"2155","4","2","WSN"
"2156","4","3","WSN"
"2157","4","2","WSN"
"2158","4","3","WSN"
"2159","4","3","WSN"
"2160","4","1","WSN"
"2161","3","4","NYY"
"2162","3","4","NYY"
"2163","2","4","NYY"
"2164","4","1","WSN"
"2165","4","2","WSN"
"2166","4","1","WSN"
"2167","4","2","WSN"
"2168","4","3","WSN"
"2169","4","1","WSN"
"2170","4","3","WSN"
"2171","4","2","WSN"
"2172","4","1","WSN"
"2173","4","1","WSN"
"2174","3","4","NYY"
"2175","4","0","WSN"
"2176","1","4","NYY"
"2177","4","2","WSN"
"2178","4","3","WSN"
"2179","1","4","NYY"
"2180","3","4","NYY"
"2181","1","4","NYY"
"2182","3","4","NYY"
"2183","4","3","WSN"
"2184","4","2","WSN"
"2185","4","2","WSN"
"2186","2","4","NYY"
"2187","4","0","WSN"
"2188","4","0","WSN"
"2189","4","3","WSN"
"2190","4","3","WSN"
"2191","4","3","WSN"
"2192","3","4","NYY"
"2193","4","1","WSN"
"2194","4","0","WSN"
"2195","1","4","NYY"
