"","MIN","NYY","Series Winner"
"1152","3","1","MIN"
"1153","3","1","MIN"
"1154","0","3","NYY"
"1155","3","2","MIN"
"1156","3","2","MIN"
"1157","2","3","NYY"
"1158","3","2","MIN"
"1159","2","3","NYY"
"1160","3","1","MIN"
"1161","3","2","MIN"
"1162","2","3","NYY"
"1163","1","3","NYY"
"1164","1","3","NYY"
"1165","2","3","NYY"
"1166","3","1","MIN"
"1167","2","3","NYY"
"1168","1","3","NYY"
"1169","3","2","MIN"
"1170","2","3","NYY"
"1171","3","2","MIN"
"1172","3","0","MIN"
"1173","1","3","NYY"
"1174","3","1","MIN"
"1175","2","3","NYY"
"1176","3","0","MIN"
"1177","2","3","NYY"
"1178","3","1","MIN"
"1179","1","3","NYY"
"1180","3","1","MIN"
"1181","2","3","NYY"
"1182","1","3","NYY"
"1183","3","2","MIN"
"1184","3","1","MIN"
"1185","3","2","MIN"
"1186","3","1","MIN"
"1187","3","1","MIN"
"1188","3","2","MIN"
"1189","3","2","MIN"
"1190","2","3","NYY"
"1191","3","1","MIN"
"1192","3","1","MIN"
"1193","3","1","MIN"
"1194","2","3","NYY"
"1195","3","1","MIN"
"1196","0","3","NYY"
"1197","3","1","MIN"
"1198","3","2","MIN"
"1199","2","3","NYY"
"1200","3","1","MIN"
"1201","1","3","NYY"
"1202","3","2","MIN"
"1203","3","2","MIN"
"1204","3","0","MIN"
"1205","1","3","NYY"
"1206","2","3","NYY"
"1207","3","1","MIN"
"1208","1","3","NYY"
"1209","0","3","NYY"
"1210","1","3","NYY"
"1211","3","2","MIN"
"1212","3","2","MIN"
"1213","3","2","MIN"
"1214","3","2","MIN"
"1215","3","1","MIN"
"1216","2","3","NYY"
"1217","2","3","NYY"
"1218","3","0","MIN"
"1219","3","1","MIN"
"1220","3","2","MIN"
"1221","2","3","NYY"
"1222","3","2","MIN"
"1223","3","0","MIN"
"1224","1","3","NYY"
"1225","3","2","MIN"
"1226","3","2","MIN"
"1227","1","3","NYY"
"1228","2","3","NYY"
"1229","3","2","MIN"
"1230","3","2","MIN"
"1231","0","3","NYY"
"1232","2","3","NYY"
"1233","3","1","MIN"
"1234","3","0","MIN"
"1235","2","3","NYY"
"1236","2","3","NYY"
"1237","1","3","NYY"
"1238","3","0","MIN"
"1239","3","1","MIN"
"1240","2","3","NYY"
"1241","3","2","MIN"
"1242","1","3","NYY"
"1243","0","3","NYY"
"1244","3","1","MIN"
"1245","2","3","NYY"
"1246","0","3","NYY"
"1247","3","1","MIN"
"1248","2","3","NYY"
"1249","2","3","NYY"
"1250","2","3","NYY"
"1251","0","3","NYY"
"1252","3","0","MIN"
"1253","3","0","MIN"
"1254","0","3","NYY"
"1255","3","1","MIN"
"1256","3","2","MIN"
"1257","1","3","NYY"
"1258","3","2","MIN"
"1259","3","1","MIN"
"1260","2","3","NYY"
"1261","3","0","MIN"
"1262","2","3","NYY"
"1263","1","3","NYY"
"1264","1","3","NYY"
"1265","3","2","MIN"
"1266","3","2","MIN"
"1267","1","3","NYY"
"1268","3","1","MIN"
"1269","1","3","NYY"
"1270","3","2","MIN"
"1271","0","3","NYY"
"1272","2","3","NYY"
"1273","0","3","NYY"
"1274","2","3","NYY"
"1275","2","3","NYY"
"1276","3","2","MIN"
"1277","1","3","NYY"
"1278","1","3","NYY"
"1279","0","3","NYY"
"1280","1","3","NYY"
"1281","3","2","MIN"
"1282","3","1","MIN"
"1283","2","3","NYY"
"1284","3","2","MIN"
"1285","1","3","NYY"
"1286","3","1","MIN"
"1287","1","3","NYY"
"1288","3","0","MIN"
"1289","3","2","MIN"
"1290","3","2","MIN"
"1291","1","3","NYY"
"1292","1","3","NYY"
"1293","3","1","MIN"
"1294","3","0","MIN"
"1295","2","3","NYY"
"1296","3","0","MIN"
"1297","0","3","NYY"
"1298","3","0","MIN"
"1299","2","3","NYY"
"1300","3","0","MIN"
"1301","3","2","MIN"
"1302","0","3","NYY"
"1303","2","3","NYY"
"1304","1","3","NYY"
"1305","2","3","NYY"
"1306","2","3","NYY"
"1307","3","0","MIN"
"1308","3","2","MIN"
"1309","1","3","NYY"
"1310","3","0","MIN"
"1311","3","0","MIN"
"1312","3","1","MIN"
"1313","0","3","NYY"
"1314","0","3","NYY"
"1315","2","3","NYY"
"1316","3","1","MIN"
"1317","3","1","MIN"
"1318","0","3","NYY"
"1319","3","0","MIN"
"1320","3","1","MIN"
"1321","3","2","MIN"
"1322","1","3","NYY"
"1323","3","2","MIN"
"1324","3","1","MIN"
"1325","3","0","MIN"
"1326","3","2","MIN"
"1327","2","3","NYY"
"1328","3","2","MIN"
"1329","2","3","NYY"
"1330","1","3","NYY"
"1331","3","1","MIN"
"1332","0","3","NYY"
"1333","0","3","NYY"
"1334","1","3","NYY"
"1335","0","3","NYY"
"1336","0","3","NYY"
"1337","0","3","NYY"
"1338","0","3","NYY"
"1339","2","3","NYY"
"1340","3","2","MIN"
"1341","3","2","MIN"
"1342","3","0","MIN"
"1343","0","3","NYY"
"1344","3","1","MIN"
"1345","3","0","MIN"
"1346","1","3","NYY"
"1347","3","1","MIN"
"1348","2","3","NYY"
"1349","1","3","NYY"
"1350","3","0","MIN"
"1351","3","1","MIN"
"1352","3","2","MIN"
"1353","2","3","NYY"
"1354","3","1","MIN"
"1355","3","0","MIN"
"1356","0","3","NYY"
"1357","3","1","MIN"
"1358","3","1","MIN"
"1359","3","1","MIN"
"1360","3","2","MIN"
"1361","2","3","NYY"
"1362","3","0","MIN"
"1363","1","3","NYY"
"1364","2","3","NYY"
"1365","3","1","MIN"
"1366","1","3","NYY"
"1367","3","2","MIN"
"1368","3","2","MIN"
"1369","3","0","MIN"
"1370","2","3","NYY"
"1371","3","0","MIN"
"1372","3","1","MIN"
"1373","0","3","NYY"
"1374","0","3","NYY"
"1375","3","1","MIN"
"1376","2","3","NYY"
"1377","2","3","NYY"
"1378","3","2","MIN"
"1379","2","3","NYY"
"1380","2","3","NYY"
"1381","1","3","NYY"
"1382","1","3","NYY"
"1383","3","1","MIN"
"1384","1","3","NYY"
"1385","3","2","MIN"
"1386","3","1","MIN"
"1387","1","3","NYY"
"1388","3","2","MIN"
"1389","0","3","NYY"
"1390","3","0","MIN"
"1391","3","2","MIN"
"1392","3","2","MIN"
"1393","3","0","MIN"
"1394","0","3","NYY"
"1395","3","2","MIN"
"1396","1","3","NYY"
"1397","2","3","NYY"
"1398","3","0","MIN"
"1399","2","3","NYY"
"1400","1","3","NYY"
"1401","3","0","MIN"
"1402","0","3","NYY"
"1403","3","2","MIN"
"1404","1","3","NYY"
"1405","1","3","NYY"
"1406","2","3","NYY"
"1407","1","3","NYY"
"1408","3","2","MIN"
"1409","3","0","MIN"
"1410","1","3","NYY"
"1411","3","1","MIN"
"1412","3","0","MIN"
"1413","3","1","MIN"
"1414","3","0","MIN"
"1415","2","3","NYY"
"1416","3","1","MIN"
"1417","3","2","MIN"
"1418","0","3","NYY"
"1419","2","3","NYY"
"1420","2","3","NYY"
"1421","2","3","NYY"
"1422","3","0","MIN"
"1423","2","3","NYY"
"1424","2","3","NYY"
"1425","1","3","NYY"
"1426","3","0","MIN"
"1427","3","0","MIN"
"1428","3","1","MIN"
"1429","0","3","NYY"
"1430","1","3","NYY"
"1431","3","1","MIN"
"1432","1","3","NYY"
"1433","1","3","NYY"
"1434","0","3","NYY"
"1435","2","3","NYY"
"1436","1","3","NYY"
"1437","0","3","NYY"
"1438","2","3","NYY"
"1439","3","1","MIN"
"1440","3","2","MIN"
"1441","2","3","NYY"
"1442","2","3","NYY"
"1443","3","2","MIN"
"1444","2","3","NYY"
"1445","2","3","NYY"
"1446","3","0","MIN"
"1447","1","3","NYY"
"1448","3","0","MIN"
"1449","1","3","NYY"
"1450","1","3","NYY"
"1451","3","1","MIN"
"1452","3","1","MIN"
"1453","3","0","MIN"
"1454","3","2","MIN"
"1455","3","2","MIN"
"1456","0","3","NYY"
"1457","2","3","NYY"
"1458","3","1","MIN"
"1459","3","1","MIN"
"1460","3","0","MIN"
"1461","3","2","MIN"
"1462","0","3","NYY"
"1463","0","3","NYY"
"1464","3","2","MIN"
"1465","3","2","MIN"
"1466","1","3","NYY"
"1467","3","1","MIN"
"1468","3","2","MIN"
"1469","3","2","MIN"
"1470","2","3","NYY"
"1471","3","1","MIN"
"1472","3","0","MIN"
"1473","0","3","NYY"
"1474","0","3","NYY"
"1475","2","3","NYY"
"1476","3","0","MIN"
"1477","2","3","NYY"
"1478","3","2","MIN"
"1479","2","3","NYY"
"1480","1","3","NYY"
"1481","0","3","NYY"
"1482","1","3","NYY"
"1483","3","0","MIN"
"1484","2","3","NYY"
"1485","2","3","NYY"
"1486","3","0","MIN"
"1487","3","1","MIN"
"1488","3","0","MIN"
"1489","0","3","NYY"
"1490","0","3","NYY"
"1491","3","0","MIN"
"1492","3","0","MIN"
"1493","3","2","MIN"
"1494","2","3","NYY"
"1495","3","1","MIN"
"1496","0","3","NYY"
"1497","3","1","MIN"
"1498","2","3","NYY"
"1499","2","3","NYY"
"1500","3","0","MIN"
"1501","2","3","NYY"
"1502","3","1","MIN"
"1503","3","0","MIN"
"1504","3","0","MIN"
"1505","3","2","MIN"
"1506","0","3","NYY"
"1507","3","1","MIN"
"1508","3","0","MIN"
"1509","3","1","MIN"
"1510","2","3","NYY"
"1511","3","1","MIN"
"1512","3","1","MIN"
"1513","3","2","MIN"
"1514","0","3","NYY"
"1515","0","3","NYY"
"1516","3","1","MIN"
"1517","1","3","NYY"
"1518","2","3","NYY"
"1519","1","3","NYY"
"1520","1","3","NYY"
"1521","3","0","MIN"
"1522","3","2","MIN"
"1523","0","3","NYY"
"1524","3","2","MIN"
"1525","2","3","NYY"
"1526","1","3","NYY"
"1527","0","3","NYY"
"1528","3","1","MIN"
"1529","3","2","MIN"
"1530","3","0","MIN"
"1531","1","3","NYY"
"1532","3","1","MIN"
"1533","2","3","NYY"
"1534","3","2","MIN"
"1535","2","3","NYY"
"1536","3","0","MIN"
"1537","3","1","MIN"
"1538","2","3","NYY"
"1539","3","2","MIN"
"1540","3","0","MIN"
"1541","3","2","MIN"
"1542","1","3","NYY"
"1543","2","3","NYY"
"1544","3","1","MIN"
"1545","3","2","MIN"
"1546","3","2","MIN"
"1547","3","0","MIN"
"1548","0","3","NYY"
"1549","3","0","MIN"
"1550","2","3","NYY"
"1551","3","1","MIN"
"1552","3","2","MIN"
"1553","3","0","MIN"
"1554","3","0","MIN"
"1555","3","1","MIN"
"1556","3","0","MIN"
"1557","1","3","NYY"
"1558","3","1","MIN"
"1559","2","3","NYY"
"1560","3","2","MIN"
"1561","0","3","NYY"
"1562","3","2","MIN"
"1563","3","1","MIN"
"1564","3","1","MIN"
"1565","2","3","NYY"
"1566","0","3","NYY"
"1567","3","1","MIN"
"1568","0","3","NYY"
"1569","3","1","MIN"
"1570","3","2","MIN"
"1571","2","3","NYY"
"1572","0","3","NYY"
"1573","3","1","MIN"
"1574","0","3","NYY"
"1575","3","2","MIN"
"1576","3","0","MIN"
"1577","3","0","MIN"
"1578","3","1","MIN"
"1579","3","0","MIN"
"1580","2","3","NYY"
"1581","3","1","MIN"
"1582","3","0","MIN"
"1583","0","3","NYY"
"1584","3","1","MIN"
"1585","3","1","MIN"
"1586","1","3","NYY"
"1587","2","3","NYY"
"1588","3","0","MIN"
"1589","0","3","NYY"
"1590","0","3","NYY"
"1591","2","3","NYY"
"1592","2","3","NYY"
"1593","3","2","MIN"
"1594","0","3","NYY"
"1595","3","2","MIN"
"1596","1","3","NYY"
"1597","0","3","NYY"
"1598","3","1","MIN"
"1599","2","3","NYY"
"1600","3","0","MIN"
"1601","3","1","MIN"
"1602","3","1","MIN"
"1603","0","3","NYY"
"1604","3","2","MIN"
"1605","1","3","NYY"
"1606","3","1","MIN"
"1607","3","1","MIN"
"1608","2","3","NYY"
"1609","0","3","NYY"
"1610","0","3","NYY"
"1611","2","3","NYY"
"1612","3","1","MIN"
"1613","2","3","NYY"
"1614","3","1","MIN"
"1615","3","0","MIN"
"1616","3","1","MIN"
"1617","2","3","NYY"
"1618","2","3","NYY"
"1619","3","1","MIN"
"1620","1","3","NYY"
"1621","3","2","MIN"
"1622","3","1","MIN"
"1623","3","0","MIN"
"1624","3","1","MIN"
"1625","3","1","MIN"
"1626","3","2","MIN"
"1627","1","3","NYY"
"1628","3","2","MIN"
"1629","1","3","NYY"
"1630","2","3","NYY"
"1631","1","3","NYY"
"1632","3","1","MIN"
"1633","0","3","NYY"
"1634","3","1","MIN"
"1635","3","2","MIN"
"1636","3","1","MIN"
"1637","0","3","NYY"
"1638","1","3","NYY"
"1639","3","2","MIN"
"1640","3","1","MIN"
"1641","1","3","NYY"
"1642","3","0","MIN"
"1643","3","1","MIN"
"1644","2","3","NYY"
"1645","3","0","MIN"
"1646","3","0","MIN"
"1647","3","1","MIN"
"1648","1","3","NYY"
"1649","0","3","NYY"
"1650","2","3","NYY"
"1651","3","1","MIN"
"1652","3","2","MIN"
"1653","3","1","MIN"
"1654","0","3","NYY"
"1655","2","3","NYY"
"1656","3","0","MIN"
"1657","1","3","NYY"
"1658","2","3","NYY"
"1659","1","3","NYY"
"1660","0","3","NYY"
"1661","3","1","MIN"
"1662","3","0","MIN"
"1663","2","3","NYY"
"1664","3","1","MIN"
"1665","1","3","NYY"
"1666","3","0","MIN"
"1667","0","3","NYY"
"1668","3","0","MIN"
"1669","3","0","MIN"
"1670","1","3","NYY"
"1671","1","3","NYY"
"1672","0","3","NYY"
"1673","3","1","MIN"
"1674","1","3","NYY"
"1675","3","1","MIN"
"1676","1","3","NYY"
"1677","3","2","MIN"
"1678","2","3","NYY"
"1679","3","1","MIN"
"1680","3","1","MIN"
"1681","1","3","NYY"
"1682","3","1","MIN"
"1683","0","3","NYY"
"1684","3","1","MIN"
"1685","2","3","NYY"
"1686","2","3","NYY"
"1687","3","1","MIN"
"1688","3","2","MIN"
"1689","2","3","NYY"
"1690","2","3","NYY"
"1691","3","1","MIN"
"1692","3","1","MIN"
"1693","2","3","NYY"
"1694","3","1","MIN"
"1695","1","3","NYY"
"1696","3","1","MIN"
"1697","0","3","NYY"
"1698","3","1","MIN"
"1699","2","3","NYY"
"1700","0","3","NYY"
"1701","0","3","NYY"
"1702","3","1","MIN"
"1703","1","3","NYY"
"1704","3","2","MIN"
"1705","2","3","NYY"
"1706","3","2","MIN"
"1707","3","0","MIN"
"1708","3","2","MIN"
"1709","3","2","MIN"
"1710","3","2","MIN"
"1711","2","3","NYY"
"1712","3","0","MIN"
"1713","2","3","NYY"
"1714","1","3","NYY"
"1715","2","3","NYY"
"1716","3","2","MIN"
"1717","3","0","MIN"
"1718","3","0","MIN"
"1719","3","1","MIN"
"1720","3","0","MIN"
"1721","3","2","MIN"
"1722","2","3","NYY"
"1723","3","1","MIN"
"1724","3","2","MIN"
"1725","3","2","MIN"
"1726","3","1","MIN"
"1727","3","2","MIN"
"1728","2","3","NYY"
"1729","3","2","MIN"
"1730","3","1","MIN"
"1731","3","1","MIN"
"1732","3","1","MIN"
"1733","3","0","MIN"
"1734","3","2","MIN"
"1735","3","0","MIN"
"1736","2","3","NYY"
"1737","3","1","MIN"
"1738","3","1","MIN"
"1739","1","3","NYY"
"1740","1","3","NYY"
"1741","0","3","NYY"
"1742","3","2","MIN"
"1743","2","3","NYY"
"1744","3","2","MIN"
"1745","1","3","NYY"
"1746","3","1","MIN"
"1747","0","3","NYY"
"1748","2","3","NYY"
"1749","2","3","NYY"
"1750","2","3","NYY"
"1751","1","3","NYY"
"1752","1","3","NYY"
"1753","3","2","MIN"
"1754","3","0","MIN"
"1755","1","3","NYY"
"1756","3","2","MIN"
"1757","1","3","NYY"
"1758","3","1","MIN"
"1759","3","2","MIN"
"1760","1","3","NYY"
"1761","2","3","NYY"
"1762","2","3","NYY"
"1763","1","3","NYY"
"1764","3","0","MIN"
"1765","3","1","MIN"
"1766","3","0","MIN"
"1767","1","3","NYY"
"1768","1","3","NYY"
"1769","3","2","MIN"
"1770","2","3","NYY"
"1771","3","1","MIN"
"1772","3","1","MIN"
"1773","3","1","MIN"
"1774","2","3","NYY"
"1775","3","1","MIN"
"1776","3","0","MIN"
"1777","3","2","MIN"
"1778","1","3","NYY"
"1779","1","3","NYY"
"1780","3","1","MIN"
"1781","3","1","MIN"
"1782","2","3","NYY"
"1783","3","2","MIN"
"1784","2","3","NYY"
"1785","3","2","MIN"
"1786","3","0","MIN"
"1787","1","3","NYY"
"1788","3","1","MIN"
"1789","1","3","NYY"
"1790","3","0","MIN"
"1791","3","2","MIN"
"1792","1","3","NYY"
"1793","1","3","NYY"
"1794","1","3","NYY"
"1795","3","1","MIN"
"1796","0","3","NYY"
"1797","3","1","MIN"
"1798","2","3","NYY"
"1799","2","3","NYY"
"1800","3","1","MIN"
"1801","1","3","NYY"
"1802","3","2","MIN"
"1803","2","3","NYY"
"1804","0","3","NYY"
"1805","0","3","NYY"
"1806","3","0","MIN"
"1807","3","2","MIN"
"1808","3","0","MIN"
"1809","3","2","MIN"
"1810","3","2","MIN"
"1811","0","3","NYY"
"1812","3","1","MIN"
"1813","3","1","MIN"
"1814","1","3","NYY"
"1815","3","0","MIN"
"1816","3","2","MIN"
"1817","2","3","NYY"
"1818","3","0","MIN"
"1819","2","3","NYY"
"1820","2","3","NYY"
"1821","3","0","MIN"
"1822","1","3","NYY"
"1823","1","3","NYY"
"1824","3","0","MIN"
"1825","2","3","NYY"
"1826","0","3","NYY"
"1827","0","3","NYY"
"1828","0","3","NYY"
"1829","0","3","NYY"
"1830","3","2","MIN"
"1831","3","0","MIN"
"1832","3","1","MIN"
"1833","3","2","MIN"
"1834","0","3","NYY"
"1835","2","3","NYY"
"1836","3","0","MIN"
"1837","3","2","MIN"
"1838","2","3","NYY"
"1839","3","0","MIN"
"1840","2","3","NYY"
"1841","3","0","MIN"
"1842","1","3","NYY"
"1843","2","3","NYY"
"1844","3","1","MIN"
"1845","3","1","MIN"
"1846","0","3","NYY"
"1847","2","3","NYY"
"1848","3","1","MIN"
"1849","3","0","MIN"
"1850","1","3","NYY"
"1851","0","3","NYY"
"1852","2","3","NYY"
"1853","2","3","NYY"
"1854","3","0","MIN"
"1855","3","2","MIN"
"1856","0","3","NYY"
"1857","1","3","NYY"
"1858","2","3","NYY"
"1859","3","0","MIN"
"1860","3","2","MIN"
"1861","1","3","NYY"
"1862","3","1","MIN"
"1863","3","0","MIN"
"1864","2","3","NYY"
"1865","0","3","NYY"
"1866","2","3","NYY"
"1867","3","2","MIN"
"1868","0","3","NYY"
"1869","3","2","MIN"
"1870","3","1","MIN"
"1871","2","3","NYY"
"1872","3","0","MIN"
"1873","3","0","MIN"
"1874","2","3","NYY"
"1875","3","1","MIN"
"1876","3","1","MIN"
"1877","3","1","MIN"
"1878","2","3","NYY"
"1879","3","1","MIN"
"1880","3","2","MIN"
"1881","3","1","MIN"
"1882","3","2","MIN"
"1883","3","1","MIN"
"1884","3","0","MIN"
"1885","3","1","MIN"
"1886","1","3","NYY"
"1887","3","0","MIN"
"1888","3","1","MIN"
"1889","3","2","MIN"
"1890","1","3","NYY"
"1891","2","3","NYY"
"1892","3","0","MIN"
"1893","3","1","MIN"
"1894","3","2","MIN"
"1895","3","1","MIN"
"1896","0","3","NYY"
"1897","3","2","MIN"
"1898","1","3","NYY"
"1899","2","3","NYY"
"1900","2","3","NYY"
"1901","3","2","MIN"
"1902","3","2","MIN"
"1903","3","0","MIN"
"1904","2","3","NYY"
"1905","3","2","MIN"
"1906","3","0","MIN"
"1907","0","3","NYY"
"1908","3","0","MIN"
"1909","3","1","MIN"
"1910","2","3","NYY"
"1911","3","1","MIN"
"1912","3","0","MIN"
"1913","3","0","MIN"
"1914","1","3","NYY"
"1915","3","2","MIN"
"1916","2","3","NYY"
"1917","3","1","MIN"
"1918","3","0","MIN"
"1919","3","2","MIN"
"1920","2","3","NYY"
"1921","3","2","MIN"
"1922","3","1","MIN"
"1923","2","3","NYY"
"1924","3","0","MIN"
"1925","3","1","MIN"
"1926","3","0","MIN"
"1927","3","0","MIN"
"1928","3","1","MIN"
"1929","1","3","NYY"
"1930","2","3","NYY"
"1931","0","3","NYY"
"1932","2","3","NYY"
"1933","1","3","NYY"
"1934","2","3","NYY"
"1935","2","3","NYY"
"1936","3","2","MIN"
"1937","3","1","MIN"
"1938","3","2","MIN"
"1939","1","3","NYY"
"1940","1","3","NYY"
"1941","3","1","MIN"
"1942","3","0","MIN"
"1943","0","3","NYY"
"1944","3","2","MIN"
"1945","3","0","MIN"
"1946","3","1","MIN"
"1947","3","0","MIN"
"1948","2","3","NYY"
"1949","1","3","NYY"
"1950","1","3","NYY"
"1951","1","3","NYY"
"1952","1","3","NYY"
"1953","3","2","MIN"
"1954","0","3","NYY"
"1955","1","3","NYY"
"1956","3","0","MIN"
"1957","1","3","NYY"
"1958","3","1","MIN"
"1959","0","3","NYY"
"1960","2","3","NYY"
"1961","3","1","MIN"
"1962","3","1","MIN"
"1963","3","1","MIN"
"1964","3","1","MIN"
"1965","1","3","NYY"
"1966","0","3","NYY"
"1967","0","3","NYY"
"1968","1","3","NYY"
"1969","2","3","NYY"
"1970","3","2","MIN"
"1971","2","3","NYY"
"1972","3","1","MIN"
"1973","3","1","MIN"
"1974","1","3","NYY"
"1975","3","1","MIN"
"1976","1","3","NYY"
"1977","1","3","NYY"
"1978","2","3","NYY"
"1979","3","2","MIN"
"1980","3","1","MIN"
"1981","3","0","MIN"
"1982","3","0","MIN"
"1983","1","3","NYY"
"1984","3","2","MIN"
"1985","3","1","MIN"
"1986","1","3","NYY"
"1987","3","1","MIN"
"1988","3","1","MIN"
"1989","3","1","MIN"
"1990","3","2","MIN"
"1991","0","3","NYY"
"1992","3","2","MIN"
"1993","1","3","NYY"
"1994","2","3","NYY"
"1995","2","3","NYY"
"1996","2","3","NYY"
"1997","0","3","NYY"
"1998","3","2","MIN"
"1999","1","3","NYY"
"2000","2","3","NYY"
"2001","3","1","MIN"
"2002","3","2","MIN"
"2003","3","2","MIN"
"2004","3","1","MIN"
"2005","1","3","NYY"
"2006","3","2","MIN"
"2007","2","3","NYY"
"2008","3","2","MIN"
"2009","1","3","NYY"
"2010","3","0","MIN"
"2011","3","2","MIN"
"2012","3","2","MIN"
"2013","1","3","NYY"
"2014","2","3","NYY"
"2015","3","1","MIN"
"2016","3","1","MIN"
"2017","1","3","NYY"
"2018","3","2","MIN"
"2019","1","3","NYY"
"2020","2","3","NYY"
"2021","1","3","NYY"
"2022","0","3","NYY"
"2023","3","2","MIN"
"2024","3","1","MIN"
"2025","3","1","MIN"
"2026","1","3","NYY"
"2027","3","1","MIN"
"2028","1","3","NYY"
"2029","3","2","MIN"
"2030","3","1","MIN"
"2031","3","1","MIN"
"2032","2","3","NYY"
"2033","3","1","MIN"
"2034","3","1","MIN"
"2035","3","2","MIN"
"2036","3","0","MIN"
"2037","3","0","MIN"
"2038","3","0","MIN"
"2039","2","3","NYY"
"2040","3","0","MIN"
"2041","1","3","NYY"
"2042","1","3","NYY"
"2043","0","3","NYY"
"2044","3","1","MIN"
"2045","2","3","NYY"
"2046","3","1","MIN"
"2047","3","2","MIN"
"2048","3","2","MIN"
"2049","3","2","MIN"
"2050","3","2","MIN"
"2051","3","0","MIN"
"2052","3","1","MIN"
"2053","2","3","NYY"
"2054","1","3","NYY"
"2055","0","3","NYY"
"2056","3","1","MIN"
"2057","3","1","MIN"
"2058","3","2","MIN"
"2059","0","3","NYY"
"2060","3","1","MIN"
"2061","3","1","MIN"
"2062","3","1","MIN"
"2063","3","0","MIN"
"2064","3","1","MIN"
"2065","2","3","NYY"
"2066","3","2","MIN"
"2067","2","3","NYY"
"2068","0","3","NYY"
"2069","3","1","MIN"
"2070","0","3","NYY"
"2071","3","2","MIN"
"2072","2","3","NYY"
"2073","3","1","MIN"
"2074","3","2","MIN"
"2075","3","1","MIN"
"2076","3","0","MIN"
"2077","3","1","MIN"
"2078","0","3","NYY"
"2079","3","2","MIN"
"2080","3","1","MIN"
"2081","0","3","NYY"
"2082","3","1","MIN"
"2083","3","2","MIN"
"2084","3","2","MIN"
"2085","3","1","MIN"
"2086","3","1","MIN"
"2087","2","3","NYY"
"2088","0","3","NYY"
"2089","2","3","NYY"
"2090","3","0","MIN"
"2091","3","1","MIN"
"2092","3","0","MIN"
"2093","3","0","MIN"
"2094","3","0","MIN"
"2095","3","1","MIN"
"2096","2","3","NYY"
"2097","3","1","MIN"
"2098","3","2","MIN"
"2099","2","3","NYY"
"2100","2","3","NYY"
"2101","3","1","MIN"
"2102","2","3","NYY"
"2103","1","3","NYY"
"2104","2","3","NYY"
"2105","3","0","MIN"
"2106","3","2","MIN"
"2107","0","3","NYY"
"2108","3","1","MIN"
"2109","3","1","MIN"
"2110","1","3","NYY"
"2111","3","1","MIN"
"2112","2","3","NYY"
"2113","3","1","MIN"
"2114","3","0","MIN"
"2115","3","1","MIN"
"2116","3","1","MIN"
"2117","2","3","NYY"
"2118","0","3","NYY"
"2119","3","2","MIN"
"2120","3","1","MIN"
"2121","1","3","NYY"
"2122","3","1","MIN"
"2123","2","3","NYY"
"2124","3","2","MIN"
"2125","0","3","NYY"
"2126","3","1","MIN"
"2127","3","1","MIN"
"2128","1","3","NYY"
"2129","3","1","MIN"
"2130","0","3","NYY"
"2131","2","3","NYY"
"2132","0","3","NYY"
"2133","1","3","NYY"
"2134","3","0","MIN"
"2135","0","3","NYY"
"2136","3","0","MIN"
"2137","3","0","MIN"
"2138","2","3","NYY"
"2139","0","3","NYY"
"2140","3","2","MIN"
"2141","0","3","NYY"
"2142","0","3","NYY"
"2143","3","1","MIN"
"2144","3","1","MIN"
"2145","2","3","NYY"
"2146","3","2","MIN"
"2147","1","3","NYY"
"2148","3","2","MIN"
"2149","3","0","MIN"
"2150","1","3","NYY"
"2151","1","3","NYY"
"2152","3","2","MIN"
"2153","3","1","MIN"
"2154","3","1","MIN"
"2155","3","1","MIN"
"2156","3","2","MIN"
"2157","1","3","NYY"
"2158","3","2","MIN"
"2159","3","0","MIN"
"2160","0","3","NYY"
"2161","3","2","MIN"
"2162","1","3","NYY"
"2163","3","2","MIN"
"2164","3","2","MIN"
"2165","3","0","MIN"
"2166","2","3","NYY"
"2167","2","3","NYY"
"2168","1","3","NYY"
"2169","0","3","NYY"
"2170","2","3","NYY"
"2171","2","3","NYY"
"2172","2","3","NYY"
"2173","3","0","MIN"
"2174","3","0","MIN"
"2175","1","3","NYY"
"2176","1","3","NYY"
"2177","1","3","NYY"
"2178","3","1","MIN"
"2179","2","3","NYY"
"2180","2","3","NYY"
"2181","3","1","MIN"
"2182","2","3","NYY"
"2183","3","2","MIN"
"2184","1","3","NYY"
"2185","2","3","NYY"
"2186","3","0","MIN"
"2187","2","3","NYY"
"2188","2","3","NYY"
"2189","1","3","NYY"
"2190","2","3","NYY"
"2191","3","1","MIN"
"2192","1","3","NYY"
"2193","3","2","MIN"
"2194","2","3","NYY"
"2195","2","3","NYY"
