"","NYY","HOU","Series Winner"
"1152","1","4","HOU"
"1153","3","4","HOU"
"1154","3","4","HOU"
"1155","4","1","NYY"
"1156","1","4","HOU"
"1157","3","4","HOU"
"1158","4","1","NYY"
"1159","4","3","NYY"
"1160","3","4","HOU"
"1161","2","4","HOU"
"1162","4","2","NYY"
"1163","1","4","HOU"
"1164","3","4","HOU"
"1165","4","2","NYY"
"1166","4","0","NYY"
"1167","1","4","HOU"
"1168","2","4","HOU"
"1169","0","4","HOU"
"1170","3","4","HOU"
"1171","2","4","HOU"
"1172","2","4","HOU"
"1173","1","4","HOU"
"1174","4","3","NYY"
"1175","1","4","HOU"
"1176","0","4","HOU"
"1177","0","4","HOU"
"1178","4","2","NYY"
"1179","4","2","NYY"
"1180","2","4","HOU"
"1181","0","4","HOU"
"1182","3","4","HOU"
"1183","4","2","NYY"
"1184","2","4","HOU"
"1185","3","4","HOU"
"1186","3","4","HOU"
"1187","3","4","HOU"
"1188","1","4","HOU"
"1189","0","4","HOU"
"1190","2","4","HOU"
"1191","1","4","HOU"
"1192","0","4","HOU"
"1193","4","1","NYY"
"1194","4","2","NYY"
"1195","3","4","HOU"
"1196","3","4","HOU"
"1197","2","4","HOU"
"1198","3","4","HOU"
"1199","3","4","HOU"
"1200","4","2","NYY"
"1201","0","4","HOU"
"1202","4","1","NYY"
"1203","3","4","HOU"
"1204","2","4","HOU"
"1205","3","4","HOU"
"1206","4","3","NYY"
"1207","0","4","HOU"
"1208","1","4","HOU"
"1209","1","4","HOU"
"1210","2","4","HOU"
"1211","4","1","NYY"
"1212","0","4","HOU"
"1213","3","4","HOU"
"1214","4","2","NYY"
"1215","3","4","HOU"
"1216","4","1","NYY"
"1217","3","4","HOU"
"1218","3","4","HOU"
"1219","2","4","HOU"
"1220","2","4","HOU"
"1221","0","4","HOU"
"1222","1","4","HOU"
"1223","0","4","HOU"
"1224","2","4","HOU"
"1225","4","2","NYY"
"1226","1","4","HOU"
"1227","1","4","HOU"
"1228","1","4","HOU"
"1229","3","4","HOU"
"1230","2","4","HOU"
"1231","3","4","HOU"
"1232","3","4","HOU"
"1233","3","4","HOU"
"1234","1","4","HOU"
"1235","1","4","HOU"
"1236","1","4","HOU"
"1237","2","4","HOU"
"1238","2","4","HOU"
"1239","4","1","NYY"
"1240","1","4","HOU"
"1241","1","4","HOU"
"1242","1","4","HOU"
"1243","2","4","HOU"
"1244","0","4","HOU"
"1245","1","4","HOU"
"1246","4","1","NYY"
"1247","4","0","NYY"
"1248","0","4","HOU"
"1249","0","4","HOU"
"1250","0","4","HOU"
"1251","0","4","HOU"
"1252","2","4","HOU"
"1253","3","4","HOU"
"1254","2","4","HOU"
"1255","0","4","HOU"
"1256","4","1","NYY"
"1257","3","4","HOU"
"1258","3","4","HOU"
"1259","3","4","HOU"
"1260","3","4","HOU"
"1261","0","4","HOU"
"1262","2","4","HOU"
"1263","1","4","HOU"
"1264","3","4","HOU"
"1265","3","4","HOU"
"1266","2","4","HOU"
"1267","2","4","HOU"
"1268","3","4","HOU"
"1269","2","4","HOU"
"1270","2","4","HOU"
"1271","0","4","HOU"
"1272","0","4","HOU"
"1273","0","4","HOU"
"1274","2","4","HOU"
"1275","2","4","HOU"
"1276","2","4","HOU"
"1277","3","4","HOU"
"1278","2","4","HOU"
"1279","2","4","HOU"
"1280","0","4","HOU"
"1281","2","4","HOU"
"1282","0","4","HOU"
"1283","1","4","HOU"
"1284","1","4","HOU"
"1285","2","4","HOU"
"1286","4","2","NYY"
"1287","0","4","HOU"
"1288","4","2","NYY"
"1289","2","4","HOU"
"1290","4","1","NYY"
"1291","0","4","HOU"
"1292","3","4","HOU"
"1293","1","4","HOU"
"1294","4","2","NYY"
"1295","2","4","HOU"
"1296","2","4","HOU"
"1297","4","2","NYY"
"1298","4","0","NYY"
"1299","3","4","HOU"
"1300","0","4","HOU"
"1301","1","4","HOU"
"1302","3","4","HOU"
"1303","1","4","HOU"
"1304","2","4","HOU"
"1305","2","4","HOU"
"1306","1","4","HOU"
"1307","3","4","HOU"
"1308","3","4","HOU"
"1309","1","4","HOU"
"1310","3","4","HOU"
"1311","4","2","NYY"
"1312","1","4","HOU"
"1313","0","4","HOU"
"1314","2","4","HOU"
"1315","1","4","HOU"
"1316","1","4","HOU"
"1317","1","4","HOU"
"1318","4","2","NYY"
"1319","2","4","HOU"
"1320","3","4","HOU"
"1321","3","4","HOU"
"1322","3","4","HOU"
"1323","4","3","NYY"
"1324","3","4","HOU"
"1325","3","4","HOU"
"1326","4","1","NYY"
"1327","0","4","HOU"
"1328","2","4","HOU"
"1329","0","4","HOU"
"1330","1","4","HOU"
"1331","3","4","HOU"
"1332","4","3","NYY"
"1333","1","4","HOU"
"1334","4","2","NYY"
"1335","2","4","HOU"
"1336","4","2","NYY"
"1337","0","4","HOU"
"1338","3","4","HOU"
"1339","2","4","HOU"
"1340","2","4","HOU"
"1341","2","4","HOU"
"1342","4","3","NYY"
"1343","3","4","HOU"
"1344","1","4","HOU"
"1345","4","2","NYY"
"1346","2","4","HOU"
"1347","1","4","HOU"
"1348","3","4","HOU"
"1349","4","1","NYY"
"1350","3","4","HOU"
"1351","2","4","HOU"
"1352","1","4","HOU"
"1353","1","4","HOU"
"1354","2","4","HOU"
"1355","4","3","NYY"
"1356","0","4","HOU"
"1357","3","4","HOU"
"1358","2","4","HOU"
"1359","3","4","HOU"
"1360","3","4","HOU"
"1361","0","4","HOU"
"1362","0","4","HOU"
"1363","4","2","NYY"
"1364","3","4","HOU"
"1365","2","4","HOU"
"1366","1","4","HOU"
"1367","2","4","HOU"
"1368","4","0","NYY"
"1369","0","4","HOU"
"1370","1","4","HOU"
"1371","1","4","HOU"
"1372","3","4","HOU"
"1373","3","4","HOU"
"1374","2","4","HOU"
"1375","0","4","HOU"
"1376","4","2","NYY"
"1377","3","4","HOU"
"1378","4","2","NYY"
"1379","0","4","HOU"
"1380","2","4","HOU"
"1381","2","4","HOU"
"1382","4","3","NYY"
"1383","2","4","HOU"
"1384","4","2","NYY"
"1385","4","1","NYY"
"1386","3","4","HOU"
"1387","3","4","HOU"
"1388","0","4","HOU"
"1389","4","0","NYY"
"1390","1","4","HOU"
"1391","3","4","HOU"
"1392","1","4","HOU"
"1393","2","4","HOU"
"1394","0","4","HOU"
"1395","1","4","HOU"
"1396","3","4","HOU"
"1397","3","4","HOU"
"1398","4","2","NYY"
"1399","3","4","HOU"
"1400","3","4","HOU"
"1401","0","4","HOU"
"1402","3","4","HOU"
"1403","4","3","NYY"
"1404","3","4","HOU"
"1405","3","4","HOU"
"1406","2","4","HOU"
"1407","4","3","NYY"
"1408","4","2","NYY"
"1409","0","4","HOU"
"1410","4","2","NYY"
"1411","2","4","HOU"
"1412","2","4","HOU"
"1413","4","3","NYY"
"1414","0","4","HOU"
"1415","0","4","HOU"
"1416","0","4","HOU"
"1417","3","4","HOU"
"1418","0","4","HOU"
"1419","0","4","HOU"
"1420","1","4","HOU"
"1421","4","2","NYY"
"1422","1","4","HOU"
"1423","0","4","HOU"
"1424","2","4","HOU"
"1425","1","4","HOU"
"1426","4","0","NYY"
"1427","2","4","HOU"
"1428","3","4","HOU"
"1429","3","4","HOU"
"1430","3","4","HOU"
"1431","2","4","HOU"
"1432","0","4","HOU"
"1433","1","4","HOU"
"1434","0","4","HOU"
"1435","0","4","HOU"
"1436","1","4","HOU"
"1437","4","1","NYY"
"1438","2","4","HOU"
"1439","2","4","HOU"
"1440","2","4","HOU"
"1441","1","4","HOU"
"1442","0","4","HOU"
"1443","2","4","HOU"
"1444","3","4","HOU"
"1445","1","4","HOU"
"1446","2","4","HOU"
"1447","3","4","HOU"
"1448","3","4","HOU"
"1449","0","4","HOU"
"1450","0","4","HOU"
"1451","4","2","NYY"
"1452","3","4","HOU"
"1453","4","2","NYY"
"1454","3","4","HOU"
"1455","4","1","NYY"
"1456","0","4","HOU"
"1457","4","1","NYY"
"1458","3","4","HOU"
"1459","0","4","HOU"
"1460","3","4","HOU"
"1461","4","3","NYY"
"1462","4","3","NYY"
"1463","1","4","HOU"
"1464","3","4","HOU"
"1465","3","4","HOU"
"1466","1","4","HOU"
"1467","2","4","HOU"
"1468","3","4","HOU"
"1469","1","4","HOU"
"1470","4","3","NYY"
"1471","4","3","NYY"
"1472","4","1","NYY"
"1473","1","4","HOU"
"1474","3","4","HOU"
"1475","1","4","HOU"
"1476","4","2","NYY"
"1477","1","4","HOU"
"1478","4","1","NYY"
"1479","2","4","HOU"
"1480","1","4","HOU"
"1481","1","4","HOU"
"1482","2","4","HOU"
"1483","4","2","NYY"
"1484","3","4","HOU"
"1485","1","4","HOU"
"1486","4","3","NYY"
"1487","2","4","HOU"
"1488","4","1","NYY"
"1489","0","4","HOU"
"1490","0","4","HOU"
"1491","4","2","NYY"
"1492","4","3","NYY"
"1493","3","4","HOU"
"1494","3","4","HOU"
"1495","4","1","NYY"
"1496","3","4","HOU"
"1497","2","4","HOU"
"1498","2","4","HOU"
"1499","2","4","HOU"
"1500","1","4","HOU"
"1501","2","4","HOU"
"1502","4","3","NYY"
"1503","1","4","HOU"
"1504","4","1","NYY"
"1505","0","4","HOU"
"1506","1","4","HOU"
"1507","4","0","NYY"
"1508","2","4","HOU"
"1509","1","4","HOU"
"1510","1","4","HOU"
"1511","2","4","HOU"
"1512","1","4","HOU"
"1513","3","4","HOU"
"1514","4","1","NYY"
"1515","2","4","HOU"
"1516","2","4","HOU"
"1517","2","4","HOU"
"1518","4","2","NYY"
"1519","2","4","HOU"
"1520","3","4","HOU"
"1521","3","4","HOU"
"1522","2","4","HOU"
"1523","3","4","HOU"
"1524","4","3","NYY"
"1525","2","4","HOU"
"1526","2","4","HOU"
"1527","4","3","NYY"
"1528","4","2","NYY"
"1529","3","4","HOU"
"1530","2","4","HOU"
"1531","0","4","HOU"
"1532","2","4","HOU"
"1533","4","2","NYY"
"1534","4","3","NYY"
"1535","4","2","NYY"
"1536","3","4","HOU"
"1537","0","4","HOU"
"1538","4","1","NYY"
"1539","0","4","HOU"
"1540","3","4","HOU"
"1541","1","4","HOU"
"1542","0","4","HOU"
"1543","3","4","HOU"
"1544","1","4","HOU"
"1545","3","4","HOU"
"1546","2","4","HOU"
"1547","3","4","HOU"
"1548","2","4","HOU"
"1549","4","2","NYY"
"1550","0","4","HOU"
"1551","0","4","HOU"
"1552","2","4","HOU"
"1553","1","4","HOU"
"1554","4","2","NYY"
"1555","4","2","NYY"
"1556","4","3","NYY"
"1557","1","4","HOU"
"1558","1","4","HOU"
"1559","0","4","HOU"
"1560","0","4","HOU"
"1561","3","4","HOU"
"1562","3","4","HOU"
"1563","0","4","HOU"
"1564","4","2","NYY"
"1565","1","4","HOU"
"1566","3","4","HOU"
"1567","3","4","HOU"
"1568","0","4","HOU"
"1569","1","4","HOU"
"1570","2","4","HOU"
"1571","0","4","HOU"
"1572","0","4","HOU"
"1573","0","4","HOU"
"1574","0","4","HOU"
"1575","4","1","NYY"
"1576","4","3","NYY"
"1577","1","4","HOU"
"1578","0","4","HOU"
"1579","3","4","HOU"
"1580","4","1","NYY"
"1581","3","4","HOU"
"1582","2","4","HOU"
"1583","0","4","HOU"
"1584","1","4","HOU"
"1585","3","4","HOU"
"1586","3","4","HOU"
"1587","3","4","HOU"
"1588","3","4","HOU"
"1589","0","4","HOU"
"1590","4","3","NYY"
"1591","0","4","HOU"
"1592","1","4","HOU"
"1593","4","3","NYY"
"1594","2","4","HOU"
"1595","0","4","HOU"
"1596","4","3","NYY"
"1597","1","4","HOU"
"1598","4","2","NYY"
"1599","2","4","HOU"
"1600","4","1","NYY"
"1601","0","4","HOU"
"1602","3","4","HOU"
"1603","4","2","NYY"
"1604","0","4","HOU"
"1605","3","4","HOU"
"1606","3","4","HOU"
"1607","1","4","HOU"
"1608","1","4","HOU"
"1609","2","4","HOU"
"1610","1","4","HOU"
"1611","0","4","HOU"
"1612","2","4","HOU"
"1613","4","3","NYY"
"1614","3","4","HOU"
"1615","3","4","HOU"
"1616","4","1","NYY"
"1617","2","4","HOU"
"1618","1","4","HOU"
"1619","2","4","HOU"
"1620","0","4","HOU"
"1621","0","4","HOU"
"1622","2","4","HOU"
"1623","2","4","HOU"
"1624","1","4","HOU"
"1625","0","4","HOU"
"1626","4","3","NYY"
"1627","2","4","HOU"
"1628","2","4","HOU"
"1629","0","4","HOU"
"1630","4","0","NYY"
"1631","0","4","HOU"
"1632","2","4","HOU"
"1633","1","4","HOU"
"1634","0","4","HOU"
"1635","1","4","HOU"
"1636","1","4","HOU"
"1637","2","4","HOU"
"1638","0","4","HOU"
"1639","4","2","NYY"
"1640","2","4","HOU"
"1641","2","4","HOU"
"1642","2","4","HOU"
"1643","4","2","NYY"
"1644","1","4","HOU"
"1645","1","4","HOU"
"1646","0","4","HOU"
"1647","2","4","HOU"
"1648","1","4","HOU"
"1649","4","1","NYY"
"1650","1","4","HOU"
"1651","2","4","HOU"
"1652","3","4","HOU"
"1653","0","4","HOU"
"1654","2","4","HOU"
"1655","4","1","NYY"
"1656","0","4","HOU"
"1657","3","4","HOU"
"1658","3","4","HOU"
"1659","2","4","HOU"
"1660","4","2","NYY"
"1661","4","2","NYY"
"1662","1","4","HOU"
"1663","1","4","HOU"
"1664","0","4","HOU"
"1665","4","2","NYY"
"1666","3","4","HOU"
"1667","0","4","HOU"
"1668","1","4","HOU"
"1669","3","4","HOU"
"1670","4","1","NYY"
"1671","1","4","HOU"
"1672","2","4","HOU"
"1673","2","4","HOU"
"1674","0","4","HOU"
"1675","0","4","HOU"
"1676","1","4","HOU"
"1677","3","4","HOU"
"1678","3","4","HOU"
"1679","3","4","HOU"
"1680","0","4","HOU"
"1681","4","2","NYY"
"1682","3","4","HOU"
"1683","4","3","NYY"
"1684","4","1","NYY"
"1685","4","2","NYY"
"1686","3","4","HOU"
"1687","3","4","HOU"
"1688","4","0","NYY"
"1689","2","4","HOU"
"1690","4","1","NYY"
"1691","3","4","HOU"
"1692","3","4","HOU"
"1693","2","4","HOU"
"1694","1","4","HOU"
"1695","1","4","HOU"
"1696","4","2","NYY"
"1697","3","4","HOU"
"1698","1","4","HOU"
"1699","4","2","NYY"
"1700","3","4","HOU"
"1701","3","4","HOU"
"1702","4","1","NYY"
"1703","4","1","NYY"
"1704","3","4","HOU"
"1705","3","4","HOU"
"1706","3","4","HOU"
"1707","4","2","NYY"
"1708","3","4","HOU"
"1709","2","4","HOU"
"1710","1","4","HOU"
"1711","2","4","HOU"
"1712","1","4","HOU"
"1713","3","4","HOU"
"1714","4","3","NYY"
"1715","0","4","HOU"
"1716","2","4","HOU"
"1717","0","4","HOU"
"1718","1","4","HOU"
"1719","0","4","HOU"
"1720","3","4","HOU"
"1721","2","4","HOU"
"1722","0","4","HOU"
"1723","0","4","HOU"
"1724","0","4","HOU"
"1725","0","4","HOU"
"1726","2","4","HOU"
"1727","2","4","HOU"
"1728","1","4","HOU"
"1729","0","4","HOU"
"1730","1","4","HOU"
"1731","1","4","HOU"
"1732","2","4","HOU"
"1733","3","4","HOU"
"1734","0","4","HOU"
"1735","4","2","NYY"
"1736","2","4","HOU"
"1737","2","4","HOU"
"1738","4","2","NYY"
"1739","1","4","HOU"
"1740","3","4","HOU"
"1741","3","4","HOU"
"1742","1","4","HOU"
"1743","1","4","HOU"
"1744","4","1","NYY"
"1745","4","2","NYY"
"1746","4","3","NYY"
"1747","4","2","NYY"
"1748","3","4","HOU"
"1749","4","1","NYY"
"1750","0","4","HOU"
"1751","2","4","HOU"
"1752","1","4","HOU"
"1753","3","4","HOU"
"1754","3","4","HOU"
"1755","4","0","NYY"
"1756","1","4","HOU"
"1757","4","2","NYY"
"1758","4","2","NYY"
"1759","1","4","HOU"
"1760","3","4","HOU"
"1761","2","4","HOU"
"1762","2","4","HOU"
"1763","2","4","HOU"
"1764","3","4","HOU"
"1765","3","4","HOU"
"1766","1","4","HOU"
"1767","4","1","NYY"
"1768","2","4","HOU"
"1769","4","1","NYY"
"1770","4","1","NYY"
"1771","4","3","NYY"
"1772","2","4","HOU"
"1773","4","2","NYY"
"1774","3","4","HOU"
"1775","1","4","HOU"
"1776","4","2","NYY"
"1777","0","4","HOU"
"1778","1","4","HOU"
"1779","4","3","NYY"
"1780","1","4","HOU"
"1781","2","4","HOU"
"1782","4","2","NYY"
"1783","3","4","HOU"
"1784","1","4","HOU"
"1785","4","2","NYY"
"1786","3","4","HOU"
"1787","2","4","HOU"
"1788","4","3","NYY"
"1789","4","2","NYY"
"1790","4","1","NYY"
"1791","3","4","HOU"
"1792","3","4","HOU"
"1793","0","4","HOU"
"1794","2","4","HOU"
"1795","3","4","HOU"
"1796","2","4","HOU"
"1797","1","4","HOU"
"1798","1","4","HOU"
"1799","0","4","HOU"
"1800","0","4","HOU"
"1801","1","4","HOU"
"1802","2","4","HOU"
"1803","0","4","HOU"
"1804","3","4","HOU"
"1805","3","4","HOU"
"1806","3","4","HOU"
"1807","4","3","NYY"
"1808","2","4","HOU"
"1809","2","4","HOU"
"1810","2","4","HOU"
"1811","1","4","HOU"
"1812","4","2","NYY"
"1813","0","4","HOU"
"1814","0","4","HOU"
"1815","3","4","HOU"
"1816","2","4","HOU"
"1817","2","4","HOU"
"1818","4","2","NYY"
"1819","2","4","HOU"
"1820","0","4","HOU"
"1821","3","4","HOU"
"1822","2","4","HOU"
"1823","4","2","NYY"
"1824","2","4","HOU"
"1825","4","2","NYY"
"1826","4","2","NYY"
"1827","1","4","HOU"
"1828","2","4","HOU"
"1829","1","4","HOU"
"1830","4","3","NYY"
"1831","2","4","HOU"
"1832","3","4","HOU"
"1833","4","0","NYY"
"1834","3","4","HOU"
"1835","1","4","HOU"
"1836","1","4","HOU"
"1837","2","4","HOU"
"1838","1","4","HOU"
"1839","0","4","HOU"
"1840","0","4","HOU"
"1841","3","4","HOU"
"1842","3","4","HOU"
"1843","0","4","HOU"
"1844","1","4","HOU"
"1845","1","4","HOU"
"1846","1","4","HOU"
"1847","4","1","NYY"
"1848","1","4","HOU"
"1849","2","4","HOU"
"1850","4","3","NYY"
"1851","4","1","NYY"
"1852","3","4","HOU"
"1853","3","4","HOU"
"1854","2","4","HOU"
"1855","4","2","NYY"
"1856","2","4","HOU"
"1857","1","4","HOU"
"1858","3","4","HOU"
"1859","2","4","HOU"
"1860","2","4","HOU"
"1861","3","4","HOU"
"1862","0","4","HOU"
"1863","0","4","HOU"
"1864","4","3","NYY"
"1865","2","4","HOU"
"1866","1","4","HOU"
"1867","4","2","NYY"
"1868","0","4","HOU"
"1869","4","2","NYY"
"1870","0","4","HOU"
"1871","3","4","HOU"
"1872","2","4","HOU"
"1873","0","4","HOU"
"1874","3","4","HOU"
"1875","3","4","HOU"
"1876","2","4","HOU"
"1877","4","2","NYY"
"1878","0","4","HOU"
"1879","0","4","HOU"
"1880","2","4","HOU"
"1881","2","4","HOU"
"1882","3","4","HOU"
"1883","1","4","HOU"
"1884","3","4","HOU"
"1885","1","4","HOU"
"1886","1","4","HOU"
"1887","2","4","HOU"
"1888","2","4","HOU"
"1889","0","4","HOU"
"1890","4","2","NYY"
"1891","3","4","HOU"
"1892","4","2","NYY"
"1893","2","4","HOU"
"1894","1","4","HOU"
"1895","3","4","HOU"
"1896","2","4","HOU"
"1897","2","4","HOU"
"1898","1","4","HOU"
"1899","2","4","HOU"
"1900","3","4","HOU"
"1901","2","4","HOU"
"1902","3","4","HOU"
"1903","4","2","NYY"
"1904","4","3","NYY"
"1905","0","4","HOU"
"1906","1","4","HOU"
"1907","2","4","HOU"
"1908","2","4","HOU"
"1909","3","4","HOU"
"1910","2","4","HOU"
"1911","3","4","HOU"
"1912","2","4","HOU"
"1913","1","4","HOU"
"1914","4","3","NYY"
"1915","0","4","HOU"
"1916","4","2","NYY"
"1917","1","4","HOU"
"1918","3","4","HOU"
"1919","3","4","HOU"
"1920","2","4","HOU"
"1921","3","4","HOU"
"1922","1","4","HOU"
"1923","3","4","HOU"
"1924","0","4","HOU"
"1925","3","4","HOU"
"1926","3","4","HOU"
"1927","0","4","HOU"
"1928","2","4","HOU"
"1929","0","4","HOU"
"1930","3","4","HOU"
"1931","3","4","HOU"
"1932","0","4","HOU"
"1933","1","4","HOU"
"1934","1","4","HOU"
"1935","4","1","NYY"
"1936","1","4","HOU"
"1937","4","2","NYY"
"1938","4","1","NYY"
"1939","4","0","NYY"
"1940","2","4","HOU"
"1941","1","4","HOU"
"1942","4","2","NYY"
"1943","1","4","HOU"
"1944","2","4","HOU"
"1945","2","4","HOU"
"1946","0","4","HOU"
"1947","4","2","NYY"
"1948","2","4","HOU"
"1949","1","4","HOU"
"1950","1","4","HOU"
"1951","2","4","HOU"
"1952","4","1","NYY"
"1953","2","4","HOU"
"1954","2","4","HOU"
"1955","1","4","HOU"
"1956","1","4","HOU"
"1957","1","4","HOU"
"1958","3","4","HOU"
"1959","1","4","HOU"
"1960","2","4","HOU"
"1961","4","2","NYY"
"1962","3","4","HOU"
"1963","1","4","HOU"
"1964","4","0","NYY"
"1965","2","4","HOU"
"1966","3","4","HOU"
"1967","2","4","HOU"
"1968","4","1","NYY"
"1969","2","4","HOU"
"1970","4","1","NYY"
"1971","4","3","NYY"
"1972","1","4","HOU"
"1973","2","4","HOU"
"1974","0","4","HOU"
"1975","1","4","HOU"
"1976","1","4","HOU"
"1977","0","4","HOU"
"1978","0","4","HOU"
"1979","0","4","HOU"
"1980","0","4","HOU"
"1981","2","4","HOU"
"1982","2","4","HOU"
"1983","4","3","NYY"
"1984","3","4","HOU"
"1985","2","4","HOU"
"1986","1","4","HOU"
"1987","3","4","HOU"
"1988","4","3","NYY"
"1989","4","2","NYY"
"1990","2","4","HOU"
"1991","3","4","HOU"
"1992","2","4","HOU"
"1993","3","4","HOU"
"1994","4","3","NYY"
"1995","0","4","HOU"
"1996","2","4","HOU"
"1997","4","2","NYY"
"1998","3","4","HOU"
"1999","2","4","HOU"
"2000","3","4","HOU"
"2001","2","4","HOU"
"2002","2","4","HOU"
"2003","1","4","HOU"
"2004","0","4","HOU"
"2005","2","4","HOU"
"2006","1","4","HOU"
"2007","3","4","HOU"
"2008","3","4","HOU"
"2009","2","4","HOU"
"2010","2","4","HOU"
"2011","1","4","HOU"
"2012","2","4","HOU"
"2013","4","3","NYY"
"2014","1","4","HOU"
"2015","0","4","HOU"
"2016","3","4","HOU"
"2017","2","4","HOU"
"2018","3","4","HOU"
"2019","0","4","HOU"
"2020","1","4","HOU"
"2021","4","3","NYY"
"2022","2","4","HOU"
"2023","1","4","HOU"
"2024","3","4","HOU"
"2025","4","2","NYY"
"2026","4","1","NYY"
"2027","2","4","HOU"
"2028","4","3","NYY"
"2029","4","2","NYY"
"2030","1","4","HOU"
"2031","2","4","HOU"
"2032","1","4","HOU"
"2033","1","4","HOU"
"2034","0","4","HOU"
"2035","4","1","NYY"
"2036","3","4","HOU"
"2037","3","4","HOU"
"2038","4","2","NYY"
"2039","2","4","HOU"
"2040","1","4","HOU"
"2041","0","4","HOU"
"2042","4","2","NYY"
"2043","2","4","HOU"
"2044","3","4","HOU"
"2045","0","4","HOU"
"2046","2","4","HOU"
"2047","3","4","HOU"
"2048","4","3","NYY"
"2049","1","4","HOU"
"2050","3","4","HOU"
"2051","3","4","HOU"
"2052","1","4","HOU"
"2053","4","2","NYY"
"2054","2","4","HOU"
"2055","4","1","NYY"
"2056","3","4","HOU"
"2057","4","3","NYY"
"2058","0","4","HOU"
"2059","4","0","NYY"
"2060","4","2","NYY"
"2061","0","4","HOU"
"2062","2","4","HOU"
"2063","1","4","HOU"
"2064","4","3","NYY"
"2065","4","1","NYY"
"2066","4","2","NYY"
"2067","2","4","HOU"
"2068","2","4","HOU"
"2069","3","4","HOU"
"2070","3","4","HOU"
"2071","4","0","NYY"
"2072","3","4","HOU"
"2073","1","4","HOU"
"2074","1","4","HOU"
"2075","2","4","HOU"
"2076","0","4","HOU"
"2077","1","4","HOU"
"2078","2","4","HOU"
"2079","4","2","NYY"
"2080","3","4","HOU"
"2081","2","4","HOU"
"2082","4","3","NYY"
"2083","2","4","HOU"
"2084","3","4","HOU"
"2085","1","4","HOU"
"2086","3","4","HOU"
"2087","2","4","HOU"
"2088","0","4","HOU"
"2089","1","4","HOU"
"2090","4","1","NYY"
"2091","4","2","NYY"
"2092","3","4","HOU"
"2093","1","4","HOU"
"2094","3","4","HOU"
"2095","4","0","NYY"
"2096","1","4","HOU"
"2097","2","4","HOU"
"2098","0","4","HOU"
"2099","1","4","HOU"
"2100","1","4","HOU"
"2101","1","4","HOU"
"2102","0","4","HOU"
"2103","1","4","HOU"
"2104","4","1","NYY"
"2105","4","2","NYY"
"2106","4","2","NYY"
"2107","2","4","HOU"
"2108","3","4","HOU"
"2109","0","4","HOU"
"2110","2","4","HOU"
"2111","4","2","NYY"
"2112","3","4","HOU"
"2113","0","4","HOU"
"2114","2","4","HOU"
"2115","3","4","HOU"
"2116","3","4","HOU"
"2117","3","4","HOU"
"2118","2","4","HOU"
"2119","0","4","HOU"
"2120","4","2","NYY"
"2121","1","4","HOU"
"2122","1","4","HOU"
"2123","2","4","HOU"
"2124","2","4","HOU"
"2125","3","4","HOU"
"2126","3","4","HOU"
"2127","3","4","HOU"
"2128","3","4","HOU"
"2129","4","3","NYY"
"2130","1","4","HOU"
"2131","4","3","NYY"
"2132","0","4","HOU"
"2133","4","1","NYY"
"2134","0","4","HOU"
"2135","4","1","NYY"
"2136","4","2","NYY"
"2137","1","4","HOU"
"2138","3","4","HOU"
"2139","2","4","HOU"
"2140","2","4","HOU"
"2141","1","4","HOU"
"2142","4","3","NYY"
"2143","3","4","HOU"
"2144","0","4","HOU"
"2145","3","4","HOU"
"2146","3","4","HOU"
"2147","2","4","HOU"
"2148","4","2","NYY"
"2149","4","2","NYY"
"2150","0","4","HOU"
"2151","1","4","HOU"
"2152","1","4","HOU"
"2153","3","4","HOU"
"2154","0","4","HOU"
"2155","3","4","HOU"
"2156","4","3","NYY"
"2157","1","4","HOU"
"2158","3","4","HOU"
"2159","1","4","HOU"
"2160","0","4","HOU"
"2161","3","4","HOU"
"2162","1","4","HOU"
"2163","4","1","NYY"
"2164","1","4","HOU"
"2165","4","1","NYY"
"2166","4","0","NYY"
"2167","4","1","NYY"
"2168","3","4","HOU"
"2169","4","1","NYY"
"2170","4","2","NYY"
"2171","4","3","NYY"
"2172","3","4","HOU"
"2173","4","2","NYY"
"2174","0","4","HOU"
"2175","0","4","HOU"
"2176","3","4","HOU"
"2177","0","4","HOU"
"2178","2","4","HOU"
"2179","1","4","HOU"
"2180","0","4","HOU"
"2181","1","4","HOU"
"2182","3","4","HOU"
"2183","1","4","HOU"
"2184","4","1","NYY"
"2185","3","4","HOU"
"2186","0","4","HOU"
"2187","0","4","HOU"
"2188","3","4","HOU"
"2189","0","4","HOU"
"2190","0","4","HOU"
"2191","4","3","NYY"
"2192","1","4","HOU"
"2193","1","4","HOU"
"2194","3","4","HOU"
"2195","3","4","HOU"
