"","MIL","NYY","Champion"
"1152","4","1","MIL"
"1153","4","2","MIL"
"1154","2","4","NYY"
"1155","3","4","NYY"
"1156","2","4","NYY"
"1157","1","4","NYY"
"1158","4","3","MIL"
"1159","2","4","NYY"
"1160","4","3","MIL"
"1161","1","4","NYY"
"1162","1","4","NYY"
"1163","3","4","NYY"
"1164","4","0","MIL"
"1165","4","2","MIL"
"1166","2","4","NYY"
"1167","3","4","NYY"
"1168","4","3","MIL"
"1169","3","4","NYY"
"1170","0","4","NYY"
"1171","1","4","NYY"
"1172","2","4","NYY"
"1173","4","3","MIL"
"1174","1","4","NYY"
"1175","4","0","MIL"
"1176","2","4","NYY"
"1177","1","4","NYY"
"1178","1","4","NYY"
"1179","3","4","NYY"
"1180","2","4","NYY"
"1181","1","4","NYY"
"1182","2","4","NYY"
"1183","0","4","NYY"
"1184","2","4","NYY"
"1185","3","4","NYY"
"1186","4","3","MIL"
"1187","0","4","NYY"
"1188","1","4","NYY"
"1189","4","2","MIL"
"1190","2","4","NYY"
"1191","3","4","NYY"
"1192","2","4","NYY"
"1193","2","4","NYY"
"1194","1","4","NYY"
"1195","0","4","NYY"
"1196","2","4","NYY"
"1197","1","4","NYY"
"1198","0","4","NYY"
"1199","2","4","NYY"
"1200","0","4","NYY"
"1201","1","4","NYY"
"1202","4","2","MIL"
"1203","4","3","MIL"
"1204","3","4","NYY"
"1205","4","3","MIL"
"1206","1","4","NYY"
"1207","3","4","NYY"
"1208","4","2","MIL"
"1209","2","4","NYY"
"1210","3","4","NYY"
"1211","4","2","MIL"
"1212","4","3","MIL"
"1213","2","4","NYY"
"1214","1","4","NYY"
"1215","3","4","NYY"
"1216","2","4","NYY"
"1217","0","4","NYY"
"1218","2","4","NYY"
"1219","3","4","NYY"
"1220","4","3","MIL"
"1221","2","4","NYY"
"1222","4","1","MIL"
"1223","4","3","MIL"
"1224","3","4","NYY"
"1225","2","4","NYY"
"1226","4","0","MIL"
"1227","3","4","NYY"
"1228","1","4","NYY"
"1229","2","4","NYY"
"1230","1","4","NYY"
"1231","0","4","NYY"
"1232","0","4","NYY"
"1233","2","4","NYY"
"1234","3","4","NYY"
"1235","3","4","NYY"
"1236","0","4","NYY"
"1237","4","3","MIL"
"1238","4","1","MIL"
"1239","0","4","NYY"
"1240","1","4","NYY"
"1241","3","4","NYY"
"1242","4","0","MIL"
"1243","3","4","NYY"
"1244","0","4","NYY"
"1245","2","4","NYY"
"1246","3","4","NYY"
"1247","1","4","NYY"
"1248","1","4","NYY"
"1249","2","4","NYY"
"1250","2","4","NYY"
"1251","0","4","NYY"
"1252","2","4","NYY"
"1253","2","4","NYY"
"1254","4","3","MIL"
"1255","2","4","NYY"
"1256","0","4","NYY"
"1257","4","3","MIL"
"1258","2","4","NYY"
"1259","4","2","MIL"
"1260","2","4","NYY"
"1261","4","2","MIL"
"1262","2","4","NYY"
"1263","1","4","NYY"
"1264","0","4","NYY"
"1265","3","4","NYY"
"1266","1","4","NYY"
"1267","0","4","NYY"
"1268","1","4","NYY"
"1269","0","4","NYY"
"1270","4","3","MIL"
"1271","4","3","MIL"
"1272","3","4","NYY"
"1273","1","4","NYY"
"1274","1","4","NYY"
"1275","4","1","MIL"
"1276","0","4","NYY"
"1277","1","4","NYY"
"1278","0","4","NYY"
"1279","4","0","MIL"
"1280","1","4","NYY"
"1281","2","4","NYY"
"1282","1","4","NYY"
"1283","1","4","NYY"
"1284","1","4","NYY"
"1285","1","4","NYY"
"1286","3","4","NYY"
"1287","0","4","NYY"
"1288","4","3","MIL"
"1289","4","0","MIL"
"1290","4","3","MIL"
"1291","2","4","NYY"
"1292","3","4","NYY"
"1293","4","3","MIL"
"1294","3","4","NYY"
"1295","1","4","NYY"
"1296","1","4","NYY"
"1297","2","4","NYY"
"1298","0","4","NYY"
"1299","0","4","NYY"
"1300","0","4","NYY"
"1301","4","0","MIL"
"1302","4","1","MIL"
"1303","4","2","MIL"
"1304","3","4","NYY"
"1305","2","4","NYY"
"1306","4","1","MIL"
"1307","3","4","NYY"
"1308","4","1","MIL"
"1309","3","4","NYY"
"1310","4","1","MIL"
"1311","1","4","NYY"
"1312","1","4","NYY"
"1313","1","4","NYY"
"1314","4","2","MIL"
"1315","1","4","NYY"
"1316","4","2","MIL"
"1317","4","2","MIL"
"1318","4","1","MIL"
"1319","4","2","MIL"
"1320","3","4","NYY"
"1321","1","4","NYY"
"1322","3","4","NYY"
"1323","1","4","NYY"
"1324","1","4","NYY"
"1325","3","4","NYY"
"1326","1","4","NYY"
"1327","3","4","NYY"
"1328","1","4","NYY"
"1329","4","3","MIL"
"1330","4","3","MIL"
"1331","4","3","MIL"
"1332","4","2","MIL"
"1333","3","4","NYY"
"1334","2","4","NYY"
"1335","0","4","NYY"
"1336","4","1","MIL"
"1337","4","2","MIL"
"1338","0","4","NYY"
"1339","0","4","NYY"
"1340","1","4","NYY"
"1341","0","4","NYY"
"1342","3","4","NYY"
"1343","4","2","MIL"
"1344","0","4","NYY"
"1345","0","4","NYY"
"1346","1","4","NYY"
"1347","1","4","NYY"
"1348","4","2","MIL"
"1349","1","4","NYY"
"1350","2","4","NYY"
"1351","4","3","MIL"
"1352","4","3","MIL"
"1353","2","4","NYY"
"1354","1","4","NYY"
"1355","2","4","NYY"
"1356","4","2","MIL"
"1357","1","4","NYY"
"1358","0","4","NYY"
"1359","4","1","MIL"
"1360","4","2","MIL"
"1361","4","3","MIL"
"1362","2","4","NYY"
"1363","0","4","NYY"
"1364","4","2","MIL"
"1365","2","4","NYY"
"1366","0","4","NYY"
"1367","4","1","MIL"
"1368","1","4","NYY"
"1369","2","4","NYY"
"1370","3","4","NYY"
"1371","2","4","NYY"
"1372","4","2","MIL"
"1373","2","4","NYY"
"1374","0","4","NYY"
"1375","1","4","NYY"
"1376","1","4","NYY"
"1377","2","4","NYY"
"1378","4","3","MIL"
"1379","4","3","MIL"
"1380","0","4","NYY"
"1381","2","4","NYY"
"1382","1","4","NYY"
"1383","3","4","NYY"
"1384","4","2","MIL"
"1385","2","4","NYY"
"1386","0","4","NYY"
"1387","1","4","NYY"
"1388","4","3","MIL"
"1389","1","4","NYY"
"1390","2","4","NYY"
"1391","2","4","NYY"
"1392","4","3","MIL"
"1393","2","4","NYY"
"1394","2","4","NYY"
"1395","0","4","NYY"
"1396","3","4","NYY"
"1397","4","2","MIL"
"1398","1","4","NYY"
"1399","2","4","NYY"
"1400","0","4","NYY"
"1401","1","4","NYY"
"1402","4","3","MIL"
"1403","1","4","NYY"
"1404","3","4","NYY"
"1405","1","4","NYY"
"1406","0","4","NYY"
"1407","0","4","NYY"
"1408","3","4","NYY"
"1409","2","4","NYY"
"1410","3","4","NYY"
"1411","1","4","NYY"
"1412","1","4","NYY"
"1413","2","4","NYY"
"1414","0","4","NYY"
"1415","3","4","NYY"
"1416","2","4","NYY"
"1417","4","1","MIL"
"1418","2","4","NYY"
"1419","0","4","NYY"
"1420","4","2","MIL"
"1421","1","4","NYY"
"1422","4","2","MIL"
"1423","2","4","NYY"
"1424","3","4","NYY"
"1425","3","4","NYY"
"1426","0","4","NYY"
"1427","0","4","NYY"
"1428","4","1","MIL"
"1429","1","4","NYY"
"1430","0","4","NYY"
"1431","2","4","NYY"
"1432","4","0","MIL"
"1433","3","4","NYY"
"1434","1","4","NYY"
"1435","2","4","NYY"
"1436","3","4","NYY"
"1437","4","2","MIL"
"1438","4","2","MIL"
"1439","4","3","MIL"
"1440","3","4","NYY"
"1441","0","4","NYY"
"1442","4","2","MIL"
"1443","1","4","NYY"
"1444","4","2","MIL"
"1445","0","4","NYY"
"1446","3","4","NYY"
"1447","4","1","MIL"
"1448","1","4","NYY"
"1449","2","4","NYY"
"1450","0","4","NYY"
"1451","0","4","NYY"
"1452","1","4","NYY"
"1453","4","3","MIL"
"1454","2","4","NYY"
"1455","2","4","NYY"
"1456","2","4","NYY"
"1457","0","4","NYY"
"1458","4","2","MIL"
"1459","0","4","NYY"
"1460","1","4","NYY"
"1461","3","4","NYY"
"1462","3","4","NYY"
"1463","4","1","MIL"
"1464","1","4","NYY"
"1465","4","3","MIL"
"1466","3","4","NYY"
"1467","4","3","MIL"
"1468","2","4","NYY"
"1469","3","4","NYY"
"1470","4","0","MIL"
"1471","1","4","NYY"
"1472","2","4","NYY"
"1473","1","4","NYY"
"1474","0","4","NYY"
"1475","1","4","NYY"
"1476","1","4","NYY"
"1477","1","4","NYY"
"1478","3","4","NYY"
"1479","4","3","MIL"
"1480","4","3","MIL"
"1481","4","0","MIL"
"1482","1","4","NYY"
"1483","4","2","MIL"
"1484","0","4","NYY"
"1485","2","4","NYY"
"1486","3","4","NYY"
"1487","2","4","NYY"
"1488","4","3","MIL"
"1489","1","4","NYY"
"1490","4","2","MIL"
"1491","2","4","NYY"
"1492","2","4","NYY"
"1493","3","4","NYY"
"1494","4","3","MIL"
"1495","3","4","NYY"
"1496","3","4","NYY"
"1497","1","4","NYY"
"1498","3","4","NYY"
"1499","1","4","NYY"
"1500","3","4","NYY"
"1501","4","1","MIL"
"1502","2","4","NYY"
"1503","4","1","MIL"
"1504","3","4","NYY"
"1505","2","4","NYY"
"1506","4","1","MIL"
"1507","2","4","NYY"
"1508","2","4","NYY"
"1509","0","4","NYY"
"1510","1","4","NYY"
"1511","1","4","NYY"
"1512","0","4","NYY"
"1513","2","4","NYY"
"1514","2","4","NYY"
"1515","2","4","NYY"
"1516","1","4","NYY"
"1517","2","4","NYY"
"1518","3","4","NYY"
"1519","1","4","NYY"
"1520","1","4","NYY"
"1521","2","4","NYY"
"1522","4","3","MIL"
"1523","0","4","NYY"
"1524","0","4","NYY"
"1525","3","4","NYY"
"1526","3","4","NYY"
"1527","4","2","MIL"
"1528","2","4","NYY"
"1529","4","2","MIL"
"1530","2","4","NYY"
"1531","0","4","NYY"
"1532","4","0","MIL"
"1533","3","4","NYY"
"1534","1","4","NYY"
"1535","4","3","MIL"
"1536","2","4","NYY"
"1537","2","4","NYY"
"1538","3","4","NYY"
"1539","4","3","MIL"
"1540","4","3","MIL"
"1541","2","4","NYY"
"1542","1","4","NYY"
"1543","1","4","NYY"
"1544","4","2","MIL"
"1545","0","4","NYY"
"1546","2","4","NYY"
"1547","4","1","MIL"
"1548","1","4","NYY"
"1549","0","4","NYY"
"1550","4","3","MIL"
"1551","3","4","NYY"
"1552","2","4","NYY"
"1553","4","1","MIL"
"1554","4","2","MIL"
"1555","3","4","NYY"
"1556","3","4","NYY"
"1557","1","4","NYY"
"1558","2","4","NYY"
"1559","0","4","NYY"
"1560","4","3","MIL"
"1561","1","4","NYY"
"1562","3","4","NYY"
"1563","4","2","MIL"
"1564","3","4","NYY"
"1565","1","4","NYY"
"1566","3","4","NYY"
"1567","1","4","NYY"
"1568","2","4","NYY"
"1569","2","4","NYY"
"1570","1","4","NYY"
"1571","0","4","NYY"
"1572","1","4","NYY"
"1573","3","4","NYY"
"1574","4","2","MIL"
"1575","2","4","NYY"
"1576","3","4","NYY"
"1577","3","4","NYY"
"1578","1","4","NYY"
"1579","1","4","NYY"
"1580","4","3","MIL"
"1581","2","4","NYY"
"1582","4","3","MIL"
"1583","3","4","NYY"
"1584","4","2","MIL"
"1585","1","4","NYY"
"1586","1","4","NYY"
"1587","3","4","NYY"
"1588","2","4","NYY"
"1589","4","3","MIL"
"1590","0","4","NYY"
"1591","4","1","MIL"
"1592","2","4","NYY"
"1593","0","4","NYY"
"1594","4","1","MIL"
"1595","3","4","NYY"
"1596","3","4","NYY"
"1597","4","2","MIL"
"1598","2","4","NYY"
"1599","2","4","NYY"
"1600","3","4","NYY"
"1601","4","3","MIL"
"1602","0","4","NYY"
"1603","3","4","NYY"
"1604","1","4","NYY"
"1605","3","4","NYY"
"1606","0","4","NYY"
"1607","1","4","NYY"
"1608","1","4","NYY"
"1609","2","4","NYY"
"1610","4","1","MIL"
"1611","1","4","NYY"
"1612","3","4","NYY"
"1613","4","2","MIL"
"1614","3","4","NYY"
"1615","1","4","NYY"
"1616","2","4","NYY"
"1617","4","3","MIL"
"1618","3","4","NYY"
"1619","4","3","MIL"
"1620","2","4","NYY"
"1621","2","4","NYY"
"1622","4","2","MIL"
"1623","1","4","NYY"
"1624","2","4","NYY"
"1625","3","4","NYY"
"1626","1","4","NYY"
"1627","4","3","MIL"
"1628","3","4","NYY"
"1629","0","4","NYY"
"1630","3","4","NYY"
"1631","4","1","MIL"
"1632","4","2","MIL"
"1633","0","4","NYY"
"1634","2","4","NYY"
"1635","4","1","MIL"
"1636","4","3","MIL"
"1637","4","2","MIL"
"1638","2","4","NYY"
"1639","4","3","MIL"
"1640","4","2","MIL"
"1641","3","4","NYY"
"1642","2","4","NYY"
"1643","0","4","NYY"
"1644","1","4","NYY"
"1645","1","4","NYY"
"1646","4","0","MIL"
"1647","4","1","MIL"
"1648","1","4","NYY"
"1649","0","4","NYY"
"1650","3","4","NYY"
"1651","3","4","NYY"
"1652","0","4","NYY"
"1653","3","4","NYY"
"1654","4","2","MIL"
"1655","4","3","MIL"
"1656","1","4","NYY"
"1657","4","3","MIL"
"1658","4","1","MIL"
"1659","2","4","NYY"
"1660","2","4","NYY"
"1661","1","4","NYY"
"1662","4","2","MIL"
"1663","2","4","NYY"
"1664","4","3","MIL"
"1665","4","3","MIL"
"1666","2","4","NYY"
"1667","2","4","NYY"
"1668","2","4","NYY"
"1669","2","4","NYY"
"1670","1","4","NYY"
"1671","2","4","NYY"
"1672","2","4","NYY"
"1673","4","2","MIL"
"1674","4","1","MIL"
"1675","4","1","MIL"
"1676","4","0","MIL"
"1677","3","4","NYY"
"1678","0","4","NYY"
"1679","3","4","NYY"
"1680","4","3","MIL"
"1681","1","4","NYY"
"1682","0","4","NYY"
"1683","4","3","MIL"
"1684","4","2","MIL"
"1685","2","4","NYY"
"1686","4","2","MIL"
"1687","1","4","NYY"
"1688","3","4","NYY"
"1689","1","4","NYY"
"1690","4","3","MIL"
"1691","3","4","NYY"
"1692","3","4","NYY"
"1693","4","3","MIL"
"1694","3","4","NYY"
"1695","3","4","NYY"
"1696","1","4","NYY"
"1697","1","4","NYY"
"1698","1","4","NYY"
"1699","2","4","NYY"
"1700","1","4","NYY"
"1701","2","4","NYY"
"1702","0","4","NYY"
"1703","3","4","NYY"
"1704","4","1","MIL"
"1705","1","4","NYY"
"1706","3","4","NYY"
"1707","4","3","MIL"
"1708","4","1","MIL"
"1709","2","4","NYY"
"1710","0","4","NYY"
"1711","4","3","MIL"
"1712","4","3","MIL"
"1713","3","4","NYY"
"1714","2","4","NYY"
"1715","4","3","MIL"
"1716","0","4","NYY"
"1717","3","4","NYY"
"1718","0","4","NYY"
"1719","4","2","MIL"
"1720","3","4","NYY"
"1721","3","4","NYY"
"1722","2","4","NYY"
"1723","4","2","MIL"
"1724","2","4","NYY"
"1725","1","4","NYY"
"1726","4","3","MIL"
"1727","4","2","MIL"
"1728","4","3","MIL"
"1729","0","4","NYY"
"1730","0","4","NYY"
"1731","1","4","NYY"
"1732","3","4","NYY"
"1733","0","4","NYY"
"1734","1","4","NYY"
"1735","2","4","NYY"
"1736","1","4","NYY"
"1737","4","3","MIL"
"1738","4","3","MIL"
"1739","4","1","MIL"
"1740","3","4","NYY"
"1741","0","4","NYY"
"1742","4","2","MIL"
"1743","4","0","MIL"
"1744","4","2","MIL"
"1745","3","4","NYY"
"1746","4","3","MIL"
"1747","2","4","NYY"
"1748","1","4","NYY"
"1749","2","4","NYY"
"1750","4","3","MIL"
"1751","4","2","MIL"
"1752","4","2","MIL"
"1753","1","4","NYY"
"1754","4","0","MIL"
"1755","4","1","MIL"
"1756","0","4","NYY"
"1757","0","4","NYY"
"1758","0","4","NYY"
"1759","1","4","NYY"
"1760","4","1","MIL"
"1761","4","2","MIL"
"1762","1","4","NYY"
"1763","4","0","MIL"
"1764","4","3","MIL"
"1765","4","3","MIL"
"1766","4","1","MIL"
"1767","1","4","NYY"
"1768","3","4","NYY"
"1769","2","4","NYY"
"1770","1","4","NYY"
"1771","2","4","NYY"
"1772","4","3","MIL"
"1773","0","4","NYY"
"1774","0","4","NYY"
"1775","1","4","NYY"
"1776","3","4","NYY"
"1777","2","4","NYY"
"1778","2","4","NYY"
"1779","2","4","NYY"
"1780","2","4","NYY"
"1781","4","1","MIL"
"1782","1","4","NYY"
"1783","3","4","NYY"
"1784","2","4","NYY"
"1785","2","4","NYY"
"1786","0","4","NYY"
"1787","1","4","NYY"
"1788","2","4","NYY"
"1789","4","1","MIL"
"1790","0","4","NYY"
"1791","3","4","NYY"
"1792","2","4","NYY"
"1793","2","4","NYY"
"1794","0","4","NYY"
"1795","2","4","NYY"
"1796","1","4","NYY"
"1797","0","4","NYY"
"1798","2","4","NYY"
"1799","2","4","NYY"
"1800","3","4","NYY"
"1801","2","4","NYY"
"1802","0","4","NYY"
"1803","4","0","MIL"
"1804","0","4","NYY"
"1805","3","4","NYY"
"1806","3","4","NYY"
"1807","0","4","NYY"
"1808","1","4","NYY"
"1809","4","2","MIL"
"1810","2","4","NYY"
"1811","4","2","MIL"
"1812","3","4","NYY"
"1813","1","4","NYY"
"1814","2","4","NYY"
"1815","4","3","MIL"
"1816","1","4","NYY"
"1817","4","3","MIL"
"1818","4","3","MIL"
"1819","0","4","NYY"
"1820","4","3","MIL"
"1821","3","4","NYY"
"1822","4","3","MIL"
"1823","3","4","NYY"
"1824","4","3","MIL"
"1825","4","2","MIL"
"1826","2","4","NYY"
"1827","1","4","NYY"
"1828","3","4","NYY"
"1829","2","4","NYY"
"1830","4","2","MIL"
"1831","1","4","NYY"
"1832","0","4","NYY"
"1833","2","4","NYY"
"1834","3","4","NYY"
"1835","3","4","NYY"
"1836","2","4","NYY"
"1837","4","0","MIL"
"1838","2","4","NYY"
"1839","4","0","MIL"
"1840","0","4","NYY"
"1841","1","4","NYY"
"1842","2","4","NYY"
"1843","4","3","MIL"
"1844","2","4","NYY"
"1845","0","4","NYY"
"1846","1","4","NYY"
"1847","0","4","NYY"
"1848","2","4","NYY"
"1849","4","2","MIL"
"1850","1","4","NYY"
"1851","1","4","NYY"
"1852","4","3","MIL"
"1853","1","4","NYY"
"1854","3","4","NYY"
"1855","2","4","NYY"
"1856","2","4","NYY"
"1857","2","4","NYY"
"1858","2","4","NYY"
"1859","1","4","NYY"
"1860","4","2","MIL"
"1861","4","3","MIL"
"1862","3","4","NYY"
"1863","2","4","NYY"
"1864","0","4","NYY"
"1865","2","4","NYY"
"1866","1","4","NYY"
"1867","3","4","NYY"
"1868","4","3","MIL"
"1869","3","4","NYY"
"1870","1","4","NYY"
"1871","0","4","NYY"
"1872","3","4","NYY"
"1873","4","2","MIL"
"1874","2","4","NYY"
"1875","4","3","MIL"
"1876","1","4","NYY"
"1877","0","4","NYY"
"1878","0","4","NYY"
"1879","1","4","NYY"
"1880","1","4","NYY"
"1881","1","4","NYY"
"1882","3","4","NYY"
"1883","4","1","MIL"
"1884","4","1","MIL"
"1885","1","4","NYY"
"1886","2","4","NYY"
"1887","2","4","NYY"
"1888","0","4","NYY"
"1889","2","4","NYY"
"1890","0","4","NYY"
"1891","4","2","MIL"
"1892","0","4","NYY"
"1893","4","3","MIL"
"1894","2","4","NYY"
"1895","0","4","NYY"
"1896","4","2","MIL"
"1897","2","4","NYY"
"1898","0","4","NYY"
"1899","0","4","NYY"
"1900","0","4","NYY"
"1901","2","4","NYY"
"1902","2","4","NYY"
"1903","2","4","NYY"
"1904","0","4","NYY"
"1905","0","4","NYY"
"1906","4","1","MIL"
"1907","1","4","NYY"
"1908","1","4","NYY"
"1909","4","3","MIL"
"1910","4","3","MIL"
"1911","0","4","NYY"
"1912","1","4","NYY"
"1913","2","4","NYY"
"1914","3","4","NYY"
"1915","4","1","MIL"
"1916","2","4","NYY"
"1917","3","4","NYY"
"1918","0","4","NYY"
"1919","2","4","NYY"
"1920","2","4","NYY"
"1921","4","1","MIL"
"1922","2","4","NYY"
"1923","4","2","MIL"
"1924","2","4","NYY"
"1925","4","3","MIL"
"1926","2","4","NYY"
"1927","4","2","MIL"
"1928","2","4","NYY"
"1929","2","4","NYY"
"1930","2","4","NYY"
"1931","0","4","NYY"
"1932","3","4","NYY"
"1933","4","2","MIL"
"1934","1","4","NYY"
"1935","4","1","MIL"
"1936","4","3","MIL"
"1937","4","2","MIL"
"1938","4","1","MIL"
"1939","2","4","NYY"
"1940","3","4","NYY"
"1941","1","4","NYY"
"1942","0","4","NYY"
"1943","2","4","NYY"
"1944","1","4","NYY"
"1945","2","4","NYY"
"1946","1","4","NYY"
"1947","3","4","NYY"
"1948","4","1","MIL"
"1949","3","4","NYY"
"1950","1","4","NYY"
"1951","1","4","NYY"
"1952","3","4","NYY"
"1953","4","3","MIL"
"1954","1","4","NYY"
"1955","2","4","NYY"
"1956","4","3","MIL"
"1957","2","4","NYY"
"1958","1","4","NYY"
"1959","0","4","NYY"
"1960","4","3","MIL"
"1961","3","4","NYY"
"1962","4","2","MIL"
"1963","4","1","MIL"
"1964","0","4","NYY"
"1965","3","4","NYY"
"1966","2","4","NYY"
"1967","3","4","NYY"
"1968","4","3","MIL"
"1969","3","4","NYY"
"1970","4","3","MIL"
"1971","3","4","NYY"
"1972","1","4","NYY"
"1973","1","4","NYY"
"1974","4","3","MIL"
"1975","4","3","MIL"
"1976","1","4","NYY"
"1977","1","4","NYY"
"1978","2","4","NYY"
"1979","3","4","NYY"
"1980","3","4","NYY"
"1981","2","4","NYY"
"1982","3","4","NYY"
"1983","0","4","NYY"
"1984","4","2","MIL"
"1985","1","4","NYY"
"1986","4","3","MIL"
"1987","4","1","MIL"
"1988","0","4","NYY"
"1989","2","4","NYY"
"1990","4","3","MIL"
"1991","1","4","NYY"
"1992","4","2","MIL"
"1993","2","4","NYY"
"1994","3","4","NYY"
"1995","0","4","NYY"
"1996","0","4","NYY"
"1997","2","4","NYY"
"1998","1","4","NYY"
"1999","4","3","MIL"
"2000","1","4","NYY"
"2001","2","4","NYY"
"2002","0","4","NYY"
"2003","4","2","MIL"
"2004","4","2","MIL"
"2005","1","4","NYY"
"2006","3","4","NYY"
"2007","0","4","NYY"
"2008","2","4","NYY"
"2009","2","4","NYY"
"2010","2","4","NYY"
"2011","0","4","NYY"
"2012","4","3","MIL"
"2013","2","4","NYY"
"2014","3","4","NYY"
"2015","1","4","NYY"
"2016","4","0","MIL"
"2017","3","4","NYY"
"2018","1","4","NYY"
"2019","4","3","MIL"
"2020","3","4","NYY"
"2021","3","4","NYY"
"2022","4","3","MIL"
"2023","2","4","NYY"
"2024","0","4","NYY"
"2025","2","4","NYY"
"2026","1","4","NYY"
"2027","1","4","NYY"
"2028","0","4","NYY"
"2029","2","4","NYY"
"2030","1","4","NYY"
"2031","2","4","NYY"
"2032","2","4","NYY"
"2033","2","4","NYY"
"2034","0","4","NYY"
"2035","2","4","NYY"
"2036","0","4","NYY"
"2037","2","4","NYY"
"2038","1","4","NYY"
"2039","3","4","NYY"
"2040","3","4","NYY"
"2041","1","4","NYY"
"2042","4","0","MIL"
"2043","2","4","NYY"
"2044","2","4","NYY"
"2045","3","4","NYY"
"2046","4","1","MIL"
"2047","1","4","NYY"
"2048","0","4","NYY"
"2049","3","4","NYY"
"2050","4","3","MIL"
"2051","1","4","NYY"
"2052","2","4","NYY"
"2053","4","3","MIL"
"2054","1","4","NYY"
"2055","4","1","MIL"
"2056","3","4","NYY"
"2057","2","4","NYY"
"2058","3","4","NYY"
"2059","4","2","MIL"
"2060","4","3","MIL"
"2061","4","2","MIL"
"2062","1","4","NYY"
"2063","3","4","NYY"
"2064","4","1","MIL"
"2065","4","1","MIL"
"2066","3","4","NYY"
"2067","4","0","MIL"
"2068","3","4","NYY"
"2069","4","3","MIL"
"2070","2","4","NYY"
"2071","4","3","MIL"
"2072","4","0","MIL"
"2073","2","4","NYY"
"2074","2","4","NYY"
"2075","2","4","NYY"
"2076","1","4","NYY"
"2077","3","4","NYY"
"2078","1","4","NYY"
"2079","4","2","MIL"
"2080","4","1","MIL"
"2081","3","4","NYY"
"2082","4","2","MIL"
"2083","3","4","NYY"
"2084","2","4","NYY"
"2085","0","4","NYY"
"2086","1","4","NYY"
"2087","2","4","NYY"
"2088","4","3","MIL"
"2089","1","4","NYY"
"2090","0","4","NYY"
"2091","4","0","MIL"
"2092","4","2","MIL"
"2093","2","4","NYY"
"2094","4","1","MIL"
"2095","2","4","NYY"
"2096","1","4","NYY"
"2097","1","4","NYY"
"2098","1","4","NYY"
"2099","1","4","NYY"
"2100","3","4","NYY"
"2101","3","4","NYY"
"2102","0","4","NYY"
"2103","1","4","NYY"
"2104","4","1","MIL"
"2105","4","3","MIL"
"2106","0","4","NYY"
"2107","3","4","NYY"
"2108","0","4","NYY"
"2109","4","3","MIL"
"2110","1","4","NYY"
"2111","1","4","NYY"
"2112","4","2","MIL"
"2113","2","4","NYY"
"2114","3","4","NYY"
"2115","3","4","NYY"
"2116","1","4","NYY"
"2117","0","4","NYY"
"2118","1","4","NYY"
"2119","1","4","NYY"
"2120","3","4","NYY"
"2121","3","4","NYY"
"2122","1","4","NYY"
"2123","3","4","NYY"
"2124","1","4","NYY"
"2125","3","4","NYY"
"2126","1","4","NYY"
"2127","4","2","MIL"
"2128","1","4","NYY"
"2129","2","4","NYY"
"2130","1","4","NYY"
"2131","4","1","MIL"
"2132","2","4","NYY"
"2133","0","4","NYY"
"2134","1","4","NYY"
"2135","0","4","NYY"
"2136","2","4","NYY"
"2137","2","4","NYY"
"2138","1","4","NYY"
"2139","2","4","NYY"
"2140","4","3","MIL"
"2141","1","4","NYY"
"2142","2","4","NYY"
"2143","2","4","NYY"
"2144","0","4","NYY"
"2145","3","4","NYY"
"2146","4","3","MIL"
"2147","1","4","NYY"
"2148","2","4","NYY"
"2149","3","4","NYY"
"2150","0","4","NYY"
"2151","2","4","NYY"
"2152","1","4","NYY"
"2153","2","4","NYY"
"2154","3","4","NYY"
"2155","3","4","NYY"
"2156","1","4","NYY"
"2157","0","4","NYY"
"2158","2","4","NYY"
"2159","3","4","NYY"
"2160","4","3","MIL"
"2161","4","2","MIL"
"2162","0","4","NYY"
"2163","0","4","NYY"
"2164","3","4","NYY"
"2165","4","3","MIL"
"2166","4","2","MIL"
"2167","0","4","NYY"
"2168","0","4","NYY"
"2169","4","3","MIL"
"2170","2","4","NYY"
"2171","1","4","NYY"
"2172","2","4","NYY"
"2173","3","4","NYY"
"2174","2","4","NYY"
"2175","1","4","NYY"
"2176","3","4","NYY"
"2177","4","3","MIL"
"2178","0","4","NYY"
"2179","3","4","NYY"
"2180","2","4","NYY"
"2181","1","4","NYY"
"2182","1","4","NYY"
"2183","4","3","MIL"
"2184","1","4","NYY"
"2185","1","4","NYY"
"2186","2","4","NYY"
"2187","0","4","NYY"
"2188","4","3","MIL"
"2189","3","4","NYY"
"2190","3","4","NYY"
"2191","0","4","NYY"
"2192","1","4","NYY"
"2193","2","4","NYY"
"2194","0","4","NYY"
"2195","0","4","NYY"
