"","OAK","NYY","Series Winner"
"1152","4","3","OAK"
"1153","2","4","NYY"
"1154","4","3","OAK"
"1155","4","0","OAK"
"1156","4","3","OAK"
"1157","1","4","NYY"
"1158","4","1","OAK"
"1159","4","3","OAK"
"1160","4","1","OAK"
"1161","3","4","NYY"
"1162","2","4","NYY"
"1163","3","4","NYY"
"1164","4","1","OAK"
"1165","3","4","NYY"
"1166","4","2","OAK"
"1167","0","4","NYY"
"1168","1","4","NYY"
"1169","3","4","NYY"
"1170","1","4","NYY"
"1171","4","2","OAK"
"1172","4","2","OAK"
"1173","4","0","OAK"
"1174","1","4","NYY"
"1175","4","1","OAK"
"1176","1","4","NYY"
"1177","1","4","NYY"
"1178","0","4","NYY"
"1179","0","4","NYY"
"1180","2","4","NYY"
"1181","4","3","OAK"
"1182","1","4","NYY"
"1183","4","1","OAK"
"1184","4","3","OAK"
"1185","3","4","NYY"
"1186","2","4","NYY"
"1187","4","3","OAK"
"1188","4","3","OAK"
"1189","2","4","NYY"
"1190","4","2","OAK"
"1191","4","3","OAK"
"1192","1","4","NYY"
"1193","2","4","NYY"
"1194","4","3","OAK"
"1195","1","4","NYY"
"1196","1","4","NYY"
"1197","2","4","NYY"
"1198","4","3","OAK"
"1199","4","1","OAK"
"1200","2","4","NYY"
"1201","2","4","NYY"
"1202","2","4","NYY"
"1203","2","4","NYY"
"1204","0","4","NYY"
"1205","4","3","OAK"
"1206","1","4","NYY"
"1207","2","4","NYY"
"1208","3","4","NYY"
"1209","4","2","OAK"
"1210","2","4","NYY"
"1211","4","3","OAK"
"1212","1","4","NYY"
"1213","2","4","NYY"
"1214","0","4","NYY"
"1215","1","4","NYY"
"1216","0","4","NYY"
"1217","1","4","NYY"
"1218","4","3","OAK"
"1219","1","4","NYY"
"1220","4","2","OAK"
"1221","1","4","NYY"
"1222","1","4","NYY"
"1223","3","4","NYY"
"1224","0","4","NYY"
"1225","1","4","NYY"
"1226","4","3","OAK"
"1227","4","2","OAK"
"1228","4","3","OAK"
"1229","3","4","NYY"
"1230","2","4","NYY"
"1231","3","4","NYY"
"1232","1","4","NYY"
"1233","4","1","OAK"
"1234","2","4","NYY"
"1235","0","4","NYY"
"1236","4","0","OAK"
"1237","1","4","NYY"
"1238","4","3","OAK"
"1239","4","0","OAK"
"1240","4","3","OAK"
"1241","4","2","OAK"
"1242","4","3","OAK"
"1243","4","3","OAK"
"1244","4","1","OAK"
"1245","4","2","OAK"
"1246","4","2","OAK"
"1247","4","2","OAK"
"1248","1","4","NYY"
"1249","0","4","NYY"
"1250","3","4","NYY"
"1251","0","4","NYY"
"1252","1","4","NYY"
"1253","2","4","NYY"
"1254","1","4","NYY"
"1255","4","1","OAK"
"1256","2","4","NYY"
"1257","2","4","NYY"
"1258","4","1","OAK"
"1259","3","4","NYY"
"1260","4","1","OAK"
"1261","4","0","OAK"
"1262","3","4","NYY"
"1263","1","4","NYY"
"1264","4","1","OAK"
"1265","3","4","NYY"
"1266","2","4","NYY"
"1267","4","3","OAK"
"1268","2","4","NYY"
"1269","3","4","NYY"
"1270","3","4","NYY"
"1271","1","4","NYY"
"1272","4","1","OAK"
"1273","1","4","NYY"
"1274","2","4","NYY"
"1275","4","3","OAK"
"1276","2","4","NYY"
"1277","4","3","OAK"
"1278","2","4","NYY"
"1279","2","4","NYY"
"1280","4","3","OAK"
"1281","2","4","NYY"
"1282","1","4","NYY"
"1283","4","2","OAK"
"1284","1","4","NYY"
"1285","4","3","OAK"
"1286","3","4","NYY"
"1287","4","1","OAK"
"1288","4","1","OAK"
"1289","4","2","OAK"
"1290","1","4","NYY"
"1291","4","3","OAK"
"1292","4","1","OAK"
"1293","0","4","NYY"
"1294","2","4","NYY"
"1295","4","2","OAK"
"1296","0","4","NYY"
"1297","1","4","NYY"
"1298","4","1","OAK"
"1299","4","1","OAK"
"1300","4","1","OAK"
"1301","2","4","NYY"
"1302","1","4","NYY"
"1303","4","3","OAK"
"1304","4","3","OAK"
"1305","4","2","OAK"
"1306","4","1","OAK"
"1307","2","4","NYY"
"1308","1","4","NYY"
"1309","2","4","NYY"
"1310","3","4","NYY"
"1311","2","4","NYY"
"1312","4","1","OAK"
"1313","4","2","OAK"
"1314","4","3","OAK"
"1315","1","4","NYY"
"1316","3","4","NYY"
"1317","4","1","OAK"
"1318","0","4","NYY"
"1319","3","4","NYY"
"1320","4","3","OAK"
"1321","1","4","NYY"
"1322","3","4","NYY"
"1323","2","4","NYY"
"1324","4","3","OAK"
"1325","4","1","OAK"
"1326","4","0","OAK"
"1327","4","1","OAK"
"1328","1","4","NYY"
"1329","4","2","OAK"
"1330","1","4","NYY"
"1331","1","4","NYY"
"1332","1","4","NYY"
"1333","4","2","OAK"
"1334","4","1","OAK"
"1335","4","1","OAK"
"1336","4","1","OAK"
"1337","2","4","NYY"
"1338","4","3","OAK"
"1339","3","4","NYY"
"1340","3","4","NYY"
"1341","4","2","OAK"
"1342","2","4","NYY"
"1343","0","4","NYY"
"1344","4","3","OAK"
"1345","2","4","NYY"
"1346","4","1","OAK"
"1347","4","1","OAK"
"1348","4","2","OAK"
"1349","0","4","NYY"
"1350","2","4","NYY"
"1351","3","4","NYY"
"1352","2","4","NYY"
"1353","1","4","NYY"
"1354","4","1","OAK"
"1355","2","4","NYY"
"1356","2","4","NYY"
"1357","4","3","OAK"
"1358","1","4","NYY"
"1359","4","1","OAK"
"1360","2","4","NYY"
"1361","2","4","NYY"
"1362","1","4","NYY"
"1363","3","4","NYY"
"1364","4","3","OAK"
"1365","4","1","OAK"
"1366","4","3","OAK"
"1367","2","4","NYY"
"1368","0","4","NYY"
"1369","0","4","NYY"
"1370","1","4","NYY"
"1371","4","1","OAK"
"1372","4","2","OAK"
"1373","3","4","NYY"
"1374","1","4","NYY"
"1375","4","0","OAK"
"1376","1","4","NYY"
"1377","3","4","NYY"
"1378","1","4","NYY"
"1379","4","2","OAK"
"1380","4","3","OAK"
"1381","2","4","NYY"
"1382","1","4","NYY"
"1383","4","1","OAK"
"1384","3","4","NYY"
"1385","4","3","OAK"
"1386","4","2","OAK"
"1387","2","4","NYY"
"1388","4","3","OAK"
"1389","0","4","NYY"
"1390","4","3","OAK"
"1391","2","4","NYY"
"1392","4","2","OAK"
"1393","0","4","NYY"
"1394","4","2","OAK"
"1395","4","0","OAK"
"1396","0","4","NYY"
"1397","4","1","OAK"
"1398","1","4","NYY"
"1399","4","3","OAK"
"1400","4","0","OAK"
"1401","3","4","NYY"
"1402","2","4","NYY"
"1403","3","4","NYY"
"1404","4","2","OAK"
"1405","4","3","OAK"
"1406","4","1","OAK"
"1407","2","4","NYY"
"1408","2","4","NYY"
"1409","1","4","NYY"
"1410","3","4","NYY"
"1411","2","4","NYY"
"1412","4","2","OAK"
"1413","4","1","OAK"
"1414","4","2","OAK"
"1415","4","1","OAK"
"1416","2","4","NYY"
"1417","4","2","OAK"
"1418","1","4","NYY"
"1419","4","1","OAK"
"1420","4","3","OAK"
"1421","4","2","OAK"
"1422","1","4","NYY"
"1423","1","4","NYY"
"1424","1","4","NYY"
"1425","4","3","OAK"
"1426","4","3","OAK"
"1427","0","4","NYY"
"1428","4","2","OAK"
"1429","2","4","NYY"
"1430","3","4","NYY"
"1431","4","0","OAK"
"1432","4","2","OAK"
"1433","0","4","NYY"
"1434","1","4","NYY"
"1435","4","2","OAK"
"1436","4","2","OAK"
"1437","2","4","NYY"
"1438","0","4","NYY"
"1439","4","1","OAK"
"1440","3","4","NYY"
"1441","4","2","OAK"
"1442","2","4","NYY"
"1443","0","4","NYY"
"1444","1","4","NYY"
"1445","4","3","OAK"
"1446","4","3","OAK"
"1447","2","4","NYY"
"1448","4","1","OAK"
"1449","4","2","OAK"
"1450","3","4","NYY"
"1451","2","4","NYY"
"1452","4","3","OAK"
"1453","4","0","OAK"
"1454","2","4","NYY"
"1455","0","4","NYY"
"1456","4","2","OAK"
"1457","1","4","NYY"
"1458","4","1","OAK"
"1459","3","4","NYY"
"1460","4","3","OAK"
"1461","2","4","NYY"
"1462","2","4","NYY"
"1463","4","2","OAK"
"1464","4","2","OAK"
"1465","3","4","NYY"
"1466","1","4","NYY"
"1467","4","3","OAK"
"1468","2","4","NYY"
"1469","4","1","OAK"
"1470","2","4","NYY"
"1471","4","1","OAK"
"1472","2","4","NYY"
"1473","1","4","NYY"
"1474","4","1","OAK"
"1475","1","4","NYY"
"1476","0","4","NYY"
"1477","2","4","NYY"
"1478","4","1","OAK"
"1479","4","3","OAK"
"1480","3","4","NYY"
"1481","1","4","NYY"
"1482","4","3","OAK"
"1483","1","4","NYY"
"1484","4","2","OAK"
"1485","3","4","NYY"
"1486","2","4","NYY"
"1487","2","4","NYY"
"1488","4","2","OAK"
"1489","2","4","NYY"
"1490","4","3","OAK"
"1491","4","2","OAK"
"1492","4","1","OAK"
"1493","3","4","NYY"
"1494","1","4","NYY"
"1495","4","2","OAK"
"1496","4","3","OAK"
"1497","1","4","NYY"
"1498","2","4","NYY"
"1499","4","3","OAK"
"1500","1","4","NYY"
"1501","2","4","NYY"
"1502","0","4","NYY"
"1503","4","2","OAK"
"1504","0","4","NYY"
"1505","4","0","OAK"
"1506","2","4","NYY"
"1507","2","4","NYY"
"1508","4","2","OAK"
"1509","2","4","NYY"
"1510","3","4","NYY"
"1511","3","4","NYY"
"1512","4","1","OAK"
"1513","4","0","OAK"
"1514","0","4","NYY"
"1515","4","3","OAK"
"1516","2","4","NYY"
"1517","2","4","NYY"
"1518","4","1","OAK"
"1519","4","2","OAK"
"1520","4","3","OAK"
"1521","1","4","NYY"
"1522","2","4","NYY"
"1523","4","3","OAK"
"1524","3","4","NYY"
"1525","4","3","OAK"
"1526","1","4","NYY"
"1527","2","4","NYY"
"1528","1","4","NYY"
"1529","4","3","OAK"
"1530","4","1","OAK"
"1531","4","1","OAK"
"1532","0","4","NYY"
"1533","4","2","OAK"
"1534","4","3","OAK"
"1535","4","2","OAK"
"1536","3","4","NYY"
"1537","4","0","OAK"
"1538","1","4","NYY"
"1539","0","4","NYY"
"1540","0","4","NYY"
"1541","1","4","NYY"
"1542","4","3","OAK"
"1543","4","0","OAK"
"1544","1","4","NYY"
"1545","4","3","OAK"
"1546","2","4","NYY"
"1547","0","4","NYY"
"1548","4","2","OAK"
"1549","2","4","NYY"
"1550","3","4","NYY"
"1551","0","4","NYY"
"1552","2","4","NYY"
"1553","2","4","NYY"
"1554","2","4","NYY"
"1555","2","4","NYY"
"1556","2","4","NYY"
"1557","4","2","OAK"
"1558","3","4","NYY"
"1559","2","4","NYY"
"1560","0","4","NYY"
"1561","2","4","NYY"
"1562","4","3","OAK"
"1563","4","3","OAK"
"1564","1","4","NYY"
"1565","2","4","NYY"
"1566","3","4","NYY"
"1567","4","1","OAK"
"1568","1","4","NYY"
"1569","3","4","NYY"
"1570","4","2","OAK"
"1571","2","4","NYY"
"1572","0","4","NYY"
"1573","3","4","NYY"
"1574","0","4","NYY"
"1575","0","4","NYY"
"1576","4","1","OAK"
"1577","4","3","OAK"
"1578","4","3","OAK"
"1579","1","4","NYY"
"1580","1","4","NYY"
"1581","1","4","NYY"
"1582","0","4","NYY"
"1583","4","3","OAK"
"1584","4","3","OAK"
"1585","3","4","NYY"
"1586","4","3","OAK"
"1587","1","4","NYY"
"1588","4","0","OAK"
"1589","0","4","NYY"
"1590","4","2","OAK"
"1591","3","4","NYY"
"1592","2","4","NYY"
"1593","3","4","NYY"
"1594","3","4","NYY"
"1595","2","4","NYY"
"1596","4","1","OAK"
"1597","4","2","OAK"
"1598","2","4","NYY"
"1599","2","4","NYY"
"1600","2","4","NYY"
"1601","0","4","NYY"
"1602","4","0","OAK"
"1603","1","4","NYY"
"1604","4","3","OAK"
"1605","4","2","OAK"
"1606","3","4","NYY"
"1607","4","2","OAK"
"1608","2","4","NYY"
"1609","1","4","NYY"
"1610","4","3","OAK"
"1611","4","2","OAK"
"1612","0","4","NYY"
"1613","3","4","NYY"
"1614","1","4","NYY"
"1615","0","4","NYY"
"1616","4","3","OAK"
"1617","3","4","NYY"
"1618","4","2","OAK"
"1619","4","1","OAK"
"1620","2","4","NYY"
"1621","4","2","OAK"
"1622","3","4","NYY"
"1623","2","4","NYY"
"1624","4","0","OAK"
"1625","3","4","NYY"
"1626","4","1","OAK"
"1627","3","4","NYY"
"1628","4","2","OAK"
"1629","0","4","NYY"
"1630","1","4","NYY"
"1631","1","4","NYY"
"1632","1","4","NYY"
"1633","2","4","NYY"
"1634","4","3","OAK"
"1635","2","4","NYY"
"1636","4","2","OAK"
"1637","2","4","NYY"
"1638","4","3","OAK"
"1639","1","4","NYY"
"1640","3","4","NYY"
"1641","3","4","NYY"
"1642","4","3","OAK"
"1643","2","4","NYY"
"1644","2","4","NYY"
"1645","1","4","NYY"
"1646","4","1","OAK"
"1647","4","3","OAK"
"1648","4","2","OAK"
"1649","0","4","NYY"
"1650","4","3","OAK"
"1651","4","2","OAK"
"1652","4","3","OAK"
"1653","4","3","OAK"
"1654","0","4","NYY"
"1655","4","3","OAK"
"1656","0","4","NYY"
"1657","3","4","NYY"
"1658","4","3","OAK"
"1659","3","4","NYY"
"1660","0","4","NYY"
"1661","4","2","OAK"
"1662","4","0","OAK"
"1663","1","4","NYY"
"1664","3","4","NYY"
"1665","2","4","NYY"
"1666","1","4","NYY"
"1667","0","4","NYY"
"1668","4","2","OAK"
"1669","4","3","OAK"
"1670","2","4","NYY"
"1671","4","2","OAK"
"1672","4","1","OAK"
"1673","4","0","OAK"
"1674","4","3","OAK"
"1675","1","4","NYY"
"1676","4","2","OAK"
"1677","1","4","NYY"
"1678","3","4","NYY"
"1679","4","1","OAK"
"1680","4","2","OAK"
"1681","1","4","NYY"
"1682","1","4","NYY"
"1683","4","2","OAK"
"1684","2","4","NYY"
"1685","4","3","OAK"
"1686","2","4","NYY"
"1687","1","4","NYY"
"1688","2","4","NYY"
"1689","2","4","NYY"
"1690","4","1","OAK"
"1691","4","2","OAK"
"1692","0","4","NYY"
"1693","4","2","OAK"
"1694","3","4","NYY"
"1695","4","0","OAK"
"1696","0","4","NYY"
"1697","4","2","OAK"
"1698","2","4","NYY"
"1699","4","2","OAK"
"1700","4","3","OAK"
"1701","4","1","OAK"
"1702","0","4","NYY"
"1703","0","4","NYY"
"1704","3","4","NYY"
"1705","3","4","NYY"
"1706","1","4","NYY"
"1707","3","4","NYY"
"1708","4","3","OAK"
"1709","4","1","OAK"
"1710","3","4","NYY"
"1711","4","1","OAK"
"1712","1","4","NYY"
"1713","3","4","NYY"
"1714","4","2","OAK"
"1715","4","1","OAK"
"1716","2","4","NYY"
"1717","1","4","NYY"
"1718","2","4","NYY"
"1719","3","4","NYY"
"1720","4","3","OAK"
"1721","4","1","OAK"
"1722","1","4","NYY"
"1723","4","3","OAK"
"1724","2","4","NYY"
"1725","1","4","NYY"
"1726","1","4","NYY"
"1727","4","2","OAK"
"1728","3","4","NYY"
"1729","2","4","NYY"
"1730","0","4","NYY"
"1731","3","4","NYY"
"1732","3","4","NYY"
"1733","2","4","NYY"
"1734","4","3","OAK"
"1735","1","4","NYY"
"1736","2","4","NYY"
"1737","4","3","OAK"
"1738","4","2","OAK"
"1739","3","4","NYY"
"1740","4","3","OAK"
"1741","4","2","OAK"
"1742","4","3","OAK"
"1743","3","4","NYY"
"1744","2","4","NYY"
"1745","4","3","OAK"
"1746","1","4","NYY"
"1747","4","0","OAK"
"1748","1","4","NYY"
"1749","2","4","NYY"
"1750","4","3","OAK"
"1751","4","2","OAK"
"1752","4","2","OAK"
"1753","4","3","OAK"
"1754","4","3","OAK"
"1755","1","4","NYY"
"1756","4","3","OAK"
"1757","4","3","OAK"
"1758","4","3","OAK"
"1759","2","4","NYY"
"1760","2","4","NYY"
"1761","4","2","OAK"
"1762","3","4","NYY"
"1763","4","3","OAK"
"1764","1","4","NYY"
"1765","4","1","OAK"
"1766","2","4","NYY"
"1767","2","4","NYY"
"1768","2","4","NYY"
"1769","1","4","NYY"
"1770","4","3","OAK"
"1771","2","4","NYY"
"1772","4","0","OAK"
"1773","0","4","NYY"
"1774","4","3","OAK"
"1775","4","3","OAK"
"1776","4","1","OAK"
"1777","3","4","NYY"
"1778","2","4","NYY"
"1779","2","4","NYY"
"1780","3","4","NYY"
"1781","4","3","OAK"
"1782","4","3","OAK"
"1783","3","4","NYY"
"1784","4","1","OAK"
"1785","4","3","OAK"
"1786","3","4","NYY"
"1787","4","3","OAK"
"1788","2","4","NYY"
"1789","3","4","NYY"
"1790","1","4","NYY"
"1791","2","4","NYY"
"1792","4","3","OAK"
"1793","4","1","OAK"
"1794","3","4","NYY"
"1795","4","2","OAK"
"1796","3","4","NYY"
"1797","4","2","OAK"
"1798","4","1","OAK"
"1799","1","4","NYY"
"1800","4","1","OAK"
"1801","3","4","NYY"
"1802","4","3","OAK"
"1803","4","2","OAK"
"1804","4","2","OAK"
"1805","1","4","NYY"
"1806","0","4","NYY"
"1807","3","4","NYY"
"1808","4","2","OAK"
"1809","0","4","NYY"
"1810","1","4","NYY"
"1811","4","1","OAK"
"1812","4","2","OAK"
"1813","4","1","OAK"
"1814","1","4","NYY"
"1815","2","4","NYY"
"1816","3","4","NYY"
"1817","4","3","OAK"
"1818","2","4","NYY"
"1819","4","3","OAK"
"1820","2","4","NYY"
"1821","4","2","OAK"
"1822","4","3","OAK"
"1823","4","2","OAK"
"1824","2","4","NYY"
"1825","1","4","NYY"
"1826","4","2","OAK"
"1827","4","3","OAK"
"1828","1","4","NYY"
"1829","4","1","OAK"
"1830","4","0","OAK"
"1831","4","3","OAK"
"1832","4","3","OAK"
"1833","4","3","OAK"
"1834","4","0","OAK"
"1835","4","2","OAK"
"1836","3","4","NYY"
"1837","4","2","OAK"
"1838","1","4","NYY"
"1839","4","2","OAK"
"1840","4","3","OAK"
"1841","1","4","NYY"
"1842","2","4","NYY"
"1843","2","4","NYY"
"1844","1","4","NYY"
"1845","4","0","OAK"
"1846","1","4","NYY"
"1847","0","4","NYY"
"1848","2","4","NYY"
"1849","2","4","NYY"
"1850","0","4","NYY"
"1851","4","1","OAK"
"1852","4","1","OAK"
"1853","3","4","NYY"
"1854","4","2","OAK"
"1855","3","4","NYY"
"1856","4","1","OAK"
"1857","4","2","OAK"
"1858","4","0","OAK"
"1859","4","3","OAK"
"1860","4","3","OAK"
"1861","2","4","NYY"
"1862","4","3","OAK"
"1863","3","4","NYY"
"1864","4","0","OAK"
"1865","1","4","NYY"
"1866","4","3","OAK"
"1867","1","4","NYY"
"1868","4","3","OAK"
"1869","0","4","NYY"
"1870","4","0","OAK"
"1871","4","2","OAK"
"1872","1","4","NYY"
"1873","0","4","NYY"
"1874","4","0","OAK"
"1875","1","4","NYY"
"1876","3","4","NYY"
"1877","1","4","NYY"
"1878","4","0","OAK"
"1879","4","0","OAK"
"1880","4","1","OAK"
"1881","1","4","NYY"
"1882","2","4","NYY"
"1883","4","3","OAK"
"1884","4","1","OAK"
"1885","4","0","OAK"
"1886","3","4","NYY"
"1887","1","4","NYY"
"1888","4","3","OAK"
"1889","2","4","NYY"
"1890","4","3","OAK"
"1891","0","4","NYY"
"1892","4","2","OAK"
"1893","4","2","OAK"
"1894","4","3","OAK"
"1895","2","4","NYY"
"1896","4","1","OAK"
"1897","0","4","NYY"
"1898","2","4","NYY"
"1899","4","1","OAK"
"1900","2","4","NYY"
"1901","2","4","NYY"
"1902","2","4","NYY"
"1903","4","1","OAK"
"1904","3","4","NYY"
"1905","4","3","OAK"
"1906","4","2","OAK"
"1907","1","4","NYY"
"1908","2","4","NYY"
"1909","4","3","OAK"
"1910","4","0","OAK"
"1911","2","4","NYY"
"1912","1","4","NYY"
"1913","2","4","NYY"
"1914","4","2","OAK"
"1915","4","2","OAK"
"1916","4","0","OAK"
"1917","1","4","NYY"
"1918","1","4","NYY"
"1919","4","2","OAK"
"1920","4","0","OAK"
"1921","3","4","NYY"
"1922","1","4","NYY"
"1923","4","3","OAK"
"1924","2","4","NYY"
"1925","4","3","OAK"
"1926","3","4","NYY"
"1927","4","1","OAK"
"1928","2","4","NYY"
"1929","1","4","NYY"
"1930","3","4","NYY"
"1931","3","4","NYY"
"1932","4","3","OAK"
"1933","1","4","NYY"
"1934","2","4","NYY"
"1935","4","3","OAK"
"1936","4","2","OAK"
"1937","1","4","NYY"
"1938","4","3","OAK"
"1939","4","3","OAK"
"1940","1","4","NYY"
"1941","4","3","OAK"
"1942","3","4","NYY"
"1943","2","4","NYY"
"1944","0","4","NYY"
"1945","4","2","OAK"
"1946","0","4","NYY"
"1947","4","2","OAK"
"1948","0","4","NYY"
"1949","2","4","NYY"
"1950","1","4","NYY"
"1951","4","1","OAK"
"1952","1","4","NYY"
"1953","0","4","NYY"
"1954","2","4","NYY"
"1955","4","0","OAK"
"1956","1","4","NYY"
"1957","0","4","NYY"
"1958","3","4","NYY"
"1959","1","4","NYY"
"1960","0","4","NYY"
"1961","4","3","OAK"
"1962","4","2","OAK"
"1963","4","3","OAK"
"1964","2","4","NYY"
"1965","1","4","NYY"
"1966","4","1","OAK"
"1967","0","4","NYY"
"1968","4","1","OAK"
"1969","3","4","NYY"
"1970","4","3","OAK"
"1971","3","4","NYY"
"1972","2","4","NYY"
"1973","4","1","OAK"
"1974","4","3","OAK"
"1975","3","4","NYY"
"1976","4","3","OAK"
"1977","4","1","OAK"
"1978","1","4","NYY"
"1979","4","2","OAK"
"1980","3","4","NYY"
"1981","4","3","OAK"
"1982","4","0","OAK"
"1983","0","4","NYY"
"1984","2","4","NYY"
"1985","1","4","NYY"
"1986","2","4","NYY"
"1987","0","4","NYY"
"1988","3","4","NYY"
"1989","4","2","OAK"
"1990","4","2","OAK"
"1991","4","1","OAK"
"1992","4","3","OAK"
"1993","4","3","OAK"
"1994","1","4","NYY"
"1995","3","4","NYY"
"1996","0","4","NYY"
"1997","3","4","NYY"
"1998","1","4","NYY"
"1999","2","4","NYY"
"2000","4","3","OAK"
"2001","3","4","NYY"
"2002","4","1","OAK"
"2003","3","4","NYY"
"2004","2","4","NYY"
"2005","3","4","NYY"
"2006","2","4","NYY"
"2007","4","3","OAK"
"2008","1","4","NYY"
"2009","4","2","OAK"
"2010","4","3","OAK"
"2011","2","4","NYY"
"2012","4","2","OAK"
"2013","4","3","OAK"
"2014","3","4","NYY"
"2015","0","4","NYY"
"2016","4","1","OAK"
"2017","0","4","NYY"
"2018","0","4","NYY"
"2019","4","3","OAK"
"2020","4","3","OAK"
"2021","1","4","NYY"
"2022","1","4","NYY"
"2023","1","4","NYY"
"2024","4","3","OAK"
"2025","2","4","NYY"
"2026","0","4","NYY"
"2027","2","4","NYY"
"2028","3","4","NYY"
"2029","2","4","NYY"
"2030","2","4","NYY"
"2031","4","3","OAK"
"2032","2","4","NYY"
"2033","4","3","OAK"
"2034","2","4","NYY"
"2035","4","3","OAK"
"2036","2","4","NYY"
"2037","4","3","OAK"
"2038","4","0","OAK"
"2039","4","2","OAK"
"2040","2","4","NYY"
"2041","4","3","OAK"
"2042","2","4","NYY"
"2043","1","4","NYY"
"2044","4","1","OAK"
"2045","4","2","OAK"
"2046","2","4","NYY"
"2047","0","4","NYY"
"2048","1","4","NYY"
"2049","1","4","NYY"
"2050","4","3","OAK"
"2051","4","2","OAK"
"2052","2","4","NYY"
"2053","1","4","NYY"
"2054","2","4","NYY"
"2055","2","4","NYY"
"2056","4","3","OAK"
"2057","2","4","NYY"
"2058","2","4","NYY"
"2059","0","4","NYY"
"2060","4","1","OAK"
"2061","1","4","NYY"
"2062","0","4","NYY"
"2063","4","2","OAK"
"2064","3","4","NYY"
"2065","1","4","NYY"
"2066","3","4","NYY"
"2067","1","4","NYY"
"2068","3","4","NYY"
"2069","4","3","OAK"
"2070","1","4","NYY"
"2071","4","0","OAK"
"2072","2","4","NYY"
"2073","0","4","NYY"
"2074","4","2","OAK"
"2075","1","4","NYY"
"2076","4","2","OAK"
"2077","4","1","OAK"
"2078","4","3","OAK"
"2079","2","4","NYY"
"2080","4","1","OAK"
"2081","1","4","NYY"
"2082","4","3","OAK"
"2083","1","4","NYY"
"2084","2","4","NYY"
"2085","3","4","NYY"
"2086","1","4","NYY"
"2087","4","2","OAK"
"2088","4","3","OAK"
"2089","4","2","OAK"
"2090","3","4","NYY"
"2091","1","4","NYY"
"2092","3","4","NYY"
"2093","0","4","NYY"
"2094","4","1","OAK"
"2095","3","4","NYY"
"2096","2","4","NYY"
"2097","4","3","OAK"
"2098","4","3","OAK"
"2099","2","4","NYY"
"2100","4","2","OAK"
"2101","0","4","NYY"
"2102","1","4","NYY"
"2103","0","4","NYY"
"2104","0","4","NYY"
"2105","4","3","OAK"
"2106","4","1","OAK"
"2107","3","4","NYY"
"2108","3","4","NYY"
"2109","3","4","NYY"
"2110","2","4","NYY"
"2111","0","4","NYY"
"2112","1","4","NYY"
"2113","4","2","OAK"
"2114","1","4","NYY"
"2115","4","0","OAK"
"2116","4","0","OAK"
"2117","4","2","OAK"
"2118","2","4","NYY"
"2119","4","3","OAK"
"2120","4","2","OAK"
"2121","4","2","OAK"
"2122","4","1","OAK"
"2123","2","4","NYY"
"2124","4","3","OAK"
"2125","4","3","OAK"
"2126","2","4","NYY"
"2127","4","3","OAK"
"2128","4","2","OAK"
"2129","4","3","OAK"
"2130","4","2","OAK"
"2131","1","4","NYY"
"2132","0","4","NYY"
"2133","4","2","OAK"
"2134","1","4","NYY"
"2135","1","4","NYY"
"2136","2","4","NYY"
"2137","2","4","NYY"
"2138","0","4","NYY"
"2139","1","4","NYY"
"2140","2","4","NYY"
"2141","1","4","NYY"
"2142","4","0","OAK"
"2143","4","0","OAK"
"2144","3","4","NYY"
"2145","4","3","OAK"
"2146","2","4","NYY"
"2147","1","4","NYY"
"2148","2","4","NYY"
"2149","1","4","NYY"
"2150","1","4","NYY"
"2151","3","4","NYY"
"2152","4","2","OAK"
"2153","4","2","OAK"
"2154","4","2","OAK"
"2155","0","4","NYY"
"2156","4","1","OAK"
"2157","4","2","OAK"
"2158","3","4","NYY"
"2159","4","2","OAK"
"2160","2","4","NYY"
"2161","4","0","OAK"
"2162","4","2","OAK"
"2163","4","3","OAK"
"2164","0","4","NYY"
"2165","4","3","OAK"
"2166","1","4","NYY"
"2167","4","3","OAK"
"2168","2","4","NYY"
"2169","4","3","OAK"
"2170","1","4","NYY"
"2171","4","3","OAK"
"2172","2","4","NYY"
"2173","4","0","OAK"
"2174","3","4","NYY"
"2175","1","4","NYY"
"2176","3","4","NYY"
"2177","4","3","OAK"
"2178","4","0","OAK"
"2179","3","4","NYY"
"2180","4","0","OAK"
"2181","1","4","NYY"
"2182","4","3","OAK"
"2183","4","3","OAK"
"2184","2","4","NYY"
"2185","0","4","NYY"
"2186","4","1","OAK"
"2187","3","4","NYY"
"2188","0","4","NYY"
"2189","4","1","OAK"
"2190","3","4","NYY"
"2191","4","2","OAK"
"2192","2","4","NYY"
"2193","4","3","OAK"
"2194","2","4","NYY"
"2195","4","2","OAK"
