"","LAD","HOU","Champion"
"1152","4","0","LAD"
"1153","3","4","HOU"
"1154","3","4","HOU"
"1155","3","4","HOU"
"1156","4","0","LAD"
"1157","3","4","HOU"
"1158","4","3","LAD"
"1159","2","4","HOU"
"1160","4","3","LAD"
"1161","4","1","LAD"
"1162","4","1","LAD"
"1163","4","2","LAD"
"1164","3","4","HOU"
"1165","2","4","HOU"
"1166","4","3","LAD"
"1167","4","2","LAD"
"1168","0","4","HOU"
"1169","4","3","LAD"
"1170","4","2","LAD"
"1171","0","4","HOU"
"1172","3","4","HOU"
"1173","2","4","HOU"
"1174","3","4","HOU"
"1175","4","1","LAD"
"1176","0","4","HOU"
"1177","4","0","LAD"
"1178","4","1","LAD"
"1179","4","1","LAD"
"1180","2","4","HOU"
"1181","4","2","LAD"
"1182","3","4","HOU"
"1183","4","1","LAD"
"1184","2","4","HOU"
"1185","1","4","HOU"
"1186","4","1","LAD"
"1187","0","4","HOU"
"1188","3","4","HOU"
"1189","4","2","LAD"
"1190","3","4","HOU"
"1191","0","4","HOU"
"1192","4","1","LAD"
"1193","3","4","HOU"
"1194","4","2","LAD"
"1195","3","4","HOU"
"1196","4","1","LAD"
"1197","4","3","LAD"
"1198","4","3","LAD"
"1199","4","2","LAD"
"1200","4","2","LAD"
"1201","1","4","HOU"
"1202","4","1","LAD"
"1203","2","4","HOU"
"1204","3","4","HOU"
"1205","3","4","HOU"
"1206","4","2","LAD"
"1207","4","3","LAD"
"1208","4","2","LAD"
"1209","4","2","LAD"
"1210","3","4","HOU"
"1211","4","2","LAD"
"1212","4","2","LAD"
"1213","0","4","HOU"
"1214","2","4","HOU"
"1215","4","2","LAD"
"1216","3","4","HOU"
"1217","4","0","LAD"
"1218","2","4","HOU"
"1219","1","4","HOU"
"1220","2","4","HOU"
"1221","3","4","HOU"
"1222","4","2","LAD"
"1223","3","4","HOU"
"1224","3","4","HOU"
"1225","4","2","LAD"
"1226","4","3","LAD"
"1227","0","4","HOU"
"1228","4","2","LAD"
"1229","4","1","LAD"
"1230","4","0","LAD"
"1231","4","2","LAD"
"1232","3","4","HOU"
"1233","4","3","LAD"
"1234","4","0","LAD"
"1235","4","0","LAD"
"1236","4","3","LAD"
"1237","4","1","LAD"
"1238","4","2","LAD"
"1239","3","4","HOU"
"1240","1","4","HOU"
"1241","4","0","LAD"
"1242","0","4","HOU"
"1243","4","1","LAD"
"1244","4","1","LAD"
"1245","0","4","HOU"
"1246","2","4","HOU"
"1247","3","4","HOU"
"1248","4","1","LAD"
"1249","2","4","HOU"
"1250","0","4","HOU"
"1251","2","4","HOU"
"1252","4","2","LAD"
"1253","3","4","HOU"
"1254","3","4","HOU"
"1255","4","2","LAD"
"1256","4","3","LAD"
"1257","4","2","LAD"
"1258","3","4","HOU"
"1259","4","1","LAD"
"1260","2","4","HOU"
"1261","4","2","LAD"
"1262","4","1","LAD"
"1263","4","2","LAD"
"1264","4","2","LAD"
"1265","0","4","HOU"
"1266","3","4","HOU"
"1267","2","4","HOU"
"1268","3","4","HOU"
"1269","3","4","HOU"
"1270","0","4","HOU"
"1271","4","0","LAD"
"1272","2","4","HOU"
"1273","3","4","HOU"
"1274","4","3","LAD"
"1275","1","4","HOU"
"1276","3","4","HOU"
"1277","4","2","LAD"
"1278","4","3","LAD"
"1279","3","4","HOU"
"1280","0","4","HOU"
"1281","4","3","LAD"
"1282","2","4","HOU"
"1283","1","4","HOU"
"1284","1","4","HOU"
"1285","4","0","LAD"
"1286","4","0","LAD"
"1287","4","1","LAD"
"1288","2","4","HOU"
"1289","3","4","HOU"
"1290","2","4","HOU"
"1291","4","2","LAD"
"1292","4","3","LAD"
"1293","4","1","LAD"
"1294","4","1","LAD"
"1295","2","4","HOU"
"1296","3","4","HOU"
"1297","3","4","HOU"
"1298","2","4","HOU"
"1299","4","3","LAD"
"1300","0","4","HOU"
"1301","2","4","HOU"
"1302","4","2","LAD"
"1303","4","3","LAD"
"1304","4","1","LAD"
"1305","3","4","HOU"
"1306","4","2","LAD"
"1307","3","4","HOU"
"1308","3","4","HOU"
"1309","4","2","LAD"
"1310","3","4","HOU"
"1311","4","1","LAD"
"1312","4","1","LAD"
"1313","4","3","LAD"
"1314","4","1","LAD"
"1315","4","2","LAD"
"1316","4","1","LAD"
"1317","3","4","HOU"
"1318","4","1","LAD"
"1319","4","1","LAD"
"1320","3","4","HOU"
"1321","2","4","HOU"
"1322","3","4","HOU"
"1323","4","2","LAD"
"1324","3","4","HOU"
"1325","1","4","HOU"
"1326","3","4","HOU"
"1327","4","3","LAD"
"1328","0","4","HOU"
"1329","2","4","HOU"
"1330","4","3","LAD"
"1331","4","2","LAD"
"1332","4","2","LAD"
"1333","4","0","LAD"
"1334","3","4","HOU"
"1335","4","2","LAD"
"1336","2","4","HOU"
"1337","2","4","HOU"
"1338","3","4","HOU"
"1339","0","4","HOU"
"1340","4","2","LAD"
"1341","4","2","LAD"
"1342","0","4","HOU"
"1343","4","1","LAD"
"1344","4","2","LAD"
"1345","4","2","LAD"
"1346","4","2","LAD"
"1347","4","3","LAD"
"1348","4","3","LAD"
"1349","4","1","LAD"
"1350","4","2","LAD"
"1351","4","1","LAD"
"1352","3","4","HOU"
"1353","3","4","HOU"
"1354","0","4","HOU"
"1355","3","4","HOU"
"1356","4","0","LAD"
"1357","0","4","HOU"
"1358","4","1","LAD"
"1359","1","4","HOU"
"1360","3","4","HOU"
"1361","3","4","HOU"
"1362","3","4","HOU"
"1363","1","4","HOU"
"1364","2","4","HOU"
"1365","4","1","LAD"
"1366","4","0","LAD"
"1367","4","3","LAD"
"1368","4","1","LAD"
"1369","3","4","HOU"
"1370","4","3","LAD"
"1371","3","4","HOU"
"1372","3","4","HOU"
"1373","3","4","HOU"
"1374","3","4","HOU"
"1375","4","1","LAD"
"1376","1","4","HOU"
"1377","4","1","LAD"
"1378","2","4","HOU"
"1379","2","4","HOU"
"1380","4","1","LAD"
"1381","4","2","LAD"
"1382","2","4","HOU"
"1383","3","4","HOU"
"1384","4","3","LAD"
"1385","2","4","HOU"
"1386","4","2","LAD"
"1387","1","4","HOU"
"1388","1","4","HOU"
"1389","4","2","LAD"
"1390","1","4","HOU"
"1391","2","4","HOU"
"1392","2","4","HOU"
"1393","4","1","LAD"
"1394","4","2","LAD"
"1395","4","1","LAD"
"1396","3","4","HOU"
"1397","1","4","HOU"
"1398","2","4","HOU"
"1399","3","4","HOU"
"1400","4","1","LAD"
"1401","1","4","HOU"
"1402","1","4","HOU"
"1403","4","0","LAD"
"1404","4","3","LAD"
"1405","4","3","LAD"
"1406","4","1","LAD"
"1407","2","4","HOU"
"1408","4","1","LAD"
"1409","4","1","LAD"
"1410","4","1","LAD"
"1411","4","2","LAD"
"1412","2","4","HOU"
"1413","1","4","HOU"
"1414","4","3","LAD"
"1415","2","4","HOU"
"1416","4","2","LAD"
"1417","3","4","HOU"
"1418","4","2","LAD"
"1419","4","2","LAD"
"1420","4","1","LAD"
"1421","3","4","HOU"
"1422","4","1","LAD"
"1423","4","3","LAD"
"1424","4","2","LAD"
"1425","4","3","LAD"
"1426","2","4","HOU"
"1427","2","4","HOU"
"1428","4","2","LAD"
"1429","4","2","LAD"
"1430","4","2","LAD"
"1431","4","3","LAD"
"1432","4","2","LAD"
"1433","4","0","LAD"
"1434","2","4","HOU"
"1435","3","4","HOU"
"1436","4","1","LAD"
"1437","3","4","HOU"
"1438","4","3","LAD"
"1439","0","4","HOU"
"1440","3","4","HOU"
"1441","4","1","LAD"
"1442","4","3","LAD"
"1443","1","4","HOU"
"1444","3","4","HOU"
"1445","0","4","HOU"
"1446","3","4","HOU"
"1447","4","1","LAD"
"1448","4","1","LAD"
"1449","4","2","LAD"
"1450","4","1","LAD"
"1451","4","3","LAD"
"1452","4","1","LAD"
"1453","1","4","HOU"
"1454","3","4","HOU"
"1455","4","3","LAD"
"1456","3","4","HOU"
"1457","2","4","HOU"
"1458","1","4","HOU"
"1459","2","4","HOU"
"1460","2","4","HOU"
"1461","3","4","HOU"
"1462","4","3","LAD"
"1463","4","2","LAD"
"1464","4","3","LAD"
"1465","2","4","HOU"
"1466","3","4","HOU"
"1467","4","2","LAD"
"1468","4","2","LAD"
"1469","3","4","HOU"
"1470","4","0","LAD"
"1471","4","2","LAD"
"1472","4","2","LAD"
"1473","4","2","LAD"
"1474","4","1","LAD"
"1475","0","4","HOU"
"1476","0","4","HOU"
"1477","3","4","HOU"
"1478","4","1","LAD"
"1479","4","3","LAD"
"1480","0","4","HOU"
"1481","4","0","LAD"
"1482","4","1","LAD"
"1483","3","4","HOU"
"1484","2","4","HOU"
"1485","2","4","HOU"
"1486","4","3","LAD"
"1487","4","3","LAD"
"1488","2","4","HOU"
"1489","4","3","LAD"
"1490","4","2","LAD"
"1491","4","2","LAD"
"1492","0","4","HOU"
"1493","4","1","LAD"
"1494","4","3","LAD"
"1495","4","3","LAD"
"1496","0","4","HOU"
"1497","4","2","LAD"
"1498","4","2","LAD"
"1499","4","0","LAD"
"1500","2","4","HOU"
"1501","4","1","LAD"
"1502","0","4","HOU"
"1503","4","1","LAD"
"1504","4","1","LAD"
"1505","3","4","HOU"
"1506","4","0","LAD"
"1507","4","1","LAD"
"1508","3","4","HOU"
"1509","1","4","HOU"
"1510","0","4","HOU"
"1511","2","4","HOU"
"1512","4","3","LAD"
"1513","2","4","HOU"
"1514","4","3","LAD"
"1515","4","3","LAD"
"1516","4","3","LAD"
"1517","4","1","LAD"
"1518","4","3","LAD"
"1519","3","4","HOU"
"1520","2","4","HOU"
"1521","4","2","LAD"
"1522","4","1","LAD"
"1523","4","3","LAD"
"1524","4","1","LAD"
"1525","3","4","HOU"
"1526","4","0","LAD"
"1527","4","3","LAD"
"1528","2","4","HOU"
"1529","4","2","LAD"
"1530","2","4","HOU"
"1531","4","2","LAD"
"1532","4","3","LAD"
"1533","2","4","HOU"
"1534","2","4","HOU"
"1535","3","4","HOU"
"1536","3","4","HOU"
"1537","3","4","HOU"
"1538","2","4","HOU"
"1539","3","4","HOU"
"1540","4","3","LAD"
"1541","3","4","HOU"
"1542","4","1","LAD"
"1543","4","2","LAD"
"1544","4","1","LAD"
"1545","1","4","HOU"
"1546","4","3","LAD"
"1547","0","4","HOU"
"1548","2","4","HOU"
"1549","3","4","HOU"
"1550","3","4","HOU"
"1551","4","0","LAD"
"1552","4","1","LAD"
"1553","3","4","HOU"
"1554","4","1","LAD"
"1555","2","4","HOU"
"1556","4","3","LAD"
"1557","3","4","HOU"
"1558","3","4","HOU"
"1559","3","4","HOU"
"1560","4","2","LAD"
"1561","4","1","LAD"
"1562","4","3","LAD"
"1563","2","4","HOU"
"1564","4","2","LAD"
"1565","4","2","LAD"
"1566","1","4","HOU"
"1567","4","2","LAD"
"1568","4","1","LAD"
"1569","4","2","LAD"
"1570","4","2","LAD"
"1571","4","0","LAD"
"1572","4","3","LAD"
"1573","3","4","HOU"
"1574","2","4","HOU"
"1575","4","1","LAD"
"1576","1","4","HOU"
"1577","3","4","HOU"
"1578","1","4","HOU"
"1579","4","3","LAD"
"1580","4","2","LAD"
"1581","1","4","HOU"
"1582","3","4","HOU"
"1583","2","4","HOU"
"1584","4","1","LAD"
"1585","3","4","HOU"
"1586","2","4","HOU"
"1587","4","0","LAD"
"1588","3","4","HOU"
"1589","0","4","HOU"
"1590","4","2","LAD"
"1591","4","2","LAD"
"1592","4","3","LAD"
"1593","4","1","LAD"
"1594","3","4","HOU"
"1595","1","4","HOU"
"1596","4","1","LAD"
"1597","2","4","HOU"
"1598","4","1","LAD"
"1599","4","3","LAD"
"1600","4","1","LAD"
"1601","1","4","HOU"
"1602","1","4","HOU"
"1603","3","4","HOU"
"1604","3","4","HOU"
"1605","2","4","HOU"
"1606","4","1","LAD"
"1607","4","1","LAD"
"1608","2","4","HOU"
"1609","3","4","HOU"
"1610","3","4","HOU"
"1611","3","4","HOU"
"1612","4","3","LAD"
"1613","4","2","LAD"
"1614","4","1","LAD"
"1615","1","4","HOU"
"1616","4","3","LAD"
"1617","4","3","LAD"
"1618","4","1","LAD"
"1619","4","2","LAD"
"1620","3","4","HOU"
"1621","3","4","HOU"
"1622","4","3","LAD"
"1623","4","0","LAD"
"1624","4","3","LAD"
"1625","3","4","HOU"
"1626","4","1","LAD"
"1627","4","1","LAD"
"1628","4","3","LAD"
"1629","2","4","HOU"
"1630","4","1","LAD"
"1631","4","2","LAD"
"1632","4","2","LAD"
"1633","4","1","LAD"
"1634","2","4","HOU"
"1635","1","4","HOU"
"1636","2","4","HOU"
"1637","4","1","LAD"
"1638","4","1","LAD"
"1639","1","4","HOU"
"1640","3","4","HOU"
"1641","4","3","LAD"
"1642","4","2","LAD"
"1643","4","2","LAD"
"1644","2","4","HOU"
"1645","4","0","LAD"
"1646","4","0","LAD"
"1647","4","3","LAD"
"1648","3","4","HOU"
"1649","0","4","HOU"
"1650","4","2","LAD"
"1651","4","1","LAD"
"1652","1","4","HOU"
"1653","4","1","LAD"
"1654","4","2","LAD"
"1655","3","4","HOU"
"1656","4","1","LAD"
"1657","4","2","LAD"
"1658","3","4","HOU"
"1659","4","3","LAD"
"1660","4","1","LAD"
"1661","3","4","HOU"
"1662","3","4","HOU"
"1663","2","4","HOU"
"1664","4","2","LAD"
"1665","4","0","LAD"
"1666","2","4","HOU"
"1667","2","4","HOU"
"1668","4","2","LAD"
"1669","4","1","LAD"
"1670","3","4","HOU"
"1671","4","1","LAD"
"1672","4","1","LAD"
"1673","4","3","LAD"
"1674","4","2","LAD"
"1675","4","1","LAD"
"1676","4","1","LAD"
"1677","4","3","LAD"
"1678","4","1","LAD"
"1679","4","2","LAD"
"1680","0","4","HOU"
"1681","4","2","LAD"
"1682","1","4","HOU"
"1683","4","3","LAD"
"1684","4","2","LAD"
"1685","3","4","HOU"
"1686","4","2","LAD"
"1687","4","0","LAD"
"1688","2","4","HOU"
"1689","0","4","HOU"
"1690","3","4","HOU"
"1691","4","1","LAD"
"1692","4","2","LAD"
"1693","4","1","LAD"
"1694","4","2","LAD"
"1695","3","4","HOU"
"1696","1","4","HOU"
"1697","4","3","LAD"
"1698","4","2","LAD"
"1699","4","0","LAD"
"1700","4","0","LAD"
"1701","4","2","LAD"
"1702","1","4","HOU"
"1703","2","4","HOU"
"1704","3","4","HOU"
"1705","3","4","HOU"
"1706","4","1","LAD"
"1707","4","3","LAD"
"1708","2","4","HOU"
"1709","1","4","HOU"
"1710","4","1","LAD"
"1711","2","4","HOU"
"1712","4","2","LAD"
"1713","4","2","LAD"
"1714","3","4","HOU"
"1715","4","1","LAD"
"1716","4","3","LAD"
"1717","1","4","HOU"
"1718","4","2","LAD"
"1719","2","4","HOU"
"1720","4","2","LAD"
"1721","4","3","LAD"
"1722","4","3","LAD"
"1723","4","1","LAD"
"1724","4","3","LAD"
"1725","3","4","HOU"
"1726","4","2","LAD"
"1727","4","1","LAD"
"1728","2","4","HOU"
"1729","4","0","LAD"
"1730","2","4","HOU"
"1731","4","2","LAD"
"1732","1","4","HOU"
"1733","1","4","HOU"
"1734","1","4","HOU"
"1735","0","4","HOU"
"1736","0","4","HOU"
"1737","4","3","LAD"
"1738","3","4","HOU"
"1739","1","4","HOU"
"1740","4","1","LAD"
"1741","4","1","LAD"
"1742","4","2","LAD"
"1743","4","0","LAD"
"1744","3","4","HOU"
"1745","1","4","HOU"
"1746","4","1","LAD"
"1747","4","1","LAD"
"1748","4","1","LAD"
"1749","4","2","LAD"
"1750","4","3","LAD"
"1751","4","3","LAD"
"1752","4","1","LAD"
"1753","4","2","LAD"
"1754","4","2","LAD"
"1755","3","4","HOU"
"1756","4","3","LAD"
"1757","4","2","LAD"
"1758","3","4","HOU"
"1759","4","0","LAD"
"1760","0","4","HOU"
"1761","4","3","LAD"
"1762","4","2","LAD"
"1763","4","1","LAD"
"1764","4","2","LAD"
"1765","4","2","LAD"
"1766","4","2","LAD"
"1767","4","1","LAD"
"1768","2","4","HOU"
"1769","0","4","HOU"
"1770","4","3","LAD"
"1771","4","1","LAD"
"1772","4","2","LAD"
"1773","4","1","LAD"
"1774","4","3","LAD"
"1775","3","4","HOU"
"1776","2","4","HOU"
"1777","1","4","HOU"
"1778","0","4","HOU"
"1779","2","4","HOU"
"1780","3","4","HOU"
"1781","3","4","HOU"
"1782","4","2","LAD"
"1783","3","4","HOU"
"1784","3","4","HOU"
"1785","4","3","LAD"
"1786","3","4","HOU"
"1787","3","4","HOU"
"1788","3","4","HOU"
"1789","1","4","HOU"
"1790","1","4","HOU"
"1791","4","1","LAD"
"1792","0","4","HOU"
"1793","4","2","LAD"
"1794","3","4","HOU"
"1795","4","2","LAD"
"1796","0","4","HOU"
"1797","4","1","LAD"
"1798","4","1","LAD"
"1799","4","3","LAD"
"1800","4","1","LAD"
"1801","1","4","HOU"
"1802","2","4","HOU"
"1803","4","1","LAD"
"1804","4","3","LAD"
"1805","4","2","LAD"
"1806","3","4","HOU"
"1807","4","3","LAD"
"1808","4","3","LAD"
"1809","4","2","LAD"
"1810","4","2","LAD"
"1811","4","3","LAD"
"1812","4","2","LAD"
"1813","4","1","LAD"
"1814","4","3","LAD"
"1815","1","4","HOU"
"1816","4","2","LAD"
"1817","4","0","LAD"
"1818","4","1","LAD"
"1819","3","4","HOU"
"1820","3","4","HOU"
"1821","4","1","LAD"
"1822","2","4","HOU"
"1823","3","4","HOU"
"1824","4","2","LAD"
"1825","4","1","LAD"
"1826","4","1","LAD"
"1827","4","3","LAD"
"1828","3","4","HOU"
"1829","4","1","LAD"
"1830","4","1","LAD"
"1831","0","4","HOU"
"1832","2","4","HOU"
"1833","4","0","LAD"
"1834","3","4","HOU"
"1835","4","3","LAD"
"1836","4","3","LAD"
"1837","4","2","LAD"
"1838","4","2","LAD"
"1839","4","2","LAD"
"1840","4","3","LAD"
"1841","4","3","LAD"
"1842","3","4","HOU"
"1843","4","1","LAD"
"1844","1","4","HOU"
"1845","3","4","HOU"
"1846","2","4","HOU"
"1847","4","1","LAD"
"1848","4","3","LAD"
"1849","3","4","HOU"
"1850","2","4","HOU"
"1851","2","4","HOU"
"1852","4","2","LAD"
"1853","4","3","LAD"
"1854","4","1","LAD"
"1855","3","4","HOU"
"1856","4","1","LAD"
"1857","4","3","LAD"
"1858","4","0","LAD"
"1859","4","0","LAD"
"1860","4","1","LAD"
"1861","4","1","LAD"
"1862","4","2","LAD"
"1863","4","1","LAD"
"1864","3","4","HOU"
"1865","4","1","LAD"
"1866","4","1","LAD"
"1867","2","4","HOU"
"1868","3","4","HOU"
"1869","2","4","HOU"
"1870","4","3","LAD"
"1871","4","3","LAD"
"1872","4","0","LAD"
"1873","4","2","LAD"
"1874","3","4","HOU"
"1875","4","0","LAD"
"1876","3","4","HOU"
"1877","2","4","HOU"
"1878","4","2","LAD"
"1879","4","1","LAD"
"1880","4","1","LAD"
"1881","3","4","HOU"
"1882","4","1","LAD"
"1883","3","4","HOU"
"1884","2","4","HOU"
"1885","4","1","LAD"
"1886","4","3","LAD"
"1887","3","4","HOU"
"1888","3","4","HOU"
"1889","4","2","LAD"
"1890","4","2","LAD"
"1891","3","4","HOU"
"1892","2","4","HOU"
"1893","3","4","HOU"
"1894","3","4","HOU"
"1895","4","1","LAD"
"1896","4","3","LAD"
"1897","0","4","HOU"
"1898","3","4","HOU"
"1899","4","1","LAD"
"1900","1","4","HOU"
"1901","3","4","HOU"
"1902","2","4","HOU"
"1903","4","2","LAD"
"1904","0","4","HOU"
"1905","4","1","LAD"
"1906","4","0","LAD"
"1907","1","4","HOU"
"1908","4","1","LAD"
"1909","4","1","LAD"
"1910","4","1","LAD"
"1911","4","1","LAD"
"1912","4","1","LAD"
"1913","4","2","LAD"
"1914","4","3","LAD"
"1915","4","2","LAD"
"1916","4","2","LAD"
"1917","0","4","HOU"
"1918","3","4","HOU"
"1919","4","3","LAD"
"1920","2","4","HOU"
"1921","4","3","LAD"
"1922","4","0","LAD"
"1923","2","4","HOU"
"1924","4","1","LAD"
"1925","4","1","LAD"
"1926","4","3","LAD"
"1927","1","4","HOU"
"1928","4","3","LAD"
"1929","0","4","HOU"
"1930","2","4","HOU"
"1931","3","4","HOU"
"1932","3","4","HOU"
"1933","4","2","LAD"
"1934","4","3","LAD"
"1935","4","2","LAD"
"1936","4","3","LAD"
"1937","3","4","HOU"
"1938","4","1","LAD"
"1939","4","3","LAD"
"1940","4","0","LAD"
"1941","4","2","LAD"
"1942","4","3","LAD"
"1943","4","1","LAD"
"1944","4","2","LAD"
"1945","1","4","HOU"
"1946","2","4","HOU"
"1947","2","4","HOU"
"1948","4","0","LAD"
"1949","4","1","LAD"
"1950","4","1","LAD"
"1951","4","2","LAD"
"1952","3","4","HOU"
"1953","4","1","LAD"
"1954","2","4","HOU"
"1955","4","2","LAD"
"1956","4","3","LAD"
"1957","4","2","LAD"
"1958","4","2","LAD"
"1959","3","4","HOU"
"1960","3","4","HOU"
"1961","3","4","HOU"
"1962","3","4","HOU"
"1963","3","4","HOU"
"1964","4","3","LAD"
"1965","4","1","LAD"
"1966","0","4","HOU"
"1967","3","4","HOU"
"1968","4","0","LAD"
"1969","4","0","LAD"
"1970","4","2","LAD"
"1971","4","0","LAD"
"1972","4","0","LAD"
"1973","2","4","HOU"
"1974","2","4","HOU"
"1975","4","1","LAD"
"1976","4","2","LAD"
"1977","4","3","LAD"
"1978","3","4","HOU"
"1979","3","4","HOU"
"1980","3","4","HOU"
"1981","4","1","LAD"
"1982","4","2","LAD"
"1983","4","2","LAD"
"1984","4","0","LAD"
"1985","4","3","LAD"
"1986","1","4","HOU"
"1987","0","4","HOU"
"1988","1","4","HOU"
"1989","4","1","LAD"
"1990","3","4","HOU"
"1991","4","3","LAD"
"1992","4","3","LAD"
"1993","3","4","HOU"
"1994","4","1","LAD"
"1995","4","2","LAD"
"1996","4","3","LAD"
"1997","4","2","LAD"
"1998","4","0","LAD"
"1999","4","2","LAD"
"2000","3","4","HOU"
"2001","1","4","HOU"
"2002","4","2","LAD"
"2003","3","4","HOU"
"2004","4","2","LAD"
"2005","4","2","LAD"
"2006","4","3","LAD"
"2007","2","4","HOU"
"2008","4","1","LAD"
"2009","4","2","LAD"
"2010","4","3","LAD"
"2011","4","2","LAD"
"2012","4","3","LAD"
"2013","4","2","LAD"
"2014","2","4","HOU"
"2015","1","4","HOU"
"2016","4","0","LAD"
"2017","2","4","HOU"
"2018","4","3","LAD"
"2019","4","2","LAD"
"2020","4","2","LAD"
"2021","1","4","HOU"
"2022","4","2","LAD"
"2023","4","2","LAD"
"2024","4","0","LAD"
"2025","4","1","LAD"
"2026","4","3","LAD"
"2027","1","4","HOU"
"2028","3","4","HOU"
"2029","4","0","LAD"
"2030","4","1","LAD"
"2031","4","3","LAD"
"2032","4","2","LAD"
"2033","0","4","HOU"
"2034","3","4","HOU"
"2035","4","1","LAD"
"2036","4","3","LAD"
"2037","2","4","HOU"
"2038","4","3","LAD"
"2039","4","0","LAD"
"2040","2","4","HOU"
"2041","4","2","LAD"
"2042","2","4","HOU"
"2043","3","4","HOU"
"2044","3","4","HOU"
"2045","2","4","HOU"
"2046","3","4","HOU"
"2047","3","4","HOU"
"2048","4","3","LAD"
"2049","4","3","LAD"
"2050","2","4","HOU"
"2051","4","1","LAD"
"2052","4","2","LAD"
"2053","0","4","HOU"
"2054","4","2","LAD"
"2055","4","3","LAD"
"2056","0","4","HOU"
"2057","3","4","HOU"
"2058","3","4","HOU"
"2059","2","4","HOU"
"2060","4","1","LAD"
"2061","4","0","LAD"
"2062","3","4","HOU"
"2063","2","4","HOU"
"2064","3","4","HOU"
"2065","1","4","HOU"
"2066","1","4","HOU"
"2067","1","4","HOU"
"2068","4","1","LAD"
"2069","3","4","HOU"
"2070","2","4","HOU"
"2071","4","1","LAD"
"2072","4","2","LAD"
"2073","4","1","LAD"
"2074","3","4","HOU"
"2075","0","4","HOU"
"2076","0","4","HOU"
"2077","4","0","LAD"
"2078","0","4","HOU"
"2079","1","4","HOU"
"2080","2","4","HOU"
"2081","3","4","HOU"
"2082","4","3","LAD"
"2083","1","4","HOU"
"2084","4","2","LAD"
"2085","1","4","HOU"
"2086","3","4","HOU"
"2087","4","3","LAD"
"2088","4","3","LAD"
"2089","2","4","HOU"
"2090","4","1","LAD"
"2091","4","3","LAD"
"2092","3","4","HOU"
"2093","1","4","HOU"
"2094","4","2","LAD"
"2095","4","2","LAD"
"2096","0","4","HOU"
"2097","4","1","LAD"
"2098","3","4","HOU"
"2099","4","3","LAD"
"2100","0","4","HOU"
"2101","3","4","HOU"
"2102","4","2","LAD"
"2103","4","3","LAD"
"2104","4","2","LAD"
"2105","4","1","LAD"
"2106","3","4","HOU"
"2107","3","4","HOU"
"2108","4","3","LAD"
"2109","4","2","LAD"
"2110","3","4","HOU"
"2111","3","4","HOU"
"2112","2","4","HOU"
"2113","0","4","HOU"
"2114","3","4","HOU"
"2115","4","3","LAD"
"2116","4","3","LAD"
"2117","4","1","LAD"
"2118","4","3","LAD"
"2119","4","1","LAD"
"2120","2","4","HOU"
"2121","4","3","LAD"
"2122","4","0","LAD"
"2123","3","4","HOU"
"2124","4","2","LAD"
"2125","4","3","LAD"
"2126","4","2","LAD"
"2127","4","2","LAD"
"2128","0","4","HOU"
"2129","3","4","HOU"
"2130","1","4","HOU"
"2131","4","2","LAD"
"2132","4","0","LAD"
"2133","4","1","LAD"
"2134","4","3","LAD"
"2135","3","4","HOU"
"2136","4","2","LAD"
"2137","3","4","HOU"
"2138","2","4","HOU"
"2139","2","4","HOU"
"2140","2","4","HOU"
"2141","0","4","HOU"
"2142","2","4","HOU"
"2143","2","4","HOU"
"2144","4","2","LAD"
"2145","3","4","HOU"
"2146","3","4","HOU"
"2147","4","1","LAD"
"2148","4","1","LAD"
"2149","4","2","LAD"
"2150","4","2","LAD"
"2151","2","4","HOU"
"2152","4","3","LAD"
"2153","2","4","HOU"
"2154","4","2","LAD"
"2155","3","4","HOU"
"2156","2","4","HOU"
"2157","1","4","HOU"
"2158","2","4","HOU"
"2159","4","2","LAD"
"2160","4","2","LAD"
"2161","3","4","HOU"
"2162","3","4","HOU"
"2163","2","4","HOU"
"2164","4","2","LAD"
"2165","4","2","LAD"
"2166","4","0","LAD"
"2167","3","4","HOU"
"2168","3","4","HOU"
"2169","3","4","HOU"
"2170","0","4","HOU"
"2171","4","3","LAD"
"2172","2","4","HOU"
"2173","1","4","HOU"
"2174","2","4","HOU"
"2175","2","4","HOU"
"2176","2","4","HOU"
"2177","4","1","LAD"
"2178","4","1","LAD"
"2179","2","4","HOU"
"2180","2","4","HOU"
"2181","0","4","HOU"
"2182","1","4","HOU"
"2183","4","2","LAD"
"2184","4","0","LAD"
"2185","2","4","HOU"
"2186","1","4","HOU"
"2187","1","4","HOU"
"2188","1","4","HOU"
"2189","3","4","HOU"
"2190","4","3","LAD"
"2191","4","3","LAD"
"2192","3","4","HOU"
"2193","4","2","LAD"
"2194","3","4","HOU"
"2195","3","4","HOU"
