"","OAK","HOU","Series Winner"
"1152","2","3","HOU"
"1153","3","0","OAK"
"1154","2","3","HOU"
"1155","1","3","HOU"
"1156","0","3","HOU"
"1157","1","3","HOU"
"1158","2","3","HOU"
"1159","3","0","OAK"
"1160","2","3","HOU"
"1161","1","3","HOU"
"1162","0","3","HOU"
"1163","2","3","HOU"
"1164","1","3","HOU"
"1165","2","3","HOU"
"1166","2","3","HOU"
"1167","3","1","OAK"
"1168","0","3","HOU"
"1169","0","3","HOU"
"1170","2","3","HOU"
"1171","3","2","OAK"
"1172","1","3","HOU"
"1173","1","3","HOU"
"1174","0","3","HOU"
"1175","2","3","HOU"
"1176","2","3","HOU"
"1177","1","3","HOU"
"1178","0","3","HOU"
"1179","0","3","HOU"
"1180","2","3","HOU"
"1181","0","3","HOU"
"1182","2","3","HOU"
"1183","0","3","HOU"
"1184","1","3","HOU"
"1185","1","3","HOU"
"1186","2","3","HOU"
"1187","0","3","HOU"
"1188","0","3","HOU"
"1189","1","3","HOU"
"1190","1","3","HOU"
"1191","0","3","HOU"
"1192","2","3","HOU"
"1193","1","3","HOU"
"1194","3","1","OAK"
"1195","2","3","HOU"
"1196","0","3","HOU"
"1197","1","3","HOU"
"1198","0","3","HOU"
"1199","2","3","HOU"
"1200","2","3","HOU"
"1201","0","3","HOU"
"1202","1","3","HOU"
"1203","3","2","OAK"
"1204","2","3","HOU"
"1205","3","1","OAK"
"1206","0","3","HOU"
"1207","2","3","HOU"
"1208","3","2","OAK"
"1209","1","3","HOU"
"1210","2","3","HOU"
"1211","3","1","OAK"
"1212","0","3","HOU"
"1213","1","3","HOU"
"1214","0","3","HOU"
"1215","0","3","HOU"
"1216","0","3","HOU"
"1217","2","3","HOU"
"1218","2","3","HOU"
"1219","0","3","HOU"
"1220","1","3","HOU"
"1221","3","0","OAK"
"1222","2","3","HOU"
"1223","3","0","OAK"
"1224","0","3","HOU"
"1225","0","3","HOU"
"1226","3","1","OAK"
"1227","3","1","OAK"
"1228","0","3","HOU"
"1229","1","3","HOU"
"1230","2","3","HOU"
"1231","1","3","HOU"
"1232","3","1","OAK"
"1233","3","2","OAK"
"1234","0","3","HOU"
"1235","2","3","HOU"
"1236","2","3","HOU"
"1237","3","0","OAK"
"1238","1","3","HOU"
"1239","3","0","OAK"
"1240","1","3","HOU"
"1241","0","3","HOU"
"1242","2","3","HOU"
"1243","1","3","HOU"
"1244","0","3","HOU"
"1245","2","3","HOU"
"1246","2","3","HOU"
"1247","1","3","HOU"
"1248","2","3","HOU"
"1249","3","2","OAK"
"1250","1","3","HOU"
"1251","1","3","HOU"
"1252","0","3","HOU"
"1253","0","3","HOU"
"1254","0","3","HOU"
"1255","1","3","HOU"
"1256","2","3","HOU"
"1257","3","1","OAK"
"1258","3","0","OAK"
"1259","3","0","OAK"
"1260","1","3","HOU"
"1261","1","3","HOU"
"1262","2","3","HOU"
"1263","3","0","OAK"
"1264","0","3","HOU"
"1265","1","3","HOU"
"1266","2","3","HOU"
"1267","2","3","HOU"
"1268","2","3","HOU"
"1269","3","1","OAK"
"1270","3","1","OAK"
"1271","1","3","HOU"
"1272","1","3","HOU"
"1273","2","3","HOU"
"1274","1","3","HOU"
"1275","0","3","HOU"
"1276","0","3","HOU"
"1277","0","3","HOU"
"1278","0","3","HOU"
"1279","2","3","HOU"
"1280","2","3","HOU"
"1281","2","3","HOU"
"1282","3","1","OAK"
"1283","1","3","HOU"
"1284","0","3","HOU"
"1285","1","3","HOU"
"1286","2","3","HOU"
"1287","2","3","HOU"
"1288","3","0","OAK"
"1289","2","3","HOU"
"1290","2","3","HOU"
"1291","1","3","HOU"
"1292","3","2","OAK"
"1293","1","3","HOU"
"1294","1","3","HOU"
"1295","1","3","HOU"
"1296","3","1","OAK"
"1297","2","3","HOU"
"1298","0","3","HOU"
"1299","2","3","HOU"
"1300","3","1","OAK"
"1301","1","3","HOU"
"1302","1","3","HOU"
"1303","0","3","HOU"
"1304","1","3","HOU"
"1305","2","3","HOU"
"1306","0","3","HOU"
"1307","0","3","HOU"
"1308","1","3","HOU"
"1309","1","3","HOU"
"1310","1","3","HOU"
"1311","1","3","HOU"
"1312","1","3","HOU"
"1313","0","3","HOU"
"1314","2","3","HOU"
"1315","3","1","OAK"
"1316","1","3","HOU"
"1317","0","3","HOU"
"1318","3","2","OAK"
"1319","0","3","HOU"
"1320","3","1","OAK"
"1321","1","3","HOU"
"1322","0","3","HOU"
"1323","1","3","HOU"
"1324","1","3","HOU"
"1325","1","3","HOU"
"1326","2","3","HOU"
"1327","2","3","HOU"
"1328","0","3","HOU"
"1329","2","3","HOU"
"1330","1","3","HOU"
"1331","0","3","HOU"
"1332","1","3","HOU"
"1333","1","3","HOU"
"1334","3","0","OAK"
"1335","2","3","HOU"
"1336","0","3","HOU"
"1337","1","3","HOU"
"1338","0","3","HOU"
"1339","2","3","HOU"
"1340","0","3","HOU"
"1341","3","1","OAK"
"1342","0","3","HOU"
"1343","0","3","HOU"
"1344","3","2","OAK"
"1345","3","1","OAK"
"1346","1","3","HOU"
"1347","2","3","HOU"
"1348","1","3","HOU"
"1349","0","3","HOU"
"1350","2","3","HOU"
"1351","1","3","HOU"
"1352","0","3","HOU"
"1353","1","3","HOU"
"1354","1","3","HOU"
"1355","0","3","HOU"
"1356","0","3","HOU"
"1357","0","3","HOU"
"1358","2","3","HOU"
"1359","0","3","HOU"
"1360","2","3","HOU"
"1361","0","3","HOU"
"1362","1","3","HOU"
"1363","0","3","HOU"
"1364","2","3","HOU"
"1365","0","3","HOU"
"1366","1","3","HOU"
"1367","0","3","HOU"
"1368","0","3","HOU"
"1369","0","3","HOU"
"1370","2","3","HOU"
"1371","1","3","HOU"
"1372","2","3","HOU"
"1373","3","1","OAK"
"1374","1","3","HOU"
"1375","0","3","HOU"
"1376","1","3","HOU"
"1377","2","3","HOU"
"1378","1","3","HOU"
"1379","1","3","HOU"
"1380","0","3","HOU"
"1381","1","3","HOU"
"1382","3","2","OAK"
"1383","0","3","HOU"
"1384","3","1","OAK"
"1385","1","3","HOU"
"1386","0","3","HOU"
"1387","0","3","HOU"
"1388","0","3","HOU"
"1389","3","2","OAK"
"1390","1","3","HOU"
"1391","2","3","HOU"
"1392","3","2","OAK"
"1393","0","3","HOU"
"1394","2","3","HOU"
"1395","2","3","HOU"
"1396","0","3","HOU"
"1397","1","3","HOU"
"1398","0","3","HOU"
"1399","2","3","HOU"
"1400","0","3","HOU"
"1401","2","3","HOU"
"1402","0","3","HOU"
"1403","3","1","OAK"
"1404","1","3","HOU"
"1405","3","1","OAK"
"1406","0","3","HOU"
"1407","0","3","HOU"
"1408","2","3","HOU"
"1409","2","3","HOU"
"1410","2","3","HOU"
"1411","3","0","OAK"
"1412","0","3","HOU"
"1413","0","3","HOU"
"1414","1","3","HOU"
"1415","3","1","OAK"
"1416","3","1","OAK"
"1417","1","3","HOU"
"1418","2","3","HOU"
"1419","3","2","OAK"
"1420","2","3","HOU"
"1421","1","3","HOU"
"1422","2","3","HOU"
"1423","1","3","HOU"
"1424","3","2","OAK"
"1425","2","3","HOU"
"1426","2","3","HOU"
"1427","0","3","HOU"
"1428","1","3","HOU"
"1429","1","3","HOU"
"1430","1","3","HOU"
"1431","1","3","HOU"
"1432","1","3","HOU"
"1433","1","3","HOU"
"1434","0","3","HOU"
"1435","2","3","HOU"
"1436","0","3","HOU"
"1437","1","3","HOU"
"1438","2","3","HOU"
"1439","2","3","HOU"
"1440","2","3","HOU"
"1441","1","3","HOU"
"1442","1","3","HOU"
"1443","1","3","HOU"
"1444","2","3","HOU"
"1445","3","2","OAK"
"1446","1","3","HOU"
"1447","1","3","HOU"
"1448","0","3","HOU"
"1449","2","3","HOU"
"1450","0","3","HOU"
"1451","2","3","HOU"
"1452","2","3","HOU"
"1453","2","3","HOU"
"1454","1","3","HOU"
"1455","0","3","HOU"
"1456","1","3","HOU"
"1457","1","3","HOU"
"1458","2","3","HOU"
"1459","1","3","HOU"
"1460","2","3","HOU"
"1461","1","3","HOU"
"1462","1","3","HOU"
"1463","1","3","HOU"
"1464","1","3","HOU"
"1465","3","0","OAK"
"1466","2","3","HOU"
"1467","2","3","HOU"
"1468","0","3","HOU"
"1469","0","3","HOU"
"1470","0","3","HOU"
"1471","0","3","HOU"
"1472","2","3","HOU"
"1473","0","3","HOU"
"1474","2","3","HOU"
"1475","0","3","HOU"
"1476","2","3","HOU"
"1477","0","3","HOU"
"1478","0","3","HOU"
"1479","0","3","HOU"
"1480","2","3","HOU"
"1481","2","3","HOU"
"1482","2","3","HOU"
"1483","3","1","OAK"
"1484","3","2","OAK"
"1485","3","1","OAK"
"1486","0","3","HOU"
"1487","3","2","OAK"
"1488","1","3","HOU"
"1489","1","3","HOU"
"1490","3","2","OAK"
"1491","1","3","HOU"
"1492","3","0","OAK"
"1493","3","2","OAK"
"1494","0","3","HOU"
"1495","1","3","HOU"
"1496","0","3","HOU"
"1497","1","3","HOU"
"1498","1","3","HOU"
"1499","3","0","OAK"
"1500","0","3","HOU"
"1501","3","0","OAK"
"1502","0","3","HOU"
"1503","1","3","HOU"
"1504","2","3","HOU"
"1505","1","3","HOU"
"1506","3","2","OAK"
"1507","1","3","HOU"
"1508","1","3","HOU"
"1509","2","3","HOU"
"1510","0","3","HOU"
"1511","3","1","OAK"
"1512","1","3","HOU"
"1513","3","1","OAK"
"1514","0","3","HOU"
"1515","2","3","HOU"
"1516","0","3","HOU"
"1517","3","1","OAK"
"1518","2","3","HOU"
"1519","1","3","HOU"
"1520","2","3","HOU"
"1521","0","3","HOU"
"1522","1","3","HOU"
"1523","0","3","HOU"
"1524","0","3","HOU"
"1525","1","3","HOU"
"1526","0","3","HOU"
"1527","3","1","OAK"
"1528","1","3","HOU"
"1529","1","3","HOU"
"1530","0","3","HOU"
"1531","0","3","HOU"
"1532","2","3","HOU"
"1533","2","3","HOU"
"1534","2","3","HOU"
"1535","0","3","HOU"
"1536","3","2","OAK"
"1537","3","2","OAK"
"1538","1","3","HOU"
"1539","0","3","HOU"
"1540","2","3","HOU"
"1541","0","3","HOU"
"1542","0","3","HOU"
"1543","1","3","HOU"
"1544","0","3","HOU"
"1545","3","2","OAK"
"1546","1","3","HOU"
"1547","0","3","HOU"
"1548","1","3","HOU"
"1549","2","3","HOU"
"1550","0","3","HOU"
"1551","0","3","HOU"
"1552","3","0","OAK"
"1553","1","3","HOU"
"1554","3","2","OAK"
"1555","3","1","OAK"
"1556","0","3","HOU"
"1557","1","3","HOU"
"1558","1","3","HOU"
"1559","2","3","HOU"
"1560","2","3","HOU"
"1561","1","3","HOU"
"1562","3","2","OAK"
"1563","2","3","HOU"
"1564","2","3","HOU"
"1565","2","3","HOU"
"1566","0","3","HOU"
"1567","3","2","OAK"
"1568","3","0","OAK"
"1569","0","3","HOU"
"1570","2","3","HOU"
"1571","1","3","HOU"
"1572","1","3","HOU"
"1573","3","1","OAK"
"1574","1","3","HOU"
"1575","1","3","HOU"
"1576","2","3","HOU"
"1577","0","3","HOU"
"1578","0","3","HOU"
"1579","1","3","HOU"
"1580","1","3","HOU"
"1581","1","3","HOU"
"1582","1","3","HOU"
"1583","0","3","HOU"
"1584","3","2","OAK"
"1585","3","1","OAK"
"1586","0","3","HOU"
"1587","2","3","HOU"
"1588","0","3","HOU"
"1589","2","3","HOU"
"1590","2","3","HOU"
"1591","3","1","OAK"
"1592","2","3","HOU"
"1593","1","3","HOU"
"1594","1","3","HOU"
"1595","2","3","HOU"
"1596","0","3","HOU"
"1597","3","1","OAK"
"1598","2","3","HOU"
"1599","1","3","HOU"
"1600","1","3","HOU"
"1601","0","3","HOU"
"1602","3","1","OAK"
"1603","0","3","HOU"
"1604","0","3","HOU"
"1605","2","3","HOU"
"1606","1","3","HOU"
"1607","3","1","OAK"
"1608","2","3","HOU"
"1609","2","3","HOU"
"1610","1","3","HOU"
"1611","0","3","HOU"
"1612","0","3","HOU"
"1613","1","3","HOU"
"1614","3","2","OAK"
"1615","2","3","HOU"
"1616","2","3","HOU"
"1617","1","3","HOU"
"1618","1","3","HOU"
"1619","2","3","HOU"
"1620","1","3","HOU"
"1621","0","3","HOU"
"1622","1","3","HOU"
"1623","1","3","HOU"
"1624","2","3","HOU"
"1625","0","3","HOU"
"1626","3","1","OAK"
"1627","0","3","HOU"
"1628","3","1","OAK"
"1629","0","3","HOU"
"1630","1","3","HOU"
"1631","2","3","HOU"
"1632","0","3","HOU"
"1633","2","3","HOU"
"1634","1","3","HOU"
"1635","0","3","HOU"
"1636","3","2","OAK"
"1637","1","3","HOU"
"1638","1","3","HOU"
"1639","1","3","HOU"
"1640","1","3","HOU"
"1641","1","3","HOU"
"1642","1","3","HOU"
"1643","1","3","HOU"
"1644","2","3","HOU"
"1645","3","2","OAK"
"1646","1","3","HOU"
"1647","2","3","HOU"
"1648","0","3","HOU"
"1649","3","2","OAK"
"1650","2","3","HOU"
"1651","1","3","HOU"
"1652","2","3","HOU"
"1653","0","3","HOU"
"1654","1","3","HOU"
"1655","2","3","HOU"
"1656","1","3","HOU"
"1657","0","3","HOU"
"1658","1","3","HOU"
"1659","1","3","HOU"
"1660","3","1","OAK"
"1661","1","3","HOU"
"1662","0","3","HOU"
"1663","3","2","OAK"
"1664","0","3","HOU"
"1665","2","3","HOU"
"1666","2","3","HOU"
"1667","1","3","HOU"
"1668","0","3","HOU"
"1669","2","3","HOU"
"1670","2","3","HOU"
"1671","0","3","HOU"
"1672","0","3","HOU"
"1673","3","0","OAK"
"1674","1","3","HOU"
"1675","3","1","OAK"
"1676","2","3","HOU"
"1677","2","3","HOU"
"1678","1","3","HOU"
"1679","1","3","HOU"
"1680","0","3","HOU"
"1681","3","1","OAK"
"1682","0","3","HOU"
"1683","3","1","OAK"
"1684","3","2","OAK"
"1685","1","3","HOU"
"1686","3","2","OAK"
"1687","1","3","HOU"
"1688","2","3","HOU"
"1689","3","1","OAK"
"1690","0","3","HOU"
"1691","1","3","HOU"
"1692","3","2","OAK"
"1693","0","3","HOU"
"1694","0","3","HOU"
"1695","1","3","HOU"
"1696","1","3","HOU"
"1697","0","3","HOU"
"1698","1","3","HOU"
"1699","1","3","HOU"
"1700","2","3","HOU"
"1701","1","3","HOU"
"1702","2","3","HOU"
"1703","2","3","HOU"
"1704","3","1","OAK"
"1705","3","0","OAK"
"1706","1","3","HOU"
"1707","1","3","HOU"
"1708","2","3","HOU"
"1709","1","3","HOU"
"1710","0","3","HOU"
"1711","2","3","HOU"
"1712","0","3","HOU"
"1713","3","1","OAK"
"1714","1","3","HOU"
"1715","0","3","HOU"
"1716","0","3","HOU"
"1717","2","3","HOU"
"1718","3","0","OAK"
"1719","2","3","HOU"
"1720","0","3","HOU"
"1721","2","3","HOU"
"1722","2","3","HOU"
"1723","1","3","HOU"
"1724","1","3","HOU"
"1725","0","3","HOU"
"1726","0","3","HOU"
"1727","2","3","HOU"
"1728","0","3","HOU"
"1729","1","3","HOU"
"1730","2","3","HOU"
"1731","1","3","HOU"
"1732","1","3","HOU"
"1733","2","3","HOU"
"1734","1","3","HOU"
"1735","3","1","OAK"
"1736","2","3","HOU"
"1737","1","3","HOU"
"1738","3","1","OAK"
"1739","2","3","HOU"
"1740","0","3","HOU"
"1741","3","2","OAK"
"1742","1","3","HOU"
"1743","0","3","HOU"
"1744","0","3","HOU"
"1745","3","1","OAK"
"1746","1","3","HOU"
"1747","1","3","HOU"
"1748","0","3","HOU"
"1749","2","3","HOU"
"1750","3","1","OAK"
"1751","1","3","HOU"
"1752","1","3","HOU"
"1753","1","3","HOU"
"1754","0","3","HOU"
"1755","3","2","OAK"
"1756","3","2","OAK"
"1757","1","3","HOU"
"1758","1","3","HOU"
"1759","0","3","HOU"
"1760","1","3","HOU"
"1761","2","3","HOU"
"1762","1","3","HOU"
"1763","2","3","HOU"
"1764","3","1","OAK"
"1765","0","3","HOU"
"1766","0","3","HOU"
"1767","2","3","HOU"
"1768","3","1","OAK"
"1769","3","0","OAK"
"1770","1","3","HOU"
"1771","0","3","HOU"
"1772","1","3","HOU"
"1773","3","1","OAK"
"1774","3","0","OAK"
"1775","1","3","HOU"
"1776","1","3","HOU"
"1777","2","3","HOU"
"1778","0","3","HOU"
"1779","0","3","HOU"
"1780","1","3","HOU"
"1781","0","3","HOU"
"1782","1","3","HOU"
"1783","0","3","HOU"
"1784","1","3","HOU"
"1785","2","3","HOU"
"1786","3","2","OAK"
"1787","2","3","HOU"
"1788","1","3","HOU"
"1789","3","1","OAK"
"1790","1","3","HOU"
"1791","0","3","HOU"
"1792","3","1","OAK"
"1793","0","3","HOU"
"1794","1","3","HOU"
"1795","3","1","OAK"
"1796","1","3","HOU"
"1797","3","0","OAK"
"1798","2","3","HOU"
"1799","3","1","OAK"
"1800","0","3","HOU"
"1801","1","3","HOU"
"1802","0","3","HOU"
"1803","0","3","HOU"
"1804","1","3","HOU"
"1805","1","3","HOU"
"1806","0","3","HOU"
"1807","0","3","HOU"
"1808","0","3","HOU"
"1809","2","3","HOU"
"1810","3","1","OAK"
"1811","3","0","OAK"
"1812","0","3","HOU"
"1813","1","3","HOU"
"1814","0","3","HOU"
"1815","3","1","OAK"
"1816","1","3","HOU"
"1817","3","0","OAK"
"1818","1","3","HOU"
"1819","1","3","HOU"
"1820","1","3","HOU"
"1821","2","3","HOU"
"1822","0","3","HOU"
"1823","0","3","HOU"
"1824","2","3","HOU"
"1825","0","3","HOU"
"1826","2","3","HOU"
"1827","3","1","OAK"
"1828","0","3","HOU"
"1829","1","3","HOU"
"1830","3","1","OAK"
"1831","0","3","HOU"
"1832","2","3","HOU"
"1833","0","3","HOU"
"1834","2","3","HOU"
"1835","1","3","HOU"
"1836","1","3","HOU"
"1837","3","0","OAK"
"1838","0","3","HOU"
"1839","1","3","HOU"
"1840","1","3","HOU"
"1841","3","0","OAK"
"1842","0","3","HOU"
"1843","2","3","HOU"
"1844","3","1","OAK"
"1845","0","3","HOU"
"1846","3","1","OAK"
"1847","3","1","OAK"
"1848","2","3","HOU"
"1849","0","3","HOU"
"1850","3","1","OAK"
"1851","1","3","HOU"
"1852","3","0","OAK"
"1853","0","3","HOU"
"1854","1","3","HOU"
"1855","2","3","HOU"
"1856","1","3","HOU"
"1857","0","3","HOU"
"1858","0","3","HOU"
"1859","0","3","HOU"
"1860","0","3","HOU"
"1861","3","1","OAK"
"1862","3","2","OAK"
"1863","0","3","HOU"
"1864","0","3","HOU"
"1865","1","3","HOU"
"1866","0","3","HOU"
"1867","0","3","HOU"
"1868","3","2","OAK"
"1869","0","3","HOU"
"1870","1","3","HOU"
"1871","0","3","HOU"
"1872","1","3","HOU"
"1873","2","3","HOU"
"1874","3","0","OAK"
"1875","2","3","HOU"
"1876","2","3","HOU"
"1877","1","3","HOU"
"1878","1","3","HOU"
"1879","2","3","HOU"
"1880","2","3","HOU"
"1881","1","3","HOU"
"1882","0","3","HOU"
"1883","0","3","HOU"
"1884","0","3","HOU"
"1885","1","3","HOU"
"1886","0","3","HOU"
"1887","2","3","HOU"
"1888","0","3","HOU"
"1889","1","3","HOU"
"1890","0","3","HOU"
"1891","1","3","HOU"
"1892","1","3","HOU"
"1893","0","3","HOU"
"1894","1","3","HOU"
"1895","3","1","OAK"
"1896","2","3","HOU"
"1897","3","2","OAK"
"1898","2","3","HOU"
"1899","3","1","OAK"
"1900","1","3","HOU"
"1901","1","3","HOU"
"1902","2","3","HOU"
"1903","0","3","HOU"
"1904","2","3","HOU"
"1905","0","3","HOU"
"1906","3","2","OAK"
"1907","0","3","HOU"
"1908","0","3","HOU"
"1909","3","0","OAK"
"1910","1","3","HOU"
"1911","3","1","OAK"
"1912","1","3","HOU"
"1913","3","2","OAK"
"1914","1","3","HOU"
"1915","1","3","HOU"
"1916","3","1","OAK"
"1917","1","3","HOU"
"1918","3","1","OAK"
"1919","2","3","HOU"
"1920","1","3","HOU"
"1921","1","3","HOU"
"1922","2","3","HOU"
"1923","2","3","HOU"
"1924","0","3","HOU"
"1925","3","1","OAK"
"1926","0","3","HOU"
"1927","1","3","HOU"
"1928","1","3","HOU"
"1929","2","3","HOU"
"1930","2","3","HOU"
"1931","1","3","HOU"
"1932","3","1","OAK"
"1933","3","2","OAK"
"1934","2","3","HOU"
"1935","3","1","OAK"
"1936","2","3","HOU"
"1937","0","3","HOU"
"1938","2","3","HOU"
"1939","0","3","HOU"
"1940","0","3","HOU"
"1941","1","3","HOU"
"1942","3","1","OAK"
"1943","0","3","HOU"
"1944","2","3","HOU"
"1945","1","3","HOU"
"1946","2","3","HOU"
"1947","1","3","HOU"
"1948","1","3","HOU"
"1949","3","1","OAK"
"1950","2","3","HOU"
"1951","2","3","HOU"
"1952","3","1","OAK"
"1953","2","3","HOU"
"1954","0","3","HOU"
"1955","1","3","HOU"
"1956","1","3","HOU"
"1957","1","3","HOU"
"1958","2","3","HOU"
"1959","1","3","HOU"
"1960","2","3","HOU"
"1961","1","3","HOU"
"1962","3","1","OAK"
"1963","3","1","OAK"
"1964","0","3","HOU"
"1965","2","3","HOU"
"1966","1","3","HOU"
"1967","3","2","OAK"
"1968","3","2","OAK"
"1969","1","3","HOU"
"1970","2","3","HOU"
"1971","1","3","HOU"
"1972","0","3","HOU"
"1973","1","3","HOU"
"1974","1","3","HOU"
"1975","1","3","HOU"
"1976","0","3","HOU"
"1977","0","3","HOU"
"1978","2","3","HOU"
"1979","0","3","HOU"
"1980","2","3","HOU"
"1981","3","2","OAK"
"1982","2","3","HOU"
"1983","0","3","HOU"
"1984","2","3","HOU"
"1985","3","2","OAK"
"1986","2","3","HOU"
"1987","3","1","OAK"
"1988","1","3","HOU"
"1989","1","3","HOU"
"1990","3","1","OAK"
"1991","2","3","HOU"
"1992","0","3","HOU"
"1993","1","3","HOU"
"1994","0","3","HOU"
"1995","2","3","HOU"
"1996","0","3","HOU"
"1997","3","2","OAK"
"1998","2","3","HOU"
"1999","3","0","OAK"
"2000","1","3","HOU"
"2001","1","3","HOU"
"2002","1","3","HOU"
"2003","1","3","HOU"
"2004","0","3","HOU"
"2005","1","3","HOU"
"2006","0","3","HOU"
"2007","1","3","HOU"
"2008","3","0","OAK"
"2009","0","3","HOU"
"2010","2","3","HOU"
"2011","0","3","HOU"
"2012","3","2","OAK"
"2013","0","3","HOU"
"2014","0","3","HOU"
"2015","0","3","HOU"
"2016","1","3","HOU"
"2017","0","3","HOU"
"2018","3","2","OAK"
"2019","3","0","OAK"
"2020","2","3","HOU"
"2021","2","3","HOU"
"2022","1","3","HOU"
"2023","3","1","OAK"
"2024","3","1","OAK"
"2025","3","1","OAK"
"2026","1","3","HOU"
"2027","3","1","OAK"
"2028","2","3","HOU"
"2029","1","3","HOU"
"2030","0","3","HOU"
"2031","3","2","OAK"
"2032","1","3","HOU"
"2033","0","3","HOU"
"2034","0","3","HOU"
"2035","3","2","OAK"
"2036","1","3","HOU"
"2037","2","3","HOU"
"2038","0","3","HOU"
"2039","0","3","HOU"
"2040","3","2","OAK"
"2041","3","1","OAK"
"2042","0","3","HOU"
"2043","3","1","OAK"
"2044","1","3","HOU"
"2045","2","3","HOU"
"2046","3","1","OAK"
"2047","2","3","HOU"
"2048","2","3","HOU"
"2049","0","3","HOU"
"2050","2","3","HOU"
"2051","3","2","OAK"
"2052","0","3","HOU"
"2053","1","3","HOU"
"2054","0","3","HOU"
"2055","2","3","HOU"
"2056","3","0","OAK"
"2057","3","0","OAK"
"2058","1","3","HOU"
"2059","2","3","HOU"
"2060","0","3","HOU"
"2061","0","3","HOU"
"2062","1","3","HOU"
"2063","1","3","HOU"
"2064","3","1","OAK"
"2065","3","2","OAK"
"2066","1","3","HOU"
"2067","3","2","OAK"
"2068","0","3","HOU"
"2069","0","3","HOU"
"2070","0","3","HOU"
"2071","3","1","OAK"
"2072","1","3","HOU"
"2073","3","0","OAK"
"2074","2","3","HOU"
"2075","1","3","HOU"
"2076","0","3","HOU"
"2077","0","3","HOU"
"2078","3","1","OAK"
"2079","0","3","HOU"
"2080","0","3","HOU"
"2081","0","3","HOU"
"2082","0","3","HOU"
"2083","0","3","HOU"
"2084","1","3","HOU"
"2085","3","2","OAK"
"2086","0","3","HOU"
"2087","1","3","HOU"
"2088","2","3","HOU"
"2089","1","3","HOU"
"2090","1","3","HOU"
"2091","3","1","OAK"
"2092","1","3","HOU"
"2093","1","3","HOU"
"2094","0","3","HOU"
"2095","1","3","HOU"
"2096","1","3","HOU"
"2097","2","3","HOU"
"2098","0","3","HOU"
"2099","3","1","OAK"
"2100","1","3","HOU"
"2101","3","2","OAK"
"2102","0","3","HOU"
"2103","3","0","OAK"
"2104","0","3","HOU"
"2105","3","0","OAK"
"2106","3","1","OAK"
"2107","2","3","HOU"
"2108","2","3","HOU"
"2109","0","3","HOU"
"2110","0","3","HOU"
"2111","3","2","OAK"
"2112","2","3","HOU"
"2113","1","3","HOU"
"2114","0","3","HOU"
"2115","0","3","HOU"
"2116","1","3","HOU"
"2117","2","3","HOU"
"2118","1","3","HOU"
"2119","0","3","HOU"
"2120","2","3","HOU"
"2121","1","3","HOU"
"2122","3","1","OAK"
"2123","1","3","HOU"
"2124","0","3","HOU"
"2125","3","1","OAK"
"2126","0","3","HOU"
"2127","2","3","HOU"
"2128","1","3","HOU"
"2129","3","0","OAK"
"2130","3","0","OAK"
"2131","1","3","HOU"
"2132","2","3","HOU"
"2133","2","3","HOU"
"2134","2","3","HOU"
"2135","2","3","HOU"
"2136","1","3","HOU"
"2137","0","3","HOU"
"2138","2","3","HOU"
"2139","3","2","OAK"
"2140","1","3","HOU"
"2141","1","3","HOU"
"2142","2","3","HOU"
"2143","0","3","HOU"
"2144","3","1","OAK"
"2145","0","3","HOU"
"2146","3","2","OAK"
"2147","0","3","HOU"
"2148","0","3","HOU"
"2149","3","0","OAK"
"2150","1","3","HOU"
"2151","2","3","HOU"
"2152","2","3","HOU"
"2153","2","3","HOU"
"2154","0","3","HOU"
"2155","1","3","HOU"
"2156","1","3","HOU"
"2157","0","3","HOU"
"2158","0","3","HOU"
"2159","1","3","HOU"
"2160","0","3","HOU"
"2161","0","3","HOU"
"2162","2","3","HOU"
"2163","0","3","HOU"
"2164","2","3","HOU"
"2165","0","3","HOU"
"2166","2","3","HOU"
"2167","3","1","OAK"
"2168","0","3","HOU"
"2169","2","3","HOU"
"2170","2","3","HOU"
"2171","3","2","OAK"
"2172","0","3","HOU"
"2173","2","3","HOU"
"2174","0","3","HOU"
"2175","1","3","HOU"
"2176","0","3","HOU"
"2177","0","3","HOU"
"2178","2","3","HOU"
"2179","1","3","HOU"
"2180","2","3","HOU"
"2181","2","3","HOU"
"2182","3","1","OAK"
"2183","3","2","OAK"
"2184","0","3","HOU"
"2185","0","3","HOU"
"2186","2","3","HOU"
"2187","1","3","HOU"
"2188","0","3","HOU"
"2189","1","3","HOU"
"2190","2","3","HOU"
"2191","3","0","OAK"
"2192","0","3","HOU"
"2193","1","3","HOU"
"2194","3","2","OAK"
"2195","0","3","HOU"
